bus,v
p13udm100144,1.0112901240702432
p13udm100150,1.0153766952131986
p13udm100151,1.0155218097624856
p13udm100156,1.018872287547998
p13udm100157,1.020320279456206
p13udm100162,0.9746149358263954
p13udm100165,0.9863973988035566
p13udm100166,0.9856744986293298
p13udm100171,1.0140263043293947
p13udm100174,1.0166768102777652
p13udm100176,1.0171300903010378
p13udm100180,1.0179137289321956
p13udm100182,1.0150948986164763
p13udm100185,1.0112012376648964
p13udm100186,1.0121081158286982
p13udm100188,1.0120649367977117
p13udm100189,1.0119227528418215
p13udm100191,1.0170097474398552
p13udm100193,1.0180745405216896
p13udm100195,1.0120210592194399
p13udm100197,1.0187239576334104
p13udm100199,1.0181987229868503
p13udm100200,1.0182809857460005
p13udm100204,1.0119884575194333
p13udm100205,1.011904116154668
p13udm100215,1.0106170001734305
p13udm100217,1.0110487555396563
p13udm100218,1.012085540836496
p13udm100990,1.0156284068515875
p13udm100992,1.0156693388060147
p13udm100998,1.0170250314904588
p13udm101000,1.0153051412607919
p13udm101001,1.0157670748647405
p13udm101002,1.0150605751180053
p13udm101007,1.0135526403917128
p13udm101011,1.0204110993705084
p13udm101014,1.019689095071072
p13udm101016,1.0193554861938234
p13udm101020,1.019382184533912
p13udm101026,1.0138282890141177
p13udm19605,1.0204228991697042
p13udm19606,1.020749222248544
p13udm19610,1.0188061566079298
p13udm19613,1.0190653371187859
p13udm27743,1.014895652323087
p13udm27744,1.013957368736925
p13udm27746,1.0169337985619182
p13udm27747,1.0169729779060077
p13udm27748,1.0114996178370743
p13udm27749,1.0111798867617874
p13udm27751,1.012491633567773
p13udm27753,1.014478202744673
p13udm27754,1.0150051673081673
p13udm27755,1.014267258682306
p13udm27756,1.0137690487548607
p13udm27759,1.0151106920611073
p13udm27769,1.0050482551642088
p13udm27770,1.004694147019154
p13udm27771,1.0090739405892315
p13udm27773,1.0088720950285712
p13udm27774,1.0112029980033457
p13udm27776,1.0117950132477038
p13udm27779,1.0169394440065067
p13udm27780,1.0162177373164671
p13udm27781,1.0169750153382704
p13udm27789,1.0125698535699383
p13udm27804,1.0170942049785259
p13udm27806,1.0161219066214184
p13udm27807,1.016687330952834
p13udm27812,1.0152498873155285
p13udm27814,1.0146577104384025
p13udm27815,1.0144090615388592
p13udm27821,1.016992249364172
p13udm27822,1.0163016723077685
p13udm27826,1.016459544313967
p13udm27827,1.0151503572718892
p13udm27828,0.9799658151294564
p13udm27831,0.9796214754485993
p13udm27832,0.9801711990851496
p13udm27835,1.014766010476958
p13udm27836,1.0153841863519784
p13udm27837,1.0154641488232192
p13udm27843,1.0138684216784548
p13udm27846,1.0091406284236568
p13udm27849,1.0096223271257774
p13udm27850,1.009960510119901
p13udm27852,1.0168366115190883
p13udm27854,1.0168836782496338
p13udm27856,1.0142348263124723
p13udm27858,1.0148749465205373
p13udm27859,1.0139095563489013
p13udm27861,1.0114779746637415
p13udm27863,1.011001752613606
p13udm27864,1.0105536831294528
p13udm27866,1.016058868493409
p13udm27867,1.0158368519167649
p13udm27868,1.0150937976897394
p13udm27869,1.014177833078627
p13udm28570,1.0104954236707522
p13udm33608,1.009921956669007
p13udm33610,1.0104762178744338
p13udm33614,1.0098259606309947
p13udm33616,1.0078168057579995
