hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
31, 2700.00000, 7415.54, -0.0000115106, 7415.54, -120, 7415.54, 120, 212.602, -15.243, 211.552, -135.736, 204.023, 105.651
32, 0.00000, 7415.54, -0.0000117596, 7415.54, -120, 7415.54, 120, 207.89, -13.7657, 206.527, -136.581, 202.564, 106.028
32, 900.00000, 7415.54, -0.0000107296, 7415.54, -120, 7415.54, 120, 185.091, -12.8945, 181.711, -134.709, 184.812, 107.043
32, 1800.00000, 7415.54, -0.0000103412, 7415.54, -120, 7415.54, 120, 178.468, -12.9075, 174.266, -133.908, 171.772, 107.532
32, 2700.00000, 7415.54, -4.45578E-6, 7415.54, -120, 7415.54, 120, 107.659, -22.6404, 106.905, -146.357, 106.815, 98.1292
33, 0.00000, 7415.54, -7.77783E-6, 7415.54, -120, 7415.54, 120, 142.08, -14.8518, 136.054, -137.09, 135.988, 105.296
33, 900.00000, 7415.54, -0.000010561, 7415.54, -120, 7415.54, 120, 177.794, -12.002, 173.737, -133.023, 171.644, 108.459
33, 1800.00000, 7415.54, -0.0000107624, 7415.54, -120, 7415.54, 120, 182.015, -12.1725, 182.479, -133.464, 179.663, 108.311
33, 2700.00000, 7415.54, -0.0000119421, 7415.54, -120, 7415.54, 120, 202.827, -12.3357, 200.292, -133.669, 203.054, 107.783
34, 0.00000, 7415.54, -0.0000123972, 7415.54, -120, 7415.54, 120, 214.157, -12.9536, 209.571, -134.151, 210.093, 107.358
34, 900.00000, 7415.54, -7.23982E-6, 7415.54, -120, 7415.54, 120, 163.695, -21.056, 179.036, -142.152, 169.395, 100.289
34, 1800.00000, 7415.54, -6.29E-6, 7415.54, -120, 7415.54, 120, 158.028, -23.5683, 166.56, -146.034, 166.091, 97.4848
34, 2700.00000, 7415.54, -0.0000131131, 7415.54, -120, 7415.54, 120, 247.452, -15.9421, 236.367, -137.726, 241.291, 104.373
35, 0.00000, 7415.54, -0.0000141367, 7415.54, -120, 7415.54, 120, 259.673, -15.0721, 260.37, -136.104, 256.225, 105.218
35, 900.00000, 7415.54, -0.0000141578, 7415.54, -120, 7415.54, 120, 266.419, -15.8564, 255.449, -136.655, 262.302, 104.538
35, 1800.00000, 7415.54, -0.0000155898, 7415.54, -120, 7415.54, 120, 287.349, -15.1894, 279.513, -136.049, 280.189, 105.259
35, 2700.00000, 7415.54, -0.0000128807, 7415.54, -120, 7415.54, 120, 256.269, -17.5689, 258.387, -138.587, 256.171, 103.078
36, 0.00000, 7415.54, 2.71476E-7, 7415.54, -120, 7415.54, 120, 102.594, -46.2886, 106.599, -170.652, 106.772, 78.2058
36, 900.00000, 7415.54, -6.8321E-6, 7415.54, -120, 7415.54, 120, 172.368, -23.6678, 150.828, -151.619, 159.552, 95.0181
36, 1800.00000, 7415.54, -0.0000143771, 7415.54, -120, 7415.54, 120, 265.937, -15.3018, 254.674, -136.833, 250.416, 105.148
