hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
23, 1800.00000, 7415.54, -0.0000176084, 7415.54, -120, 7415.54, 120, 301.003, -12.5909, 286.608, -131.67, 299.433, 103.782
23, 2700.00000, 7415.54, -0.0000160039, 7415.54, -120, 7415.54, 120, 266.168, -11.569, 251.247, -130.923, 254.259, 107.212
24, 0.00000, 7415.54, -0.0000147934, 7415.54, -120, 7415.54, 120, 243.553, -11.1785, 241.512, -130.061, 255.751, 104.429
24, 900.00000, 7415.54, -0.0000154597, 7415.54, -120, 7415.54, 120, 245.04, -9.68198, 228.318, -129.312, 230.126, 108.913
24, 1800.00000, 7415.54, -0.0000136737, 7415.54, -120, 7415.54, 120, 216.172, -9.57011, 214.934, -128.822, 227.699, 105.102
24, 2700.00000, 7415.54, -0.000015052, 7415.54, -120, 7415.54, 120, 232.989, -8.7009, 219.495, -128.175, 228.019, 110.387
25, 0.00000, 7415.54, -0.0000142436, 7415.54, -120, 7415.54, 120, 221.588, -8.90886, 216.492, -128.032, 237.696, 107.037
25, 900.00000, 7415.54, -0.0000149216, 7415.54, -120, 7415.54, 120, 229.134, -8.36233, 218.672, -127.926, 220.278, 111.476
25, 1800.00000, 7415.54, -0.0000147462, 7415.54, -120, 7415.54, 120, 230.974, -9.19349, 240.407, -127.772, 250.313, 106.289
25, 2700.00000, 7415.54, -0.0000171502, 7415.54, -120, 7415.54, 120, 270.04, -9.41678, 255.316, -128.544, 259.37, 110.139
26, 0.00000, 7415.54, -0.0000168527, 7415.54, -120, 7415.54, 120, 275.429, -10.9017, 262.424, -128.984, 280.947, 105.991
26, 900.00000, 7415.54, -0.0000200176, 7415.54, -120, 7415.54, 120, 331.645, -11.4322, 297.149, -130.697, 293.555, 108.812
26, 1800.00000, 7415.54, -0.0000190181, 7415.54, -120, 7415.54, 120, 331.9, -13.3361, 314.465, -131.76, 318.18, 104.629
26, 2700.00000, 7415.54, -0.0000209658, 7415.54, -120, 7415.54, 120, 368.849, -13.6224, 330.888, -132.133, 321.089, 107.065
27, 0.00000, 7415.54, -0.0000180206, 7415.54, -120, 7415.54, 120, 328.151, -14.7936, 314.229, -132.556, 319.851, 103.178
27, 900.00000, 7415.54, -0.0000183517, 7415.54, -120, 7415.54, 120, 341.771, -15.5325, 308.082, -132.65, 316.554, 105.337
27, 1800.00000, 7415.54, -0.000017911, 7415.54, -120, 7415.54, 120, 333.95, -15.569, 334.607, -132.792, 333.671, 103.098
27, 2700.00000, 7415.54, -0.0000189295, 7415.54, -120, 7415.54, 120, 349.862, -15.2861, 316.57, -132.934, 305.932, 105.723
28, 0.00000, 7415.54, -0.000017203, 7415.54, -120, 7415.54, 120, 326.834, -16.1676, 299.405, -133.604, 322.246, 102.426
28, 900.00000, 7415.54, -0.0000180507, 7415.54, -120, 7415.54, 120, 337.454, -15.6554, 296.232, -133.495, 307.349, 105.606
28, 1800.00000, 7415.54, -0.0000162754, 7415.54, -120, 7415.54, 120, 305.331, -15.7639, 290.584, -133.631, 310.452, 102.149
28, 2700.00000, 7415.54, -0.0000161029, 7415.54, -120, 7415.54, 120, 295.602, -15.0567, 273.483, -133.731, 285.673, 105.476
29, 0.00000, 7415.54, -0.0000147227, 7415.54, -120, 7415.54, 120, 279.553, -16.1438, 269.649, -134.305, 288.084, 101.943
29, 900.00000, 7415.54, -0.0000158929, 7415.54, -120, 7415.54, 120, 311.592, -17.1371, 278.533, -134.548, 282.333, 104.383
29, 1800.00000, 7415.54, -0.0000172308, 7415.54, -120, 7415.54, 120, 322.473, -15.6883, 307.808, -134.623, 323.394, 100.917
29, 2700.00000, 7415.54, -0.0000188281, 7415.54, -120, 7415.54, 120, 346.684, -15.1628, 321.577, -135.479, 329.951, 103.469
30, 0.00000, 7415.54, -0.0000182313, 7415.54, -120, 7415.54, 120, 367.884, -17.9982, 337.069, -135.621, 358.579, 101.043
30, 900.00000, 7415.54, -0.0000208955, 7415.54, -120, 7415.54, 120, 386.722, -15.3335, 368.366, -135.084, 359.972, 104.459
30, 1800.00000, 7415.54, -0.000020704, 7415.54, -120, 7415.54, 120, 373.968, -14.5262, 372.625, -135.21, 384.158, 101.891
30, 2700.00000, 7415.54, -0.000020843, 7415.54, -120, 7415.54, 120, 372.817, -14.1948, 347.396, -134.102, 357.335, 104.315
31, 0.00000, 7415.54, -0.0000192391, 7415.54, -120, 7415.54, 120, 360.363, -15.7193, 343.541, -134.058, 353.163, 102.142
31, 900.00000, 7415.54, -0.0000184875, 7415.54, -120, 7415.54, 120, 335.712, -14.7011, 312.341, -134.298, 305.706, 105.041
31, 1800.00000, 7415.54, -0.0000154912, 7415.54, -120, 7415.54, 120, 295.542, -16.2949, 272.195, -133, 285.251, 102.672
31, 2700.00000, 7415.54, -0.0000144179, 7415.54, -120, 7415.54, 120, 257.195, -14.0879, 232.604, -132.987, 234.531, 105.339
32, 0.00000, 7415.54, -0.000012393, 7415.54, -120, 7415.54, 120, 226.816, -14.9456, 220.937, -132.76, 246.018, 102.296
32, 900.00000, 7415.54, -0.0000123835, 7415.54, -120, 7415.54, 120, 209.815, -12.2488, 196.756, -132.805, 209.496, 106.212
32, 1800.00000, 7415.54, -9.65613E-6, 7415.54, -120, 7415.54, 120, 193.729, -17.8018, 175.921, -132.752, 193.818, 102.122
32, 2700.00000, 7415.54, -0.000011238, 7415.54, -120, 7415.54, 120, 191.002, -12.358, 172.633, -132.65, 184.921, 107.716
33, 0.00000, 7415.54, -9.73382E-6, 7415.54, -120, 7415.54, 120, 168.513, -13.0157, 161.957, -133.028, 194.301, 102.524
33, 900.00000, 7415.54, -9.19332E-6, 7415.54, -120, 7415.54, 120, 164.221, -14.1089, 149.262, -134.776, 164.397, 105.97
33, 1800.00000, 7415.54, -8.30232E-6, 7415.54, -120, 7415.54, 120, 156.101, -15.7989, 157.647, -135.213, 183.897, 99.9738
33, 2700.00000, 7415.54, -0.0000104975, 7415.54, -120, 7415.54, 120, 196.346, -15.6465, 176.165, -136.286, 196.098, 103.37
34, 0.00000, 7415.54, -0.0000106487, 7415.54, -120, 7415.54, 120, 206.896, -16.8432, 190.174, -136.67, 223.479, 98.7263
34, 900.00000, 7415.54, -0.0000135778, 7415.54, -120, 7415.54, 120, 258.138, -16.1801, 222.438, -137.147, 240.805, 102.481
34, 1800.00000, 7415.54, -0.0000113882, 7415.54, -120, 7415.54, 120, 259.914, -21.3174, 229.103, -138.61, 267.409, 97.8884
34, 2700.00000, 7415.54, -0.0000132224, 7415.54, -120, 7415.54, 120, 281.834, -19.5331, 233.732, -139.466, 258.394, 100.494
35, 0.00000, 7415.54, -0.0000124136, 7415.54, -120, 7415.54, 120, 267.864, -19.8632, 224.623, -138.63, 264.957, 98.2596
35, 900.00000, 7415.54, -0.0000132405, 7415.54, -120, 7415.54, 120, 297.683, -20.9425, 247.086, -137.139, 262.587, 102.44
35, 1800.00000, 7415.54, -0.0000128738, 7415.54, -120, 7415.54, 120, 321.873, -23.4945, 259.034, -136.888, 294.391, 98.7468
35, 2700.00000, 7415.54, -0.0000146742, 7415.54, -120, 7415.54, 120, 346.366, -22.1551, 284.118, -136.687, 284.182, 102.947
36, 0.00000, 7415.54, -0.0000140395, 7415.54, -120, 7415.54, 120, 298.122, -19.4321, 255.312, -137.459, 298.443, 99.6486
36, 900.00000, 7415.54, -0.0000139878, 7415.54, -120, 7415.54, 120, 306.678, -20.2917, 252.492, -138.439, 273.485, 101.484
36, 1800.00000, 7415.54, -0.0000119077, 7415.54, -120, 7415.54, 120, 269.548, -21.112, 242.782, -137.624, 274.897, 98.4538
36, 2700.00000, 7415.54, -0.0000133145, 7415.54, -120, 7415.54, 120, 285.851, -19.7294, 237.482, -136.232, 257.115, 103.169
37, 0.00000, 7415.54, -0.0000125618, 7415.54, -120, 7415.54, 120, 283.89, -21.0726, 240.253, -135.803, 280.499, 99.87
37, 900.00000, 7415.54, -0.0000139724, 7415.54, -120, 7415.54, 120, 301.397, -19.8586, 251.943, -135.067, 272.312, 102.932
37, 1800.00000, 7415.54, -0.0000140416, 7415.54, -120, 7415.54, 120, 296.788, -19.3047, 268.967, -135.926, 295.285, 100.128
37, 2700.00000, 7415.54, -0.0000171166, 7415.54, -120, 7415.54, 120, 340.299, -17.5584, 307.051, -136.317, 327.404, 101.723
38, 0.00000, 7415.54, -0.0000164269, 7415.54, -120, 7415.54, 120, 348.407, -19.4053, 311.237, -136.203, 359.876, 99.5063
38, 900.00000, 7415.54, -0.0000193225, 7415.54, -120, 7415.54, 120, 390.883, -18.0732, 342.38, -136.003, 360.587, 102.37
38, 1800.00000, 7415.54, -0.0000187566, 7415.54, -120, 7415.54, 120, 354.083, -15.9684, 336.397, -135.116, 366.261, 100.749
38, 2700.00000, 7415.54, -0.0000188425, 7415.54, -120, 7415.54, 120, 370.775, -17.2533, 335.593, -134.65, 344.272, 103.958
39, 0.00000, 7415.54, -0.0000184188, 7415.54, -120, 7415.54, 120, 354.177, -16.5472, 335.824, -134.378, 345.616, 101.968
39, 900.00000, 7415.54, -0.0000182606, 7415.54, -120, 7415.54, 120, 333.931, -14.9348, 307.177, -133.862, 316.594, 104.732
39, 1800.00000, 7415.54, -0.0000158837, 7415.54, -120, 7415.54, 120, 289.122, -14.7754, 272.792, -133.106, 303.427, 101.909
39, 2700.00000, 7415.54, -0.0000145742, 7415.54, -120, 7415.54, 120, 257.503, -13.7576, 238.679, -132.977, 244.514, 105.639
40, 0.00000, 7415.54, -0.0000136829, 7415.54, -120, 7415.54, 120, 238.819, -13.3262, 233.232, -131.803, 259.847, 102.968
40, 900.00000, 7415.54, -0.0000143608, 7415.54, -120, 7415.54, 120, 232.452, -10.5175, 217.459, -129.978, 227.042, 108.828
40, 1800.00000, 7415.54, -0.0000130058, 7415.54, -120, 7415.54, 120, 208.681, -10.1644, 206.664, -129.27, 222.826, 104.841
40, 2700.00000, 7415.54, -0.0000146749, 7415.54, -120, 7415.54, 120, 230.746, -9.35243, 218.486, -128.816, 225.662, 110.396
41, 0.00000, 7415.54, -0.0000136661, 7415.54, -120, 7415.54, 120, 214.333, -9.24266, 211.601, -128.11, 234.406, 106.507
41, 900.00000, 7415.54, -0.0000150653, 7415.54, -120, 7415.54, 120, 230.831, -8.26874, 219.703, -127.544, 223.86, 111.454
41, 1800.00000, 7415.54, -0.0000150907, 7415.54, -120, 7415.54, 120, 232.01, -8.41418, 244.568, -127.455, 247.475, 107.424
41, 2700.00000, 7415.54, -0.0000176038, 7415.54, -120, 7415.54, 120, 271.213, -8.51056, 264.389, -128.207, 259.321, 110.576
42, 0.00000, 7415.54, -0.0000168019, 7415.54, -120, 7415.54, 120, 268.075, -9.95234, 264.618, -128.723, 280.065, 105.808
42, 900.00000, 7415.54, -0.0000193231, 7415.54, -120, 7415.54, 120, 315.465, -10.8658, 286.367, -129.483, 284.314, 108.235
42, 1800.00000, 7415.54, -0.000018095, 7415.54, -120, 7415.54, 120, 319.775, -13.7735, 295.921, -130.485, 317.281, 104.446
42, 2700.00000, 7415.54, -0.000020406, 7415.54, -120, 7415.54, 120, 358.899, -13.6115, 319.677, -130.789, 324.587, 106.444
43, 0.00000, 7415.54, -0.0000187466, 7415.54, -120, 7415.54, 120, 338.905, -14.552, 307.668, -131.688, 333.59, 102.96
43, 900.00000, 7415.54, -0.000018924, 7415.54, -120, 7415.54, 120, 350.856, -15.3881, 315.981, -133.157, 312.437, 104.933
43, 1800.00000, 7415.54, -0.0000187129, 7415.54, -120, 7415.54, 120, 371.535, -17.5214, 337.29, -133.33, 349.455, 102.545
43, 2700.00000, 7415.54, -0.0000198176, 7415.54, -120, 7415.54, 120, 370.936, -15.6975, 327.226, -133.594, 328.402, 104.386
44, 0.00000, 7415.54, -0.0000170996, 7415.54, -120, 7415.54, 120, 331.723, -16.8171, 304.816, -134.322, 331.92, 100.893
44, 900.00000, 7415.54, -0.0000181259, 7415.54, -120, 7415.54, 120, 349.771, -16.6556, 310.637, -134.618, 317.932, 104.154
44, 1800.00000, 7415.54, -0.0000162126, 7415.54, -120, 7415.54, 120, 309.703, -16.337, 291.22, -134.057, 308.606, 101.586
44, 2700.00000, 7415.54, -0.0000183032, 7415.54, -120, 7415.54, 120, 333.988, -14.8632, 294.253, -134.025, 298.291, 105.6
45, 0.00000, 7415.54, -0.0000160125, 7415.54, -120, 7415.54, 120, 302.302, -15.9651, 281.253, -134.376, 316.153, 101.002
45, 900.00000, 7415.54, -0.0000171124, 7415.54, -120, 7415.54, 120, 332.629, -16.8778, 298.516, -135.002, 312.078, 104.055
45, 1800.00000, 7415.54, -0.0000174616, 7415.54, -120, 7415.54, 120, 343.119, -17.2084, 311.952, -134.534, 336.516, 100.596
45, 2700.00000, 7415.54, -0.0000203007, 7415.54, -120, 7415.54, 120, 374.62, -15.2373, 339.899, -134.502, 345.773, 104.074
46, 0.00000, 7415.54, -0.000019605, 7415.54, -120, 7415.54, 120, 361.094, -15.1738, 347.331, -134.402, 379.051, 101.78
46, 900.00000, 7415.54, -0.000022464, 7415.54, -120, 7415.54, 120, 407.245, -14.6518, 370.75, -134.156, 365.138, 104.981
46, 1800.00000, 7415.54, -0.0000221404, 7415.54, -120, 7415.54, 120, 387.772, -13.467, 379.439, -134.141, 390.829, 102.673
46, 2700.00000, 7415.54, -0.0000216926, 7415.54, -120, 7415.54, 120, 405.971, -15.6956, 366.938, -133.975, 357.099, 104.997
47, 0.00000, 7415.54, -0.0000202592, 7415.54, -120, 7415.54, 120, 381.699, -15.9085, 355.048, -133.427, 364.738, 102.849
47, 900.00000, 7415.54, -0.0000209662, 7415.54, -120, 7415.54, 120, 374.195, -14.1195, 330.131, -132.91, 339.924, 105.862
47, 1800.00000, 7415.54, -0.000018376, 7415.54, -120, 7415.54, 120, 310.738, -12.1955, 297.026, -131.678, 314.245, 103.939
47, 2700.00000, 7415.54, -0.00001669, 7415.54, -120, 7415.54, 120, 276.946, -11.4841, 260.071, -131.026, 264.519, 107.499
48, 0.00000, 7415.54, -0.0000153195, 7415.54, -120, 7415.54, 120, 263.362, -12.7901, 255.483, -130.285, 270.974, 104.817
48, 900.00000, 7415.54, -0.0000156904, 7415.54, -120, 7415.54, 120, 245.495, -9.15171, 230.061, -129.185, 229.889, 110.022
