hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
6, 900.00000, 3222.57, 15.4528, 2902.62, 13.2855, 2952.51, 14.6579
6, 1800.00000, 3096.66, 14.1036, 2890.49, 12.7848, 3106.18, 16.6705
6, 2700.00000, 3002.37, 12.4764, 2867.26, 12.9335, 2798.76, 13.8581
7, 0.00000, 2948.64, 14.8214, 2829.83, 12.7468, 2921.92, 16.7605
7, 900.00000, 2763.84, 13.1054, 2663.93, 13.1097, 2649.27, 14.289
7, 1800.00000, 2450.79, 12.3503, 2338.38, 11.0875, 2494.84, 16.4769
7, 2700.00000, 2155.6, 11.5088, 1991.44, 10.846, 2077.12, 13.1327
8, 0.00000, 1892.35, 11.7655, 1834.88, 11.0448, 2017.16, 16.4599
8, 900.00000, 1785.27, 11.1588, 1596.18, 11.3986, 1655.58, 11.9293
8, 1800.00000, 1600.6, 15.6153, 1442.17, 12.5473, 1604.07, 17.1008
8, 2700.00000, 1564.56, 11.5032, 1392.35, 12.2522, 1563.99, 12.1902
9, 0.00000, 1431.07, 13.0927, 1271.79, 13.3277, 1605.97, 17.3219
9, 900.00000, 1399.84, 13.8449, 1182.57, 15.1731, 1413.62, 14.8966
9, 1800.00000, 1328.46, 15.0812, 1258.57, 15.5099, 1485.83, 19.7257
9, 2700.00000, 1507.28, 15.6122, 1250.95, 17.1566, 1441.19, 16.0664
10, 0.00000, 1405.72, 18.0917, 1194.17, 19.1763, 1576.61, 22.0309
10, 900.00000, 1826.85, 17.8604, 1367.04, 20.9396, 1633.11, 19.3822
10, 1800.00000, 1844.06, 23.8123, 1381.7, 23.0021, 1830.02, 25.0253
10, 2700.00000, 2079.75, 24.5035, 1517.11, 24.1798, 1897.31, 22.5954
11, 0.00000, 1785.91, 25.4194, 1391.04, 27.6524, 1872.95, 27.8825
11, 900.00000, 1793.27, 27.2867, 1349.95, 29.8034, 1648.19, 27.3003
11, 1800.00000, 1769.3, 28.8453, 1414.17, 31.2111, 1855.94, 30.9599
11, 2700.00000, 1805.08, 27.7227, 1365.05, 32.4242, 1739.05, 27.7942
12, 0.00000, 1641.45, 30.5375, 1221.35, 34.2599, 1800.28, 32.217
12, 900.00000, 1765.86, 28.9474, 1295.67, 34.5118, 1646.19, 28.6351
12, 1800.00000, 1444.33, 32.3242, 1141.13, 37.4521, 1602.11, 33.396
12, 2700.00000, 1473.11, 30.7524, 1106.18, 37.6574, 1366.39, 30.9108
13, 0.00000, 1564.64, 37.5858, 1079, 39.2717, 1509.15, 34.698
13, 900.00000, 1572.99, 33.4477, 1146.09, 37.675, 1375.66, 31.3437
13, 1800.00000, 1691.42, 31.7545, 1293.83, 33.476, 1715.01, 32.2727
13, 2700.00000, 1980.25, 28.7861, 1497.37, 31.6045, 1788.91, 27.8557
14, 0.00000, 2012.39, 28.0737, 1642.31, 29.4257, 2151.83, 28.9443
14, 900.00000, 2349.65, 24.1746, 1928.74, 25.3134, 2188.48, 23.652
14, 1800.00000, 2269.25, 24.7826, 1914.72, 24.5925, 2318.15, 25.7065
14, 2700.00000, 2251.62, 23.5364, 1895.47, 23.8656, 2137.05, 22.4122
15, 0.00000, 2170.27, 20.9356, 1965.75, 22.1466, 2325.32, 23.7932
15, 900.00000, 2149.8, 19.7606, 1831.56, 21.558, 2052.43, 20.7007
15, 1800.00000, 1840.31, 18.5577, 1633.1, 19.6606, 1928.8, 22.8831
15, 2700.00000, 1656.07, 17.0332, 1423.11, 18.3981, 1652.96, 18.0639
16, 0.00000, 1541.91, 15.8669, 1418.6, 15.5421, 1785.88, 20.6797
16, 900.00000, 1599.6, 12.0567, 1447.51, 13.1702, 1559.89, 14.5912
16, 1800.00000, 1448.11, 11.622, 1384.92, 11.382, 1551, 17.101
16, 2700.00000, 1640.18, 9.97958, 1513.86, 10.0239, 1594.41, 10.3505
17, 0.00000, 1626.58, 9.16196, 1578.11, 8.66468, 1750.33, 13.3461
17, 900.00000, 1764.15, 8.3138, 1678.46, 7.99342, 1694, 8.56584
17, 1800.00000, 1774.65, 8.55066, 1813.79, 7.26742, 1860.11, 12.6132
17, 2700.00000, 2032.93, 8.35686, 1920.46, 8.00997, 1915.69, 9.57882
18, 0.00000, 2016.94, 9.20707, 1997.52, 8.38412, 2117.59, 13.7954
18, 900.00000, 2435.95, 10.2274, 2209.14, 9.50638, 2203.03, 11.3168
18, 1800.00000, 2478.48, 15.1999, 2337.68, 10.6888, 2392.49, 15.619
18, 2700.00000, 2873.59, 15.5513, 2571.03, 12.1675, 2470.4, 12.7583
19, 0.00000, 2734.4, 16.2648, 2570.26, 12.0263, 2582.92, 15.6709
19, 900.00000, 2812.75, 16.7631, 2459.92, 12.235, 2438.82, 13.5977
19, 1800.00000, 2660.07, 14.3478, 2521.56, 12.4629, 2625.78, 16.5166
19, 2700.00000, 2914.9, 16.9214, 2494.25, 12.8935, 2558.74, 14.2105
20, 0.00000, 2626.61, 17.9248, 2297.8, 13.5858, 2409.39, 17.1456
20, 900.00000, 2524.71, 14.8902, 2228.46, 13.5029, 2279.48, 14.1836
20, 1800.00000, 2390.46, 17.5296, 2144.36, 13.3305, 2320.69, 17.3752
20, 2700.00000, 2301.81, 14.0432, 2034.25, 12.7511, 2065.72, 13.9075
21, 0.00000, 2250.55, 16.5156, 2028.83, 12.8079, 2175.38, 17.4247
21, 900.00000, 2401.54, 13.7623, 2138.81, 12.9602, 2160.32, 14.6106
21, 1800.00000, 2454.68, 14.2364, 2259.97, 13.7362, 2368.58, 17.7725
21, 2700.00000, 2599.99, 13.8747, 2577.6, 14.4059, 2538.4, 15.5403
22, 0.00000, 2619.17, 14.9152, 2461.65, 14.828, 2733.56, 19.0503
22, 900.00000, 2852.45, 14.0552, 2562.49, 13.8041, 2636.03, 14.6034
22, 1800.00000, 2915.42, 13.9448, 2745.21, 13.702, 2917.57, 17.0382
22, 2700.00000, 2897.77, 12.9081, 2639.16, 13.2599, 2689.69, 14.2289
23, 0.00000, 2773.37, 13.4054, 2630.68, 13.119, 2719.86, 16.8457
23, 900.00000, 2582.76, 13.7119, 2334.33, 12.5724, 2380.38, 14.065
23, 1800.00000, 2232.1, 12.5909, 2125.35, 11.6697, 2220.46, 16.2175
23, 2700.00000, 1973.78, 11.5689, 1863.13, 10.9229, 1885.47, 12.788
24, 0.00000, 1806.08, 11.1785, 1790.94, 10.0608, 1896.53, 15.5713
24, 900.00000, 1817.11, 9.68196, 1693.1, 9.31162, 1706.51, 11.0867
24, 1800.00000, 1603.03, 9.5701, 1593.85, 8.82156, 1688.51, 14.898
24, 2700.00000, 1727.74, 8.70088, 1627.68, 8.17472, 1690.88, 9.61315
25, 0.00000, 1643.2, 8.90884, 1605.41, 8.0323, 1762.64, 12.9633
25, 900.00000, 1699.15, 8.36232, 1621.57, 7.92629, 1633.48, 8.52389
25, 1800.00000, 1712.8, 9.19348, 1782.75, 7.77218, 1856.21, 13.7114
25, 2700.00000, 2002.49, 9.41676, 1893.31, 8.54349, 1923.37, 9.86089
26, 0.00000, 2042.45, 10.9017, 1946.02, 8.98356, 2083.37, 14.0091
26, 900.00000, 2459.33, 11.4322, 2203.52, 10.6975, 2176.87, 11.1878
26, 1800.00000, 2461.22, 13.336, 2331.93, 11.76, 2359.48, 15.3711
26, 2700.00000, 2735.22, 13.6223, 2453.71, 12.1327, 2381.05, 12.9346
27, 0.00000, 2433.41, 14.7936, 2330.18, 12.5556, 2371.87, 16.8221
27, 900.00000, 2534.42, 15.5325, 2284.59, 12.6504, 2347.42, 14.6632
27, 1800.00000, 2476.42, 15.569, 2481.29, 12.7923, 2474.35, 16.9018
27, 2700.00000, 2594.41, 15.2861, 2347.54, 12.9341, 2268.65, 14.2768
28, 0.00000, 2423.65, 16.1676, 2220.25, 13.6044, 2389.63, 17.5736
28, 900.00000, 2502.41, 15.6554, 2196.72, 13.4954, 2279.16, 14.3944
28, 1800.00000, 2264.19, 15.7639, 2154.84, 13.6305, 2302.17, 17.8509
28, 2700.00000, 2192.05, 15.0567, 2028.03, 13.7313, 2118.42, 14.5242
29, 0.00000, 2073.04, 16.1438, 1999.59, 14.3047, 2136.3, 18.0572
29, 900.00000, 2310.63, 17.137, 2065.47, 14.5485, 2093.66, 15.6167
29, 1800.00000, 2391.31, 15.6883, 2282.56, 14.6232, 2398.14, 19.083
29, 2700.00000, 2570.85, 15.1628, 2384.66, 15.4792, 2446.76, 16.5307
30, 0.00000, 2728.06, 17.9982, 2499.55, 15.6211, 2659.06, 18.9571
30, 900.00000, 2867.75, 15.3335, 2731.63, 15.0841, 2669.38, 15.5412
30, 1800.00000, 2773.17, 14.5262, 2763.21, 15.2104, 2848.74, 18.1093
30, 2700.00000, 2764.64, 14.1947, 2576.13, 14.1015, 2649.83, 15.685
31, 0.00000, 2672.28, 15.7192, 2547.54, 14.0575, 2618.89, 17.8582
31, 900.00000, 2489.49, 14.7011, 2316.18, 14.2981, 2266.98, 14.9594
31, 1800.00000, 2191.6, 16.2949, 2018.47, 13, 2115.29, 17.328
31, 2700.00000, 1907.24, 14.0878, 1724.88, 12.9873, 1739.17, 14.6612
32, 0.00000, 1681.97, 14.9456, 1638.37, 12.7605, 1824.35, 17.7035
32, 900.00000, 1555.9, 12.2488, 1459.05, 12.8049, 1553.53, 13.7878
32, 1800.00000, 1436.61, 17.8018, 1304.55, 12.7521, 1437.26, 17.8776
32, 2700.00000, 1416.39, 12.358, 1280.17, 12.6504, 1371.29, 12.2838
33, 0.00000, 1249.61, 13.0157, 1201, 13.0278, 1440.85, 17.4764
33, 900.00000, 1217.79, 14.1089, 1106.86, 14.7759, 1219.09, 14.0302
33, 1800.00000, 1157.58, 15.7989, 1169.04, 15.2128, 1363.69, 20.0262
33, 2700.00000, 1456.01, 15.6465, 1306.36, 16.2855, 1454.17, 16.63
34, 0.00000, 1534.25, 16.8432, 1410.24, 16.6699, 1657.22, 21.2737
34, 900.00000, 1914.24, 16.18, 1649.5, 17.1465, 1785.7, 17.5186
34, 1800.00000, 1927.41, 21.3174, 1698.92, 18.6103, 1982.98, 22.1116
34, 2700.00000, 2089.95, 19.5331, 1733.25, 19.4664, 1916.13, 19.5058
35, 0.00000, 1986.36, 19.8632, 1665.7, 18.6301, 1964.8, 21.7404
35, 900.00000, 2207.48, 20.9425, 1832.27, 17.1387, 1947.22, 17.5595
35, 1800.00000, 2386.86, 23.4945, 1920.88, 16.8881, 2183.07, 21.2532
35, 2700.00000, 2568.49, 22.1551, 2106.89, 16.6867, 2107.36, 17.0527
36, 0.00000, 2210.74, 19.4321, 1893.28, 17.4585, 2213.12, 20.3514
36, 900.00000, 2274.18, 20.2917, 1872.37, 18.4388, 2028.04, 18.5158
36, 1800.00000, 1998.84, 21.112, 1800.36, 17.6239, 2038.51, 21.5462
36, 2700.00000, 2119.74, 19.7294, 1761.06, 16.2317, 1906.65, 16.8311
37, 0.00000, 2105.2, 21.0726, 1781.61, 15.8032, 2080.05, 20.13
37, 900.00000, 2235.02, 19.8585, 1868.3, 15.0668, 2019.34, 17.0675
37, 1800.00000, 2200.84, 19.3047, 1994.53, 15.926, 2189.7, 19.8725
37, 2700.00000, 2523.5, 17.5584, 2276.95, 16.3171, 2427.88, 18.2768
38, 0.00000, 2583.62, 19.4053, 2307.99, 16.2027, 2668.68, 20.4937
38, 900.00000, 2898.61, 18.0732, 2538.93, 16.0032, 2673.95, 17.6299
38, 1800.00000, 2625.72, 15.9684, 2494.56, 15.1161, 2716.02, 19.2513
38, 2700.00000, 2749.5, 17.2533, 2488.6, 14.6503, 2552.96, 16.0419
39, 0.00000, 2626.41, 16.5472, 2490.31, 14.3775, 2562.93, 18.0318
39, 900.00000, 2476.28, 14.9348, 2277.89, 13.8621, 2347.72, 15.2683
39, 1800.00000, 2144, 14.7754, 2022.9, 13.1063, 2250.08, 18.0909
39, 2700.00000, 1909.53, 13.7575, 1769.93, 12.9772, 1813.2, 14.361
40, 0.00000, 1770.97, 13.3262, 1729.54, 11.8034, 1926.9, 17.0318
40, 900.00000, 1723.75, 10.5174, 1612.57, 9.97832, 1683.64, 11.1723
40, 1800.00000, 1547.48, 10.1644, 1532.52, 9.2703, 1652.38, 15.1594
40, 2700.00000, 1711.11, 9.35242, 1620.19, 8.81608, 1673.41, 9.60396
41, 0.00000, 1589.39, 9.24265, 1569.14, 8.11028, 1738.25, 13.4928
41, 900.00000, 1711.73, 8.26872, 1629.22, 7.54438, 1660.04, 8.54558
41, 1800.00000, 1720.48, 8.41417, 1813.61, 7.45507, 1835.16, 12.576
41, 2700.00000, 2011.19, 8.51054, 1960.59, 8.20716, 1923, 9.42377
42, 0.00000, 1987.92, 9.95232, 1962.29, 8.72283, 2076.83, 14.1923
42, 900.00000, 2339.35, 10.8658, 2123.56, 9.48309, 2108.34, 11.7651
42, 1800.00000, 2371.31, 13.7735, 2194.42, 10.4852, 2352.81, 15.5541
42, 2700.00000, 2661.43, 13.6114, 2370.58, 10.7888, 2406.99, 13.5557
43, 0.00000, 2513.17, 14.552, 2281.52, 11.6883, 2473.75, 17.0402
43, 900.00000, 2601.78, 15.3881, 2343.17, 13.1572, 2316.89, 15.0667
43, 1800.00000, 2755.13, 17.5213, 2501.19, 13.3299, 2591.4, 17.4553
43, 2700.00000, 2750.69, 15.6975, 2426.55, 13.594, 2435.28, 15.6143
44, 0.00000, 2459.91, 16.8171, 2260.38, 14.3221, 2461.36, 19.1073
44, 900.00000, 2593.74, 16.6556, 2303.54, 14.6184, 2357.64, 15.8455
44, 1800.00000, 2296.62, 16.3369, 2159.55, 14.0572, 2288.48, 18.4137
44, 2700.00000, 2476.7, 14.8632, 2182.05, 14.0249, 2211.99, 14.4003
45, 0.00000, 2241.73, 15.9651, 2085.64, 14.3764, 2344.44, 18.9979
45, 900.00000, 2466.62, 16.8778, 2213.66, 15.0019, 2314.23, 15.945
45, 1800.00000, 2544.42, 17.2084, 2313.29, 14.5343, 2495.45, 19.4038
45, 2700.00000, 2778.01, 15.2373, 2520.53, 14.5021, 2564.09, 15.9259
46, 0.00000, 2677.7, 15.1738, 2575.65, 14.4021, 2810.87, 18.2202
46, 900.00000, 3019.94, 14.6517, 2749.31, 14.1561, 2707.7, 15.0194
46, 1800.00000, 2875.54, 13.4669, 2813.75, 14.1407, 2898.21, 17.3268
46, 2700.00000, 3010.5, 15.6955, 2721.04, 13.975, 2648.08, 15.0031
47, 0.00000, 2830.51, 15.9085, 2632.87, 13.4274, 2704.73, 17.1505
47, 900.00000, 2774.86, 14.1195, 2448.1, 12.91, 2520.72, 14.1375
47, 1800.00000, 2304.29, 12.1954, 2202.6, 11.678, 2330.29, 16.0609
47, 2700.00000, 2053.7, 11.4841, 1928.57, 11.0262, 1961.55, 12.5013
48, 0.00000, 1952.97, 12.7901, 1894.54, 10.2846, 2009.42, 15.1825
48, 900.00000, 1820.48, 9.15169, 1706.02, 9.18485, 1704.75, 9.97842
48, 1800.00000, 1605.96, 9.35691, 1590.94, 8.69652, 1671.62, 13.966
48, 2700.00000, 1750.33, 8.80675, 1650.87, 8.47575, 1671.89, 8.9057
49, 0.00000, 1641.9, 8.66647, 1626.93, 8.08636, 1778.78, 13.1063
49, 900.00000, 1734.86, 9.3709, 1635.51, 7.96003, 1645.33, 8.45415
49, 1800.00000, 1694.89, 8.50207, 1819.13, 7.40268, 1825.8, 12.6554
49, 2700.00000, 1954.05, 8.30965, 1904.24, 7.83974, 1870.2, 8.90566
50, 0.00000, 1941.85, 9.25403, 1949.07, 8.10142, 2032.73, 12.8603
50, 900.00000, 2308.08, 10.1844, 2142.75, 9.42947, 2143.17, 11.521
50, 1800.00000, 2267.69, 12.1422, 2224.15, 10.3138, 2331.26, 15.4725
50, 2700.00000, 2681, 13.3416, 2378.18, 10.8348, 2381.38, 12.9288
51, 0.00000, 2447.62, 14.7404, 2226.92, 10.9249, 2392.85, 17.1626
51, 900.00000, 2618.22, 15.5796, 2269.55, 12.2973, 2247.53, 15.2634
51, 1800.00000, 2478.81, 16.1458, 2315.18, 12.3145, 2430.09, 17.8022
51, 2700.00000, 2527.88, 15.758, 2239.29, 12.5313, 2266.07, 13.6145
52, 0.00000, 2417.94, 17.3184, 2186.06, 13.0763, 2398.94, 18.2834
52, 900.00000, 2518.48, 17.7977, 2221.92, 13.5596, 2328.29, 15.4395
52, 1800.00000, 2231.95, 16.3071, 2072.15, 12.899, 2232.02, 18.4396
52, 2700.00000, 2257.47, 16.3723, 2057.35, 12.8757, 2082.64, 14.6182
53, 0.00000, 2084.78, 16.6668, 1967.81, 13.2018, 2125.22, 18.4016
53, 900.00000, 2349.16, 17.2466, 2043.78, 13.3981, 2157.14, 14.607
53, 1800.00000, 2305.38, 15.6501, 2172.6, 13.7849, 2322.11, 18.2426
53, 2700.00000, 2535.37, 14.6503, 2386.53, 14.6971, 2458.85, 15.7342
54, 0.00000, 2571.7, 15.309, 2610.71, 14.6237, 2699.97, 18.7398
54, 900.00000, 2925.31, 15.3374, 2663.55, 14.1297, 2720.21, 14.9189
54, 1800.00000, 2815.88, 13.9857, 2731.27, 13.7595, 2935.02, 17.1875
54, 2700.00000, 2918.47, 14.8353, 2698.49, 13.3732, 2736.97, 14.5235
55, 0.00000, 2856.84, 15.2434, 2682.95, 13.2355, 2810.53, 16.8919
55, 900.00000, 2620.28, 13.2852, 2486.41, 13.1389, 2476.23, 14.5138
55, 1800.00000, 2353.64, 15.5598, 2157.84, 11.4316, 2283.96, 16.0231
55, 2700.00000, 2048.62, 13.5948, 1928.29, 10.4839, 1919.35, 11.9357
56, 0.00000, 1853.22, 10.3748, 1864.44, 9.6664, 1957.37, 14.6704
56, 900.00000, 1839.62, 9.09403, 1746.9, 8.72638, 1736.46, 10.7494
56, 1800.00000, 1653.72, 9.14717, 1689.72, 8.88972, 1769.74, 14.8712
56, 2700.00000, 1824.71, 8.45875, 1711.24, 7.79411, 1787.52, 9.47985
57, 0.00000, 1758.42, 8.52157, 1715.78, 7.46823, 1916.35, 13.2274
57, 900.00000, 1803.75, 8.28588, 1726.57, 7.70793, 1800.76, 9.75404
57, 1800.00000, 1854.42, 10.7818, 1852.97, 7.43457, 1928.33, 12.8551
57, 2700.00000, 2164.26, 12.4668, 1948.81, 8.51205, 1949.72, 9.48152
58, 0.00000, 2214.98, 14.0949, 2052.78, 9.43941, 2201.3, 14.5936
58, 900.00000, 2506.06, 11.7812, 2288.45, 10.6569, 2315.05, 12.2201
58, 1800.00000, 2467.14, 13.1236, 2364.58, 11.2073, 2487.55, 16.1265
58, 2700.00000, 2837.86, 15.7668, 2451.89, 11.0559, 2465.32, 13.0424
59, 0.00000, 2554.27, 14.0445, 2347.74, 11.0154, 2526.17, 16.2469
59, 900.00000, 2811.45, 16.6577, 2456.42, 11.7396, 2400.42, 13.3234
59, 1800.00000, 2697.76, 14.3427, 2513.7, 11.9673, 2637.59, 15.8783
59, 2700.00000, 2743.34, 14.2482, 2434.11, 12.2947, 2417.36, 13.2607
60, 0.00000, 2488.98, 14.931, 2272.35, 12.5022, 2387.14, 16.5322
60, 900.00000, 2611.86, 14.8922, 2304.41, 12.6214, 2409.66, 14.0601
60, 1800.00000, 2285.68, 14.7538, 2084.45, 11.9504, 2290.92, 16.7554
60, 2700.00000, 2410.99, 16.251, 2039.85, 12.1941, 2139, 13.5124
61, 0.00000, 2164.2, 14.6511, 2127.31, 12.578, 2217.13, 17.1606
61, 900.00000, 2397.42, 14.126, 2181.52, 13.4812, 2251.45, 13.8495
61, 1800.00000, 2425.78, 14.1781, 2316.35, 13.5177, 2434.42, 17.0918
61, 2700.00000, 2606.53, 14.1533, 2405.61, 14.3226, 2559.47, 14.7233
62, 0.00000, 2604.12, 14.9949, 2477.61, 14.0285, 2736.02, 17.2172
62, 900.00000, 2844.62, 14.0759, 2606.48, 13.7325, 2607.11, 15.3221
62, 1800.00000, 2880.75, 14.9997, 2685.49, 13.5611, 2765.41, 17.437
62, 2700.00000, 2797.68, 13.1149, 2543.29, 13.0671, 2504.79, 14.5333
63, 0.00000, 2716.03, 14.1246, 2480.59, 13.2547, 2671.8, 17.9235
63, 900.00000, 2474.85, 14.499, 2284.09, 13.1301, 2360.49, 14.5314
63, 1800.00000, 2137.82, 13.505, 2000.1, 11.8186, 2230.57, 17.5208
63, 2700.00000, 1913.8, 12.4562, 1768.85, 11.4051, 1840.14, 12.61
64, 0.00000, 1834.39, 15.5781, 1683.99, 10.2161, 1872.64, 15.4351
64, 900.00000, 1759.23, 10.0934, 1623.63, 9.32498, 1705.7, 11.178
64, 1800.00000, 1573.54, 10.198, 1512.67, 8.88362, 1649.7, 15.1456
64, 2700.00000, 1716.41, 9.40985, 1551.37, 8.25541, 1668.06, 10.2194
65, 0.00000, 1584.64, 9.0838, 1565.13, 8.04427, 1769.74, 13.9431
65, 900.00000, 1642.95, 8.72272, 1562.02, 7.81488, 1608.2, 8.94035
65, 1800.00000, 1613.34, 9.14881, 1663.16, 7.54498, 1759.24, 13.2512
65, 2700.00000, 1877.19, 9.1856, 1778.75, 8.44169, 1790.9, 9.55934
66, 0.00000, 1958.56, 13.1468, 1840.8, 9.19394, 1992.77, 13.9747
66, 900.00000, 2295.63, 11.1068, 2053.38, 10.3637, 2033.86, 11.0134
66, 1800.00000, 2319.71, 13.0496, 2169.11, 11.5378, 2299.49, 15.5443
66, 2700.00000, 2623.86, 13.8546, 2268.31, 11.857, 2299.65, 13.149
67, 0.00000, 2458.23, 15.0161, 2253.3, 12.3744, 2448.68, 16.4302
67, 900.00000, 2593.47, 18.5666, 2240.04, 13.1695, 2259.32, 14.6741
67, 1800.00000, 2722.37, 18.6262, 2327.56, 13.3599, 2503.2, 17.1045
67, 2700.00000, 2654.85, 18.0653, 2286.62, 13.8427, 2307.67, 14.97
68, 0.00000, 2467.62, 17.9976, 2182.11, 13.587, 2438.17, 17.5912
68, 900.00000, 2545.73, 15.2863, 2276.32, 13.7405, 2391.9, 14.7163
68, 1800.00000, 2319.04, 14.9967, 2163.13, 12.4195, 2271.07, 17.5762
68, 2700.00000, 2367.41, 13.7518, 2182.52, 12.7819, 2211.26, 13.9485
69, 0.00000, 2286.38, 15.3955, 2126.66, 12.737, 2302.05, 17.2708
69, 900.00000, 2536.06, 16.4126, 2170.19, 12.8837, 2260.72, 14.5366
69, 1800.00000, 2540.32, 15.6463, 2304.69, 12.9807, 2488.79, 17.7277
69, 2700.00000, 2749.34, 14.0293, 2582.89, 14.106, 2615.91, 15.1136
70, 0.00000, 2688.57, 14.3433, 2509.37, 13.9046, 2812.18, 17.7375
70, 900.00000, 3025.35, 13.0427, 2766.94, 12.6157, 2871.97, 14.6418
70, 1800.00000, 2946.33, 13.1733, 2736.81, 12.4836, 2976.56, 16.686
70, 2700.00000, 2972.87, 12.9993, 2682.47, 12.1899, 2737.22, 13.5269
71, 0.00000, 2797.36, 13.9778, 2657.67, 12.6969, 2808.92, 17.2079
71, 900.00000, 2652.19, 13.0467, 2413.01, 12.7342, 2471.09, 14.1852
71, 1800.00000, 2302.63, 11.9148, 2173.95, 10.9374, 2350.29, 16.0822
71, 2700.00000, 2056.91, 10.9602, 1924.28, 10.6037, 1962.97, 11.9098
72, 0.00000, 1855.13, 10.832, 1816.93, 10.0395, 1973.21, 15.3975
72, 900.00000, 1881.03, 9.40449, 1761.34, 8.97973, 1798.94, 10.754
72, 1800.00000, 1750.66, 9.69019, 1704.68, 8.71171, 1825.48, 14.5634
72, 2700.00000, 1815.62, 8.26955, 1683.28, 7.6255, 1766.81, 8.63219
73, 0.00000, 1726.46, 8.02897, 1684.39, 7.15566, 1865.53, 12.3835
73, 900.00000, 1802.76, 7.85396, 1715.55, 7.25824, 1778.67, 8.53333
73, 1800.00000, 1830.83, 11.4189, 1853.88, 7.55054, 1928.48, 13.6397
73, 2700.00000, 2011.44, 8.95927, 1905.35, 8.17192, 1942.68, 9.96367
74, 0.00000, 1974.46, 10.2811, 1906.32, 9.01665, 2078.2, 14.4014
74, 900.00000, 2300.53, 10.2728, 2114.16, 10.6675, 2159.1, 11.4692
74, 1800.00000, 2307.13, 12.3117, 2207.92, 11.4955, 2344.73, 15.8823
74, 2700.00000, 2551.84, 13.2159, 2364.42, 12.4546, 2387.92, 13.1685
75, 0.00000, 2324.34, 14.2707, 2259.77, 12.6821, 2382.87, 17.0991
75, 900.00000, 2391.64, 15.4589, 2218.4, 13.111, 2292.45, 15.7262
75, 1800.00000, 2483.03, 16.0305, 2245.8, 13.0085, 2531.6, 19.1941
75, 2700.00000, 2512.17, 15.443, 2257.04, 13.7248, 2357.33, 16.3643
76, 0.00000, 2386.52, 16.0783, 2159.99, 13.0412, 2379.74, 18.5154
76, 900.00000, 2513.03, 17.4099, 2165.57, 13.1898, 2276.95, 15.671
76, 1800.00000, 2180.91, 16.4877, 2033.93, 13.0319, 2222.03, 19.2908
76, 2700.00000, 2214.14, 14.4838, 2016.89, 12.6626, 2082.51, 15.272
77, 0.00000, 2090.92, 15.0639, 2003.08, 13.7051, 2183.04, 18.6
77, 900.00000, 2340.7, 14.7429, 2017.98, 13.7914, 2094.44, 15.9183
77, 1800.00000, 2417.09, 14.92, 2252.19, 13.964, 2491.65, 18.4301
77, 2700.00000, 2662.39, 14.4193, 2450.4, 15.1199, 2617.22, 16.128
78, 0.00000, 2621.44, 14.8078, 2469.09, 15.0959, 2682.32, 18.5909
78, 900.00000, 2917.39, 14.3128, 2669.33, 14.5175, 2704.02, 15.8287
78, 1800.00000, 2777.04, 14.2048, 2693.85, 13.9847, 2882.01, 17.1862
