hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
15, 2700.00000, 1796.7, 12.7771, 1766.41, 14.0199, 1708.24, 12.5411
16, 0.00000, 1691.99, 12.2317, 1661.56, 13.3976, 1611.99, 12.0812
16, 900.00000, 1622.46, 11.4534, 1560.74, 12.3972, 1543.03, 11.0844
16, 1800.00000, 1475.17, 11.4953, 1471.58, 12.5132, 1427.63, 11.1998
16, 2700.00000, 1072.39, 15.901, 1091.48, 18.0496, 1054.5, 15.2714
17, 0.00000, 714.15, 20.0488, 703.049, 26.6185, 715.288, 19.9382
17, 900.00000, 1530.01, 10.3353, 1555.24, 11.4343, 1500.62, 10.1112
17, 1800.00000, 1593.98, 10.1286, 1604.41, 11.1815, 1585.18, 9.83506
17, 2700.00000, 1721.95, 10.4914, 1727.15, 11.4508, 1732.41, 10.1044
18, 0.00000, 1795.72, 10.7982, 1827.17, 12.1393, 1781.19, 10.3849
18, 900.00000, 1801.57, 12.8085, 1809.79, 14.0003, 1775.49, 12.3706
18, 1800.00000, 732.351, 35.2611, 796.447, 40.3859, 812.582, 31.1417
18, 2700.00000, 2068.5, 13.5964, 2059.48, 15.3536, 2068.89, 13.4119
19, 0.00000, 2161.65, 13.8984, 2192.54, 14.5204, 2157.48, 13.1255
19, 900.00000, 2265.01, 14.7819, 2182.93, 15.3282, 2099.99, 13.8276
19, 1800.00000, 2403.13, 14.4459, 2298.19, 14.9459, 2246.7, 13.5015
19, 2700.00000, 2246.09, 16.4808, 2228.17, 16.8595, 2100.94, 15.1497
20, 0.00000, 905.463, 37.3346, 922.222, 41.2765, 887.118, 35.3528
20, 900.00000, 1334.95, 22.1502, 1228.72, 27.1369, 1212.43, 22.3898
20, 1800.00000, 1955.3, 15.0091, 1965.8, 15.8931, 1878.37, 14.7753
20, 2700.00000, 1888.68, 14.9775, 1834.41, 16.1524, 1804.45, 15.0818
21, 0.00000, 1946.94, 15.1422, 1877.32, 16.3576, 1817.13, 14.9707
21, 900.00000, 1945.01, 14.8765, 1873.07, 16.1715, 1838.7, 14.8165
21, 1800.00000, 1373.43, 23.4233, 1302.95, 25.5697, 1317.44, 22.4498
21, 2700.00000, 1681.13, 19.7155, 1646.38, 22.162, 1618.95, 19.1513
22, 0.00000, 2218.23, 15.2823, 2192.79, 17.0746, 2208.25, 15.2233
22, 900.00000, 2294.54, 14.3874, 2294.79, 17.2921, 2287.1, 14.427
22, 1800.00000, 2469.82, 13.9392, 2367.36, 16.0615, 2352.31, 14.0428
22, 2700.00000, 2404.08, 13.8952, 2366.06, 15.7527, 2302.04, 13.6546
23, 0.00000, 2149.43, 15.2272, 2064.47, 16.9692, 2081.91, 14.7656
23, 900.00000, 1386.9, 21.8877, 1289.32, 26.1317, 1366.81, 21.5039
23, 1800.00000, 1600.88, 14.3809, 1543.12, 17.0887, 1562.18, 14.5189
23, 2700.00000, 1677.85, 12.7362, 1685.56, 14.2775, 1641.76, 13.11
24, 0.00000, 1613.94, 12.1487, 1619.39, 13.4299, 1568.88, 12.2439
24, 900.00000, 1558.85, 11.6285, 1547.04, 12.9813, 1516.2, 11.6416
24, 1800.00000, 1435.15, 11.6583, 1442.26, 12.8306, 1407.37, 11.6321
24, 2700.00000, 1126.34, 15.1592, 1119.72, 17.5629, 1118.61, 14.8945
25, 0.00000, 1120.93, 14.3186, 1095.27, 16.094, 1073.61, 13.9338
25, 900.00000, 1484.18, 10.8725, 1469.28, 11.5575, 1423.19, 10.3358
25, 1800.00000, 1547.81, 10.9817, 1562.69, 12.0288, 1549.13, 10.7584
25, 2700.00000, 1696.59, 11.2823, 1673.24, 12.2979, 1680.18, 10.9924
26, 0.00000, 1731.98, 12.1052, 1702.49, 12.5069, 1736.38, 11.2794
26, 900.00000, 1488.46, 16.6159, 1570.46, 17.4724, 1500.82, 16.1034
26, 1800.00000, 1107.24, 25.2609, 1102.52, 27.6972, 1135.23, 23.2828
26, 2700.00000, 2070.15, 14.2493, 2068.27, 15.4931, 2064.33, 13.678
27, 0.00000, 2009.43, 14.527, 2000.31, 15.776, 1979.61, 14.0423
27, 900.00000, 2035.27, 15.1384, 2001.06, 16.4512, 1955.35, 14.8278
27, 1800.00000, 2175.27, 14.3468, 2131.72, 15.7912, 2116.24, 13.9665
27, 2700.00000, 2072.94, 14.959, 2081.59, 16.5164, 2019.2, 14.5287
28, 0.00000, 1817.24, 17.4463, 1775.2, 18.8472, 1789.26, 16.474
28, 900.00000, 1603, 18.586, 1523.35, 22.0311, 1574.9, 18.0439
28, 1800.00000, 1939.87, 15.2847, 1913.03, 16.5686, 1865.59, 14.8395
28, 2700.00000, 1841.67, 15.6936, 1804.78, 16.9393, 1769.45, 15.2683
29, 0.00000, 1820.86, 15.6901, 1799.56, 17.2591, 1729.01, 15.5638
29, 900.00000, 1849.24, 15.7392, 1827.1, 17.2887, 1759.16, 15.4913
29, 1800.00000, 1017.07, 34.427, 1059.28, 36.9966, 1065.34, 31.3662
29, 2700.00000, 1057.04, 31.2208, 986.237, 41.4706, 1070.56, 30.2596
30, 0.00000, 2306.16, 15.6805, 2223.27, 17.8521, 2236.4, 15.4717
30, 900.00000, 2344.42, 15.1829, 2311.49, 17.5392, 2340.7, 15.0233
30, 1800.00000, 2390.65, 14.8258, 2387.59, 16.6017, 2370.94, 14.6939
30, 2700.00000, 2264.37, 14.7391, 2254.11, 16.65, 2268.11, 14.7821
31, 0.00000, 1728.81, 21.1408, 1688.52, 22.2345, 1703.96, 19.9606
31, 900.00000, 681.524, 49.4848, 666.303, 63.6256, 671.172, 47.8936
31, 1800.00000, 1375.01, 17.2313, 1324.08, 21.5277, 1311.94, 17.7529
31, 2700.00000, 1576.56, 15.243, 1568.77, 15.736, 1512.94, 14.3493
32, 0.00000, 1541.61, 13.7657, 1531.51, 16.5812, 1502.12, 13.9715
32, 900.00000, 1372.55, 12.8945, 1347.48, 14.7091, 1370.48, 12.9571
32, 1800.00000, 1323.44, 12.9075, 1292.28, 13.9084, 1273.78, 12.4682
32, 2700.00000, 798.352, 22.6404, 792.761, 26.3572, 792.088, 21.8708
33, 0.00000, 1053.6, 14.8518, 1008.92, 17.0899, 1008.43, 14.7035
33, 900.00000, 1318.44, 12.0019, 1288.35, 13.0232, 1272.83, 11.5408
33, 1800.00000, 1349.74, 12.1725, 1353.18, 13.4644, 1332.3, 11.6891
33, 2700.00000, 1504.07, 12.3357, 1485.27, 13.6694, 1505.76, 12.2174
34, 0.00000, 1588.09, 12.9535, 1554.08, 14.1511, 1557.95, 12.6419
34, 900.00000, 1213.89, 21.056, 1327.65, 22.1515, 1256.16, 19.7112
34, 1800.00000, 1171.86, 23.5683, 1235.14, 26.0336, 1231.66, 22.5152
34, 2700.00000, 1834.99, 15.9421, 1752.79, 17.7262, 1789.3, 15.627
35, 0.00000, 1925.61, 15.0721, 1930.78, 16.1045, 1900.05, 14.7819
35, 900.00000, 1975.64, 15.8564, 1894.29, 16.6546, 1945.11, 15.462
35, 1800.00000, 2130.85, 15.1893, 2072.74, 16.0487, 2077.75, 14.7405
35, 2700.00000, 1900.37, 17.5689, 1916.08, 18.5868, 1899.65, 16.9218
36, 0.00000, 760.791, 46.2886, 790.489, 50.6524, 791.775, 41.7942
36, 900.00000, 1278.2, 23.6678, 1118.47, 31.6193, 1183.16, 24.9819
36, 1800.00000, 1972.06, 15.3018, 1888.55, 16.8326, 1856.97, 14.852
36, 2700.00000, 1888.57, 15.0056, 1856.29, 16.6527, 1824.63, 14.7702
37, 0.00000, 1898.22, 14.9625, 1877.37, 16.7336, 1825.71, 14.6991
37, 900.00000, 1937.14, 14.6976, 1920.25, 17.2785, 1920.41, 14.8914
37, 1800.00000, 1695.54, 17.9723, 1672.62, 20.6833, 1685.43, 17.8823
37, 2700.00000, 2048.94, 16.4198, 2042.63, 18.1722, 2077.43, 16.0561
38, 0.00000, 2217.08, 15.5633, 2254.6, 16.9812, 2249.46, 15.0836
38, 900.00000, 2374.38, 15.2371, 2318.55, 16.7938, 2377.92, 14.9059
38, 1800.00000, 2391.75, 14.9434, 2255.16, 16.7911, 2316.89, 14.5752
38, 2700.00000, 2339.98, 14.6983, 2289.04, 16.5217, 2284.35, 14.611
39, 0.00000, 1933.57, 18.9847, 1861.53, 20.1201, 1914.67, 18.0852
39, 900.00000, 1056.06, 30.3201, 976.32, 37.7915, 1054.74, 29.1375
39, 1800.00000, 1362.21, 17.7771, 1225.71, 22.8941, 1291.29, 18.1403
39, 2700.00000, 1685.55, 13.7161, 1664.85, 14.7083, 1623.37, 13.5151
40, 0.00000, 1630.34, 12.9791, 1618.62, 14.1197, 1580.68, 12.8119
40, 900.00000, 1532.75, 11.783, 1502.41, 13.0689, 1490.83, 11.8727
40, 1800.00000, 1403.04, 11.5769, 1405.17, 12.7202, 1367.61, 11.4655
40, 2700.00000, 551.41, 36.6322, 583.262, 40.3986, 549.673, 34.9894
41, 0.00000, 585.214, 25.4897, 535.432, 36.6344, 558.705, 26.4353
41, 900.00000, 1474.41, 10.4842, 1463.74, 11.977, 1415.46, 10.4208
41, 1800.00000, 1547.37, 10.4572, 1519.25, 11.7323, 1491.15, 10.0743
41, 2700.00000, 1686.49, 10.6889, 1651.32, 11.8407, 1664.78, 10.3855
42, 0.00000, 1690.71, 11.4629, 1665.84, 12.4855, 1641.83, 10.9268
42, 900.00000, 957.096, 27.1708, 1037.22, 26.3266, 1018.78, 23.9848
42, 1800.00000, 685.902, 38.4996, 738.909, 43.4757, 751.758, 34.1905
42, 2700.00000, 1794, 15.0648, 1774.45, 18.1495, 1793.73, 15.1269
43, 0.00000, 2028.02, 14.2922, 2036.02, 16.4538, 2002.97, 14.4648
43, 900.00000, 2025.18, 15.2984, 2048.77, 18.4716, 1969.2, 15.7887
43, 1800.00000, 2215.9, 14.6164, 2197.35, 18.1339, 2131.01, 14.97
43, 2700.00000, 1835.49, 18.8524, 1926.07, 20.6251, 1862.32, 17.9221
44, 0.00000, 669.315, 57.3465, 736.346, 62.7982, 722.57, 50.0786
44, 900.00000, 1133.02, 27.3185, 1100.8, 34.0974, 1102.96, 27.7763
44, 1800.00000, 1890.67, 16.2743, 1925.92, 17.9117, 1834.84, 16.0519
44, 2700.00000, 1922.22, 15.521, 1899.73, 17.1952, 1895.39, 15.3156
45, 0.00000, 1871.47, 15.9829, 1827.34, 17.4465, 1799.74, 15.4644
45, 900.00000, 1965.18, 16.312, 1933.13, 17.6916, 1843.93, 15.7268
45, 1800.00000, 1649.17, 20.5348, 1617.94, 22.1338, 1565.91, 19.3982
45, 2700.00000, 1320.84, 26.3314, 1258.44, 30.3186, 1305.67, 25.026
46, 0.00000, 2249.08, 15.6801, 2238.55, 17.1212, 2216.76, 15.2321
46, 900.00000, 2366.84, 14.8407, 2284.57, 16.6419, 2370.68, 14.4321
46, 1800.00000, 2442.68, 14.4157, 2366.76, 16.1932, 2382.32, 14.3781
46, 2700.00000, 2345.87, 14.6566, 2311.83, 15.9471, 2285.54, 14.1839
47, 0.00000, 1928.28, 17.5885, 1915.86, 19.3774, 1933.98, 16.9723
47, 900.00000, 781.066, 43.1925, 756.206, 56.4085, 782.452, 41.4477
47, 1800.00000, 1456.84, 16.4198, 1339.02, 21.0715, 1388.38, 16.8028
47, 2700.00000, 1738.46, 12.8902, 1748.77, 14.3187, 1690.83, 13.2039
48, 0.00000, 1681.71, 12.0864, 1644.19, 13.4528, 1599.62, 12.1153
48, 900.00000, 1526.26, 11.2398, 1532.14, 12.9921, 1502.11, 11.4693
48, 1800.00000, 1378.61, 11.4965, 1398.78, 13.0562, 1328.03, 11.3424
48, 2700.00000, 324.192, 81.73, 380.451, 80.7101, 308.581, 72.838
49, 0.00000, 346.881, 41.9313, 354.871, 65.2079, 330.287, 43.6148
49, 900.00000, 1432.68, 10.73, 1451.34, 12.0272, 1391.17, 10.536
49, 1800.00000, 1488.64, 10.4888, 1493.12, 11.509, 1478.88, 10.036
49, 2700.00000, 1627.05, 10.7716, 1583.67, 11.7802, 1609.39, 10.2727
50, 0.00000, 1635.77, 11.045, 1626.79, 11.982, 1628.99, 10.3799
50, 900.00000, 1098.51, 22.3373, 1134.33, 22.8228, 1130.61, 20.6594
50, 1800.00000, 546.561, 49.2049, 616.49, 55.4845, 605.547, 42.9218
50, 2700.00000, 1695.69, 15.6533, 1621.07, 18.187, 1672.64, 15.3941
51, 0.00000, 1911.32, 14.6588, 1874.96, 15.4732, 1830.26, 13.7382
51, 900.00000, 1923.39, 15.294, 1880.05, 16.5758, 1846.67, 15.0331
51, 1800.00000, 2042.05, 14.3291, 1971.14, 17.1743, 1974.72, 14.5646
51, 2700.00000, 1686.1, 19.2004, 1791.64, 21.1822, 1654.37, 18.3884
52, 0.00000, 742.916, 45.4357, 775.069, 53.5391, 776.904, 41.8188
52, 900.00000, 1069.4, 27.4028, 973.685, 37.154, 1010.18, 27.9682
52, 1800.00000, 1811.52, 15.5635, 1814.83, 16.8647, 1729.49, 15.0541
52, 2700.00000, 1782.18, 15.6708, 1721.74, 16.9473, 1639.68, 15.1949
53, 0.00000, 1744.78, 15.775, 1677.32, 17.6409, 1631.3, 15.853
53, 900.00000, 1796.12, 16.006, 1704.85, 17.9923, 1685.04, 15.4857
53, 1800.00000, 806.495, 43.0436, 785.007, 47.5696, 776.064, 40.2968
53, 2700.00000, 692.164, 48.8601, 653.195, 69.935, 673.041, 47.2413
54, 0.00000, 2133.83, 16.204, 2131.72, 18.5423, 2122.71, 15.8592
54, 900.00000, 2259.46, 15.1007, 2238.15, 17.5521, 2286.4, 15.101
54, 1800.00000, 2346.19, 14.2339, 2308.2, 16.3644, 2310.96, 14.3798
54, 2700.00000, 2301.91, 14.2369, 2249.34, 16.1363, 2263.8, 14.0711
55, 0.00000, 2122.8, 15.4003, 2041.94, 18.013, 2076.39, 15.4533
55, 900.00000, 764.157, 43.6727, 690.855, 58.624, 781.198, 41.12
55, 1800.00000, 1221.37, 18.7125, 1078.55, 25.9586, 1145.74, 19.2791
55, 2700.00000, 1700.73, 12.4256, 1681.76, 14.0999, 1622.04, 12.3025
56, 0.00000, 1692.74, 11.8136, 1606.87, 12.9124, 1577.78, 11.5424
56, 900.00000, 1596.04, 11.1125, 1530.12, 12.1848, 1537.09, 10.9539
56, 1800.00000, 1443.54, 11.9474, 1481.99, 13.1707, 1438.16, 11.5187
56, 2700.00000, 542.55, 35.5076, 606.651, 39.7649, 601.435, 31.0434
57, 0.00000, 399.798, 37.0777, 412.763, 59.0078, 412.533, 36.8016
57, 900.00000, 1593.91, 10.2822, 1604.96, 11.1695, 1557.64, 10.1017
57, 1800.00000, 1658.32, 9.95812, 1656.05, 10.8553, 1642.19, 9.55051
57, 2700.00000, 1781.12, 10.5363, 1755.82, 11.4349, 1794.63, 10.2474
58, 0.00000, 1888.56, 11.4056, 1870.35, 12.2044, 1889.57, 10.8583
58, 900.00000, 1093.95, 26.4723, 1147.86, 25.7447, 1154.9, 23.2856
58, 1800.00000, 639.499, 46.5892, 674.84, 56.1353, 726.804, 39.9777
58, 2700.00000, 1829.06, 14.8284, 1763.45, 18.1136, 1845.75, 14.8054
59, 0.00000, 2180.96, 14.2351, 2182.56, 15.1145, 2159.59, 13.4876
59, 900.00000, 2279.89, 14.0611, 2199.99, 15.4361, 2130.37, 13.5648
59, 1800.00000, 2398.62, 13.5377, 2282.77, 14.6008, 2276.89, 13.0931
59, 2700.00000, 1969.05, 17.6695, 1989.79, 18.7224, 1941.15, 16.634
60, 0.00000, 737.972, 46.7213, 739.637, 54.579, 748.29, 42.2894
60, 900.00000, 1163, 23.6767, 1069.62, 31.9131, 1127.35, 24.2953
60, 1800.00000, 2021.85, 13.9291, 2020.16, 15.0663, 1993.14, 13.6593
60, 2700.00000, 1975.24, 13.9289, 1925.74, 15.2377, 1889.43, 13.8223
61, 0.00000, 1936.99, 14.0611, 1886.46, 15.5751, 1851.71, 13.9554
61, 900.00000, 2000.32, 14.2198, 1943.6, 15.8573, 1963.15, 13.9708
61, 1800.00000, 964.253, 35.2233, 913.243, 38.7196, 952.457, 32.4322
61, 2700.00000, 793.552, 40.7296, 725.637, 58.2124, 803.91, 39.1564
62, 0.00000, 2325.7, 14.8769, 2217.04, 16.4017, 2237.4, 14.5771
62, 900.00000, 2353.38, 14.1437, 2273.36, 16.4418, 2340.85, 14.1722
62, 1800.00000, 2331.14, 13.4656, 2276.03, 15.9649, 2345.12, 13.9581
62, 2700.00000, 2283.16, 13.7796, 2254.32, 15.3818, 2281.36, 13.9047
63, 0.00000, 1646.25, 21.4439, 1636.5, 22.7702, 1680.45, 19.9607
63, 900.00000, 691.841, 45.8207, 679.653, 60.2787, 742.853, 41.7991
63, 1800.00000, 1346.36, 17.6958, 1220.24, 22.1692, 1302.23, 17.5792
63, 2700.00000, 1675.61, 12.8457, 1640.55, 14.291, 1657.79, 13.3724
64, 0.00000, 1633.5, 12.6334, 1588.98, 13.7445, 1557.85, 12.2439
64, 900.00000, 1534.73, 11.6514, 1483.23, 12.6801, 1482.92, 11.3892
64, 1800.00000, 1314.67, 13.0454, 1304.16, 13.7046, 1287.56, 12.3863
64, 2700.00000, 511.278, 37.4951, 535.961, 43.694, 518.746, 34.0327
65, 0.00000, 282.895, 55.446, 342.774, 82.7006, 298.641, 52.351
65, 900.00000, 1423.69, 10.8619, 1431.17, 12.054, 1407.55, 10.7588
65, 1800.00000, 1477.61, 11.1918, 1481.27, 11.9345, 1469.32, 10.467
65, 2700.00000, 1587.82, 11.0579, 1615.3, 11.9883, 1622.05, 10.691
66, 0.00000, 1692.46, 11.674, 1669.95, 12.5849, 1687.59, 11.1382
66, 900.00000, 1529.29, 15.0278, 1577.59, 16.1893, 1487.09, 13.8082
66, 1800.00000, 1387.14, 18.9931, 1430.21, 21.0086, 1409.49, 17.8051
66, 2700.00000, 1661.23, 16.8597, 1580.15, 20.3283, 1621.08, 16.539
67, 0.00000, 2074.84, 15.1744, 2099.43, 17.5481, 2044.9, 14.6133
67, 900.00000, 2031.12, 15.4644, 2040.54, 17.9481, 2021.08, 15.382
67, 1800.00000, 2186.96, 15.0158, 2180.72, 16.6236, 2139.52, 14.5599
67, 2700.00000, 1743.48, 20.4443, 1789.49, 21.2143, 1706.15, 19.1176
68, 0.00000, 624.628, 62.4546, 671.052, 69.1356, 632.159, 55.6557
68, 900.00000, 1063.88, 28.4428, 956.585, 38.9598, 1004.9, 29.1911
68, 1800.00000, 2012.5, 14.9256, 1973.64, 15.834, 1950.37, 14.4944
68, 2700.00000, 1974.03, 14.7438, 1947.75, 15.6966, 1926.66, 14.4974
69, 0.00000, 1981.09, 14.6491, 1982.58, 16.5126, 1902, 14.555
69, 900.00000, 1994.11, 14.6635, 1957.56, 16.6144, 1987.27, 14.8202
69, 1800.00000, 925.075, 39.1434, 959.4, 40.7459, 983.782, 35.1237
69, 2700.00000, 827.026, 41.8634, 810.881, 54.6381, 859.984, 38.4666
70, 0.00000, 2337.4, 14.4479, 2298.41, 16.0784, 2306.22, 14.2836
70, 900.00000, 2506.74, 13.6781, 2489.9, 15.5426, 2494.55, 13.7026
70, 1800.00000, 2539.08, 13.2713, 2471.4, 15.1947, 2466.33, 13.3707
70, 2700.00000, 2408.52, 13.2606, 2371.24, 15.2454, 2372.33, 13.3673
71, 0.00000, 1702.08, 20.578, 1711.37, 21.9455, 1766.47, 19.6091
71, 900.00000, 1182.35, 24.1202, 1178.26, 29.58, 1214.92, 23.5833
71, 1800.00000, 1129.66, 18.3831, 1098.78, 26.2825, 1141.08, 19.0527
71, 2700.00000, 1746.01, 12.1713, 1821.35, 13.762, 1734.95, 12.3422
72, 0.00000, 1667.62, 11.9276, 1709.29, 13.3286, 1636.44, 11.8933
72, 900.00000, 1603.57, 11.2658, 1611.26, 12.5427, 1591.97, 11.4019
72, 1800.00000, 1443.45, 13.1127, 1447.13, 14.0648, 1407.3, 12.5765
72, 2700.00000, 335.788, 85.3615, 389.715, 94.1284, 305.901, 81.4711
73, 0.00000, 253.552, 65.1766, 342.868, 101.517, 250.006, 63.8069
73, 900.00000, 1596.13, 10.1369, 1593.14, 10.9821, 1570.28, 9.92424
73, 1800.00000, 1609.64, 10.4751, 1648.5, 11.8679, 1605.25, 10.3461
73, 2700.00000, 1695.19, 10.6269, 1720.51, 12.1315, 1709.92, 10.5494
74, 0.00000, 1695.5, 11.5447, 1721.43, 12.6793, 1665.61, 10.9738
74, 900.00000, 886.684, 30.1431, 937.031, 29.9623, 900.965, 26.7482
74, 1800.00000, 495.401, 65.0371, 561.334, 78.7161, 512.69, 57.1356
74, 2700.00000, 1705.6, 16.2448, 1618.07, 19.4417, 1675.16, 16.2844
75, 0.00000, 2005.65, 14.6198, 1966.45, 15.7175, 1964.51, 14.4466
75, 900.00000, 2012.32, 15.5893, 1966.81, 16.5729, 1968.13, 15.2771
75, 1800.00000, 2212.61, 14.9859, 2135.39, 17.3656, 2072.8, 15.0172
75, 2700.00000, 1680.81, 20.8384, 1718.52, 22.5219, 1665.48, 20.1372
76, 0.00000, 614.701, 66.8691, 657.441, 76.1231, 627.687, 59.6624
76, 900.00000, 914.531, 32.5406, 801.671, 47.3049, 874.337, 33.1338
76, 1800.00000, 1851.59, 15.7684, 1861.58, 16.8515, 1816.65, 15.6567
76, 2700.00000, 1883.07, 15.5559, 1799.14, 16.9357, 1798.38, 15.2132
77, 0.00000, 1865.51, 15.8191, 1767.57, 17.245, 1752.97, 15.6101
77, 900.00000, 1848.85, 16.0648, 1816.14, 17.725, 1835.97, 15.8181
77, 1800.00000, 827.779, 44.512, 826.621, 47.7798, 882.747, 39.0792
77, 2700.00000, 786.788, 47.1574, 736.375, 65.7853, 776.207, 44.6311
78, 0.00000, 2182, 15.9619, 2156.49, 17.6935, 2149.69, 15.7779
78, 900.00000, 2324.2, 14.8448, 2294.6, 16.6227, 2365.65, 14.7243
78, 1800.00000, 2355.62, 14.0052, 2320.61, 15.9865, 2345.59, 14.2065
78, 2700.00000, 2312.83, 14.283, 2245.55, 15.7968, 2274.16, 13.9452
79, 0.00000, 1535.68, 23.1915, 1568.77, 24.6964, 1600.99, 20.996
79, 900.00000, 565.228, 65.0011, 634.505, 83.2012, 583.31, 58.2162
