hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
3, 2700.00000, 7343.54, -0.0000322091, 7343.54, -120, 7343.54, 120, 471.948, -6.76497, 491.962, -130.131, 467.177, 112.751
4, 0.00000, 7343.54, -0.0000291311, 7343.54, -120, 7343.54, 120, 431.765, -7.27446, 445.26, -131.036, 437.397, 112.186
4, 900.00000, 7343.54, -0.0000306103, 7343.54, -120, 7343.54, 120, 450.698, -6.98122, 482.105, -130.553, 455.692, 112.56
4, 1800.00000, 7343.54, -0.0000306556, 7343.54, -120, 7343.54, 120, 449.382, -6.78334, 468.253, -130.596, 453.944, 112.896
4, 2700.00000, 7343.54, -0.0000301518, 7343.54, -120, 7343.54, 120, 440.881, -6.66852, 473.334, -130.244, 448.78, 112.912
5, 0.00000, 7343.54, -0.0000299071, 7343.54, -120, 7343.54, 120, 438.527, -6.79454, 444.328, -129.693, 447.913, 112.718
5, 900.00000, 7343.54, -0.0000307452, 7343.54, -120, 7343.54, 120, 452.871, -6.99976, 474.229, -130.081, 450.05, 112.797
5, 1800.00000, 7343.54, -0.0000240831, 7343.54, -120, 7343.54, 120, 375.841, -9.4651, 379.948, -132.895, 380.787, 110.471
5, 2700.00000, 7343.54, -0.0000246007, 7343.54, -120, 7343.54, 120, 381.967, -9.2564, 425.177, -133.307, 399.331, 110.698
6, 0.00000, 7343.54, -0.0000331672, 7343.54, -120, 7343.54, 120, 489.493, -7.08832, 491.286, -130.315, 486.472, 112.562
6, 900.00000, 7343.54, -0.0000344136, 7343.54, -120, 7343.54, 120, 507.933, -7.09327, 530.665, -130.355, 506.826, 112.387
6, 1800.00000, 7343.54, -0.0000343148, 7343.54, -120, 7343.54, 120, 502.241, -6.71611, 512.828, -130.456, 499.575, 112.724
6, 2700.00000, 7343.54, -0.0000335646, 7343.54, -120, 7343.54, 120, 489.071, -6.5127, 513.578, -130.14, 488.212, 113.042
7, 0.00000, 7343.54, -0.0000305134, 7343.54, -120, 7343.54, 120, 451.147, -7.16711, 463.827, -130.779, 452.524, 112.405
7, 900.00000, 7343.54, -0.0000289145, 7343.54, -120, 7343.54, 120, 423.098, -6.70032, 444.059, -130.077, 425.351, 112.985
7, 1800.00000, 7343.54, -0.0000289384, 7343.54, -120, 7343.54, 120, 410.658, -5.27698, 411.69, -128.517, 408.479, 114.367
7, 2700.00000, 7343.54, -0.0000278101, 7343.54, -120, 7343.54, 120, 386.017, -4.20304, 393.021, -126.903, 377.086, 115.677
8, 0.00000, 7343.54, -0.0000270042, 7343.54, -120, 7343.54, 120, 371.308, -3.73105, 370.888, -127.744, 361.372, 116.109
8, 900.00000, 7343.55, -0.0000260466, 7343.54, -120, 7343.55, 120, 354.577, -3.22229, 354.839, -125.702, 346.66, 116.554
8, 1800.00000, 7343.55, -0.0000248615, 7343.55, -120, 7343.55, 120, 335.313, -2.74069, 323.469, -125.563, 328.487, 116.984
8, 2700.00000, 7343.55, 7.55777E-6, 7343.55, -120, 7343.55, 120, 69.5891, -124.041, 71.083, 142.749, 48.3732, 35.2719
9, 0.00000, 7343.55, 6.86872E-7, 7343.55, -120, 7343.55, 120, 46.6132, -52.457, 69.6688, -169.804, 69.9061, 90.2766
9, 900.00000, 7343.55, -0.0000245578, 7343.55, -120, 7343.55, 120, 328.613, -2.32626, 334.603, -124.874, 326.719, 117.295
9, 1800.00000, 7343.55, -0.0000252715, 7343.55, -120, 7343.55, 120, 337.818, -2.27355, 335.093, -125.438, 337.702, 117.084
9, 2700.00000, 7343.55, -0.0000265826, 7343.54, -120, 7343.55, 120, 360.728, -3.0603, 377.762, -125.514, 354.218, 116.354
10, 0.00000, 7343.54, -0.0000275681, 7343.54, -120, 7343.54, 120, 377.776, -3.56054, 376.841, -126.16, 369.742, 115.942
10, 900.00000, 7343.55, -0.0000234613, 7343.54, -120, 7343.55, 120, 336.44, -5.76411, 363.97, -128.438, 335.288, 113.965
10, 1800.00000, 7343.54, -0.0000245717, 7343.54, -120, 7343.54, 120, 358.889, -6.6115, 369.509, -129.913, 353.906, 113.341
10, 2700.00000, 7343.54, -0.0000291026, 7343.54, -120, 7343.54, 120, 420.901, -6.16645, 441.527, -129.123, 415.16, 113.646
11, 0.00000, 7343.54, -0.0000284495, 7343.54, -120, 7343.54, 120, 409.6, -5.95643, 430.849, -130.51, 406.287, 113.463
11, 900.00000, 7343.54, -0.0000280146, 7343.54, -120, 7343.54, 120, 407.649, -6.44574, 433.562, -129.954, 405.968, 113.217
11, 1800.00000, 7343.54, -0.0000282707, 7343.54, -120, 7343.54, 120, 412.6, -6.58138, 438.635, -131.519, 408.05, 112.806
11, 2700.00000, 7343.54, -0.0000273102, 7343.54, -120, 7343.54, 120, 401.126, -6.86787, 434.051, -130.902, 398.7, 112.824
12, 0.00000, 7343.54, -0.0000262089, 7343.54, -120, 7343.54, 120, 387.403, -7.15082, 400.525, -131.33, 381.616, 112.615
12, 900.00000, 7343.54, -0.0000249101, 7343.54, -120, 7343.54, 120, 371.866, -7.58619, 393.702, -131.182, 368.817, 112.324
12, 1800.00000, 7343.54, -0.0000266154, 7343.54, -120, 7343.54, 120, 387.672, -6.48929, 397.683, -130.629, 381.196, 113.162
12, 2700.00000, 7343.54, -0.0000262395, 7343.54, -120, 7343.54, 120, 380.971, -6.34186, 398.414, -129.217, 375.922, 113.538
13, 0.00000, 7343.54, -0.000026035, 7343.54, -120, 7343.54, 120, 378.255, -6.37221, 381.137, -129.216, 377.867, 113.356
13, 900.00000, 7343.54, -0.0000265926, 7343.54, -120, 7343.54, 120, 384.232, -6.11942, 405.133, -129.317, 381.132, 113.353
13, 1800.00000, 7343.55, -0.0000220139, 7343.54, -120, 7343.55, 120, 336.404, -8.58785, 345.181, -133.029, 330.3, 111.291
13, 2700.00000, 7343.55, -0.0000172645, 7343.54, -120, 7343.55, 120, 284.416, -11.5814, 321.247, -135.078, 302.285, 108.778
14, 0.00000, 7343.54, -0.0000289287, 7343.54, -120, 7343.54, 120, 423.388, -6.70909, 432.713, -130.199, 425.605, 112.579
14, 900.00000, 7343.54, -0.000030099, 7343.54, -120, 7343.54, 120, 440.154, -6.67311, 456.068, -129.941, 433.664, 112.816
14, 1800.00000, 7343.54, -0.0000296439, 7343.54, -120, 7343.54, 120, 432.214, -6.53795, 450.278, -130.816, 429.076, 112.719
14, 2700.00000, 7343.54, -0.0000288446, 7343.54, -120, 7343.54, 120, 416.423, -6.08342, 433.403, -129.194, 418.399, 113.137
15, 0.00000, 7343.54, -0.0000252441, 7343.54, -120, 7343.54, 120, 375.142, -7.38649, 383.069, -131.974, 375.494, 112.193
15, 900.00000, 7343.55, -0.0000225378, 7343.54, -120, 7343.55, 120, 334.511, -7.32787, 360.428, -132.051, 335.494, 112.322
15, 1800.00000, 7343.55, -0.0000190495, 7343.55, -120, 7343.55, 120, 276.841, -6.37239, 296.447, -132.219, 284.371, 113.114
15, 2700.00000, 7343.55, -0.0000242833, 7343.55, -120, 7343.55, 120, 333.059, -3.6006, 341.888, -127.224, 324.763, 116.194
16, 0.00000, 7343.55, -0.0000236806, 7343.55, -120, 7343.55, 120, 321.251, -3.04024, 312.492, -126.549, 314.463, 116.69
16, 900.00000, 7343.55, -0.000023265, 7343.55, -120, 7343.55, 120, 311.162, -2.29821, 310.986, -125.172, 304.185, 117.448
16, 1800.00000, 7343.55, -0.0000225556, 7343.55, -120, 7343.55, 120, 298.614, -1.75282, 287.346, -125.051, 293.422, 117.78
16, 2700.00000, 7343.55, -0.0000103727, 7343.55, -120, 7343.55, 120, 153.771, -7.23057, 165.625, -132.301, 167.171, 113.366
17, 0.00000, 7343.55, -1.98932E-6, 7343.55, -120, 7343.55, 120, 59.5908, -27.2121, 72.9847, -155.687, 84.1828, 101.714
17, 900.00000, 7343.55, -0.0000230278, 7343.55, -120, 7343.55, 120, 304.211, -1.63776, 307.246, -124.576, 303.429, 117.8
17, 1800.00000, 7343.55, -0.0000237435, 7343.55, -120, 7343.55, 120, 315.277, -1.91472, 305.871, -124.689, 316.2, 117.375
17, 2700.00000, 7343.55, -0.0000249668, 7343.55, -120, 7343.55, 120, 335.013, -2.47308, 347.028, -125.248, 329.996, 116.871
18, 0.00000, 7343.55, -0.0000258947, 7343.54, -120, 7343.55, 120, 350.926, -2.99078, 352.888, -126.114, 345.518, 116.431
18, 900.00000, 7343.55, -0.0000235403, 7343.55, -120, 7343.55, 120, 333.462, -5.18488, 339.926, -127.942, 326.263, 114.836
18, 1800.00000, 7343.55, 5.57694E-6, 7343.55, -120, 7343.55, 120, 73.1592, -88.5091, 93.379, 163.481, 72.8006, 60.2326
18, 2700.00000, 7343.54, -0.0000259801, 7343.54, -120, 7343.54, 120, 375.055, -6.07837, 387.62, -129.226, 373.741, 113.822
19, 0.00000, 7343.54, -0.0000272198, 7343.54, -120, 7343.54, 120, 389.375, -5.65358, 389.537, -129.449, 382.79, 114.087
19, 900.00000, 7343.54, -0.000026953, 7343.54, -120, 7343.54, 120, 386.783, -5.80189, 410.437, -129.754, 385.345, 113.672
19, 1800.00000, 7343.54, -0.0000270489, 7343.54, -120, 7343.54, 120, 387.991, -5.78165, 394.953, -129.817, 379.593, 113.835
19, 2700.00000, 7343.54, -0.0000231303, 7343.54, -120, 7343.54, 120, 347.743, -7.89116, 368.001, -131.141, 344.636, 112.172
20, 0.00000, 7343.55, 7.23297E-6, 7343.55, -120, 7343.55, 120, 80.3563, -99.4473, 102.208, 159.379, 80.3321, 55.3726
20, 900.00000, 7343.55, -5.42218E-6, 7343.55, -120, 7343.55, 120, 138.753, -24.1805, 182.399, -145.125, 155.831, 99.8462
20, 1800.00000, 7343.54, -0.0000249066, 7343.54, -120, 7343.54, 120, 357.441, -5.80235, 382.32, -130.184, 359.465, 113.678
20, 2700.00000, 7343.54, -0.0000245406, 7343.54, -120, 7343.54, 120, 352.785, -5.88065, 367.459, -128.281, 355.417, 113.63
21, 0.00000, 7343.55, -0.0000241836, 7343.54, -120, 7343.54, 120, 345.773, -5.62651, 352.913, -128.553, 354.048, 113.718
21, 900.00000, 7343.54, -0.0000245921, 7343.54, -120, 7343.54, 120, 351.913, -5.66707, 368.045, -128.201, 351.666, 113.813
21, 1800.00000, 7343.55, -8.36419E-6, 7343.55, -120, 7343.55, 120, 174.083, -19.122, 195.092, -143.473, 198.363, 103.839
21, 2700.00000, 7343.55, -0.0000126545, 7343.55, -120, 7343.55, 120, 222.859, -13.9755, 258.97, -137.718, 241.574, 107.155
22, 0.00000, 7343.54, -0.0000270081, 7343.54, -120, 7343.54, 120, 395.013, -6.67658, 407.69, -130.49, 392.156, 112.931
22, 900.00000, 7343.54, -0.0000276831, 7343.54, -120, 7343.54, 120, 403.012, -6.46651, 422.319, -129.269, 397.867, 113.171
22, 1800.00000, 7343.54, -0.0000285062, 7343.54, -120, 7343.54, 120, 414.082, -6.36686, 435.553, -130.934, 410.308, 113.227
22, 2700.00000, 7343.54, -0.0000278742, 7343.54, -120, 7343.54, 120, 402.128, -6.04946, 426.273, -130.23, 397.69, 113.763
23, 0.00000, 7343.55, -0.0000224652, 7343.54, -120, 7343.55, 120, 336.006, -7.66563, 338.92, -131.812, 337.736, 112.407
23, 900.00000, 7343.55, -4.84248E-6, 7343.55, -120, 7343.55, 120, 130.856, -25.3225, 162.25, -148.742, 149.732, 100.101
23, 1800.00000, 7343.55, -0.0000189019, 7343.55, -120, 7343.55, 120, 271.304, -5.79729, 277.475, -130.66, 275.009, 114.023
23, 2700.00000, 7343.55, -0.000023408, 7343.54, -120, 7343.55, 120, 318.951, -3.26512, 340.638, -128.049, 314.374, 116.48
24, 0.00000, 7343.55, -0.0000233382, 7343.55, -120, 7343.55, 120, 314.489, -2.69193, 305.656, -125.977, 310.922, 116.965
24, 900.00000, 7343.55, -0.0000230862, 7343.55, -120, 7343.55, 120, 308.463, -2.24516, 314.891, -125.338, 304.408, 117.602
24, 1800.00000, 7343.55, -0.0000227553, 7343.55, -120, 7343.55, 120, 302.469, -1.96829, 292.663, -125.289, 299.861, 117.606
24, 2700.00000, 7343.55, -0.0000139646, 7343.55, -120, 7343.55, 120, 198.196, -5.24952, 207.786, -129.421, 207.78, 115.136
25, 0.00000, 7343.55, -0.000012597, 7343.55, -120, 7343.55, 120, 179.871, -5.5294, 179.366, -130.52, 197.775, 114.348
25, 900.00000, 7343.55, -0.0000236368, 7343.55, -120, 7343.55, 120, 313.373, -1.83123, 319.318, -124.789, 315.97, 117.527
25, 1800.00000, 7343.55, -0.0000244838, 7343.55, -120, 7343.55, 120, 329.841, -2.68038, 317.786, -125.1, 331.22, 116.879
25, 2700.00000, 7343.55, -0.0000258617, 7343.54, -120, 7343.55, 120, 352.412, -3.2732, 364.461, -125.806, 351.06, 116.257
26, 0.00000, 7343.54, -0.0000269489, 7343.54, -120, 7343.54, 120, 372.839, -4.03933, 369.063, -126.507, 372.211, 115.616
26, 900.00000, 7343.55, -0.0000151581, 7343.55, -120, 7343.55, 120, 248.923, -11.4552, 277.805, -135.22, 267.781, 109.513
26, 1800.00000, 7343.55, -3.67127E-6, 7343.55, -120, 7343.55, 120, 133.019, -30.4365, 170.494, -154.464, 166.979, 97.0091
26, 2700.00000, 7343.54, -0.0000284874, 7343.54, -120, 7343.54, 120, 414.839, -6.4804, 441.126, -129.902, 422.003, 113.123
27, 0.00000, 7343.54, -0.0000295959, 7343.54, -120, 7343.54, 120, 429.301, -6.3029, 429.927, -130.084, 426.287, 113.275
27, 900.00000, 7343.54, -0.0000289876, 7343.54, -120, 7343.54, 120, 421.57, -6.42102, 433.889, -129.55, 428.638, 113.067
27, 1800.00000, 7343.54, -0.0000292109, 7343.54, -120, 7343.54, 120, 425.657, -6.51135, 432.957, -130.772, 426.604, 113.165
27, 2700.00000, 7343.54, -0.0000286976, 7343.54, -120, 7343.54, 120, 421.703, -6.89069, 436.056, -130.132, 418.374, 112.893
28, 0.00000, 7343.54, -0.0000239282, 7343.54, -120, 7343.54, 120, 361.737, -8.13169, 360.082, -131.561, 365.213, 111.793
28, 900.00000, 7343.54, -0.0000228607, 7343.54, -120, 7343.54, 120, 344.155, -7.94948, 373.949, -131.937, 354.61, 111.859
28, 1800.00000, 7343.54, -0.0000275044, 7343.54, -120, 7343.54, 120, 400.314, -6.45527, 403.373, -129.399, 402.728, 113.248
28, 2700.00000, 7343.54, -0.0000267527, 7343.54, -120, 7343.54, 120, 387.591, -6.24418, 420.106, -130.245, 397.069, 113.374
29, 0.00000, 7343.54, -0.0000269095, 7343.54, -120, 7343.54, 120, 390.802, -6.35483, 397.938, -130.48, 397.492, 113.26
29, 900.00000, 7343.54, -0.0000270417, 7343.54, -120, 7343.54, 120, 395.561, -6.68303, 415.238, -129.729, 401.574, 112.837
29, 1800.00000, 7343.55, 3.54113E-8, 7343.55, -120, 7343.55, 120, 119.422, -45.0698, 154.016, -163.939, 149.487, 88.9886
29, 2700.00000, 7343.55, 9.16443E-10, 7343.55, -120, 7343.55, 120, 110.206, -44.9131, 175.597, -160.039, 141.95, 88.3263
30, 0.00000, 7343.54, -0.000029395, 7343.54, -120, 7343.54, 120, 433.701, -7.0726, 446.419, -130.391, 438.317, 112.604
30, 900.00000, 7343.54, -0.0000294193, 7343.54, -120, 7343.54, 120, 432.318, -6.89241, 456.264, -129.992, 435.447, 112.693
30, 1800.00000, 7343.54, -0.0000295021, 7343.54, -120, 7343.54, 120, 432.117, -6.74497, 450.978, -130.976, 431.555, 112.764
30, 2700.00000, 7343.54, -0.0000281236, 7343.54, -120, 7343.54, 120, 408.469, -6.36016, 433.753, -130.143, 407.392, 113.113
31, 0.00000, 7343.55, -0.0000127882, 7343.55, -120, 7343.55, 120, 235.448, -15.4626, 270.686, -140.721, 257.821, 106.419
31, 900.00000, 7343.55, 0.0000128627, 7343.55, -120, 7343.55, 120, 116.453, -133.237, 118.677, 138.872, 78.7311, 10.79
31, 1800.00000, 7343.55, -0.0000125623, 7343.55, -120, 7343.55, 120, 198.808, -10.0018, 207.705, -135.134, 210.086, 110.736
31, 2700.00000, 7343.55, -0.0000227826, 7343.55, -120, 7343.55, 120, 314.272, -3.88605, 331.666, -128.274, 311.736, 116.023
32, 0.00000, 7343.55, -0.0000227125, 7343.55, -120, 7343.55, 120, 309.034, -3.19096, 314.998, -128.318, 302.549, 116.896
32, 900.00000, 7343.55, -0.0000219988, 7343.55, -120, 7343.55, 120, 294.68, -2.37687, 313.902, -127.178, 292.949, 117.491
32, 1800.00000, 7343.55, -0.0000215701, 7343.55, -120, 7343.55, 120, 287.081, -2.03415, 278.343, -125.551, 285.04, 117.839
32, 2700.00000, 7343.55, -5.07562E-6, 7343.55, -120, 7343.55, 120, 95.3304, -16.0286, 114.225, -141.281, 118.314, 108.146
33, 0.00000, 7343.55, -0.0000130765, 7343.55, -120, 7343.55, 120, 183.207, -4.62185, 178.703, -129.718, 196.984, 115.16
33, 900.00000, 7343.55, -0.0000220395, 7343.55, -120, 7343.55, 120, 294.102, -2.17549, 298.138, -124.901, 297.336, 117.385
33, 1800.00000, 7343.55, -0.0000226398, 7343.55, -120, 7343.55, 120, 302.748, -2.288, 297.581, -125.414, 306.752, 117.084
33, 2700.00000, 7343.55, -0.0000240291, 7343.55, -120, 7343.55, 120, 327.622, -3.29869, 340.382, -125.966, 330.283, 115.876
34, 0.00000, 7343.55, -0.0000250881, 7343.54, -120, 7343.55, 120, 348.706, -4.26608, 356.8, -128.008, 348.111, 115.306
34, 900.00000, 7343.55, -0.0000130599, 7343.55, -120, 7343.55, 120, 222.958, -12.8827, 258.425, -136.878, 240.887, 108.136
34, 1800.00000, 7343.55, -8.73031E-6, 7343.55, -120, 7343.55, 120, 179.619, -18.8018, 197.611, -143.238, 202.35, 103.955
34, 2700.00000, 7343.54, -0.0000242959, 7343.54, -120, 7343.54, 120, 361.941, -7.49373, 381.222, -130.457, 365.469, 112.045
35, 0.00000, 7343.54, -0.0000279623, 7343.54, -120, 7343.54, 120, 405.216, -6.25703, 404.646, -129.656, 406.912, 113.153
35, 900.00000, 7343.54, -0.0000280522, 7343.54, -120, 7343.54, 120, 409.044, -6.54043, 434.921, -130.443, 410.524, 112.847
35, 1800.00000, 7343.54, -0.0000285465, 7343.54, -120, 7343.54, 120, 417.925, -6.72297, 424.704, -130.178, 415.955, 112.927
35, 2700.00000, 7343.54, -0.0000233983, 7343.54, -120, 7343.54, 120, 360.116, -8.88959, 381.1, -132.48, 360.576, 111.198
36, 0.00000, 7343.55, 8.47653E-6, 7343.55, -120, 7343.55, 120, 94.5045, -99.1973, 118.266, 157.936, 90.1859, 49.1731
36, 900.00000, 7343.55, -5.57818E-6, 7343.55, -120, 7343.55, 120, 151.404, -25.4235, 205.377, -146.156, 173.465, 98.4518
36, 1800.00000, 7343.54, -0.000027485, 7343.54, -120, 7343.54, 120, 398.976, -6.33435, 413.977, -129.889, 399.886, 113.286
36, 2700.00000, 7343.54, -0.0000272443, 7343.54, -120, 7343.54, 120, 392.994, -6.04329, 414.285, -129.056, 396.432, 113.603
37, 0.00000, 7343.54, -0.0000274684, 7343.54, -120, 7343.54, 120, 397.674, -6.21194, 405.714, -129.59, 400.756, 113.268
37, 900.00000, 7343.54, -0.000027811, 7343.54, -120, 7343.54, 120, 404.758, -6.45362, 432.193, -130.57, 401.46, 113.163
37, 1800.00000, 7343.55, -0.0000191088, 7343.54, -120, 7343.55, 120, 301.967, -9.96375, 316.094, -134.722, 313.756, 110.226
37, 2700.00000, 7343.54, -0.00002599, 7343.54, -120, 7343.54, 120, 391.971, -8.0317, 421.008, -132.298, 398.607, 111.811
38, 0.00000, 7343.54, -0.0000296956, 7343.54, -120, 7343.54, 120, 437.253, -6.98257, 460.659, -131.5, 443.109, 112.742
38, 900.00000, 7343.54, -0.0000298182, 7343.54, -120, 7343.54, 120, 438.482, -6.92389, 473.517, -130.796, 438.346, 112.736
38, 1800.00000, 7343.54, -0.000029272, 7343.54, -120, 7343.54, 120, 426.183, -6.47254, 454.651, -130.75, 429.951, 113.08
38, 2700.00000, 7343.54, -0.0000282967, 7343.54, -120, 7343.54, 120, 407.91, -6.01446, 441.746, -130.416, 411.094, 113.525
39, 0.00000, 7343.55, -0.0000159641, 7343.55, -120, 7343.55, 120, 263.673, -11.6754, 299.212, -138.349, 278.303, 109.35
39, 900.00000, 7343.55, 3.71605E-6, 7343.55, -120, 7343.55, 120, 71.3561, -73.0028, 114.34, -176.444, 86.3796, 74.7665
39, 1800.00000, 7343.55, -0.0000109609, 7343.55, -120, 7343.55, 120, 181.076, -11.6629, 199.046, -137.114, 200.205, 109.294
39, 2700.00000, 7343.55, -0.0000236854, 7343.55, -120, 7343.55, 120, 327.458, -3.9994, 331.897, -126.774, 322.049, 116.119
40, 0.00000, 7343.55, -0.0000237908, 7343.55, -120, 7343.55, 120, 328.319, -3.90915, 315.475, -126.707, 323.797, 116.126
40, 900.00000, 7343.55, -0.0000233944, 7343.55, -120, 7343.55, 120, 314.873, -2.63016, 328.734, -126.751, 314.66, 117.045
40, 1800.00000, 7343.55, -0.0000230469, 7343.55, -120, 7343.55, 120, 308.044, -2.26339, 297.523, -125.468, 307.8, 117.284
40, 2700.00000, 7343.55, 6.82473E-6, 7343.55, -120, 7343.55, 120, 62.9026, -123.669, 65.6133, 138.777, 45.5878, 41.5874
41, 0.00000, 7343.55, -7.9131E-8, 7343.55, -120, 7343.55, 120, 51.0411, -43.9979, 66.3338, -168.816, 75.2005, 93.9457
41, 900.00000, 7343.55, -0.0000240208, 7343.55, -120, 7343.55, 120, 320.105, -2.10688, 332.73, -126.151, 319.624, 117.397
41, 1800.00000, 7343.55, -0.000024859, 7343.55, -120, 7343.55, 120, 333.837, -2.51533, 332.275, -126.3, 333.187, 116.905
41, 2700.00000, 7343.55, -0.0000259775, 7343.54, -120, 7343.55, 120, 351.653, -2.93292, 357.851, -125.341, 344.667, 116.671
42, 0.00000, 7343.55, -0.0000262523, 7343.54, -120, 7343.55, 120, 359.369, -3.5058, 354.02, -126.346, 356.751, 116.054
42, 900.00000, 7343.55, -4.66171E-6, 7343.55, -120, 7343.55, 120, 133.348, -26.4491, 190.126, -148.431, 165.665, 100.745
42, 1800.00000, 7343.55, 4.5141E-6, 7343.55, -120, 7343.55, 120, 78.1202, -76.4292, 115.662, 175.351, 89.9184, 70.916
42, 2700.00000, 7343.54, -0.0000241655, 7343.54, -120, 7343.54, 120, 363.083, -7.86624, 392.701, -132.053, 364.75, 112.257
43, 0.00000, 7343.54, -0.000029459, 7343.54, -120, 7343.54, 120, 428.837, -6.46542, 431.95, -130.671, 423.571, 113.405
43, 900.00000, 7343.54, -0.0000289012, 7343.54, -120, 7343.54, 120, 423.2, -6.73211, 444.104, -130.376, 421.939, 113.133
43, 1800.00000, 7343.54, -0.0000293555, 7343.54, -120, 7343.54, 120, 430.774, -6.82912, 436.348, -130.941, 431.322, 112.854
43, 2700.00000, 7343.54, -0.0000217895, 7343.54, -120, 7343.54, 120, 346.01, -10.1638, 364.647, -134.079, 349.992, 110.203
44, 0.00000, 7343.55, 0.0000106275, 7343.55, -120, 7343.55, 120, 105.641, -110.514, 125.028, 146.83, 88.6331, 40.2519
44, 900.00000, 7343.55, -4.84057E-6, 7343.55, -120, 7343.55, 120, 146.937, -27.557, 193.7, -149.591, 170.157, 97.6747
44, 1800.00000, 7343.54, -0.0000273501, 7343.54, -120, 7343.54, 120, 398.729, -6.53072, 391.545, -129.566, 397.767, 113.057
44, 2700.00000, 7343.54, -0.0000275446, 7343.54, -120, 7343.54, 120, 400.689, -6.43139, 421.056, -130.098, 401.795, 113.355
45, 0.00000, 7343.54, -0.0000272997, 7343.54, -120, 7343.54, 120, 398.314, -6.56718, 392.028, -129.492, 405, 112.929
45, 900.00000, 7343.54, -0.0000275683, 7343.54, -120, 7343.54, 120, 405.906, -6.97787, 418.506, -130.068, 402.31, 112.811
45, 1800.00000, 7343.55, -0.0000181319, 7343.55, -120, 7343.55, 120, 297.731, -11.4598, 299.191, -136.292, 303.861, 109.417
45, 2700.00000, 7343.55, -5.63334E-6, 7343.55, -120, 7343.55, 120, 162.926, -26.6732, 201.794, -149.866, 186.402, 98.5401
46, 0.00000, 7343.54, -0.0000296958, 7343.54, -120, 7343.54, 120, 440.082, -7.26966, 441.272, -130.473, 440.349, 112.79
46, 900.00000, 7343.54, -0.0000299783, 7343.54, -120, 7343.54, 120, 439.084, -6.7446, 455.953, -129.439, 440.319, 113.141
46, 1800.00000, 7343.54, -0.000029868, 7343.54, -120, 7343.54, 120, 434.968, -6.48433, 453.443, -130.603, 436.959, 113.166
46, 2700.00000, 7343.54, -0.0000288664, 7343.54, -120, 7343.54, 120, 419.818, -6.42212, 447.617, -130.166, 428.369, 113.165
47, 0.00000, 7343.55, -0.0000192053, 7343.54, -120, 7343.55, 120, 306.004, -10.2932, 317.045, -134.427, 321.011, 110.316
47, 900.00000, 7343.55, 0.0000120411, 7343.55, -120, 7343.55, 120, 110.151, -126.539, 111.682, 138.549, 81.5597, 31.9498
47, 1800.00000, 7343.55, -0.0000117469, 7343.55, -120, 7343.55, 120, 196.525, -12.1384, 233.415, -139.432, 216.771, 109.019
47, 2700.00000, 7343.55, -0.0000248227, 7343.54, -120, 7343.55, 120, 344.033, -4.12443, 369.622, -129.082, 343.504, 115.491
48, 0.00000, 7343.55, -0.0000243069, 7343.55, -120, 7343.55, 120, 330.416, -3.14556, 338.652, -128.002, 333.742, 116.293
48, 900.00000, 7343.55, -0.0000235738, 7343.55, -120, 7343.55, 120, 315.269, -2.29504, 333.311, -126.692, 313.515, 117.391
