"","h3","voltage","stddev","count","res","geometry","area"
"1","8a28308a4167fff",1.02375894721012,0.00390530464435153,6,10,list(c(-122.202089280659, -122.201448120327, -122.201653895789, -122.202500838565, -122.20314199464, -122.202936212196, -122.202089280659, 37.7976104602577, 37.7981158069666, 37.7987867743951, 37.7989523913558, 37.7984470422417, 37.7977760785722, 37.7976104602577)),15656.9325367372
"2","8a28308a416ffff",1.02546091199543,0.00239175857386433,21,10,list(c(-122.20314199464, -122.202500838565, -122.202706621097, -122.203553566685, -122.204194718502, -122.203988928989, -122.20314199464, 37.7984470422417, 37.7989523913558, 37.7996233497555, 37.7997889552821, 37.7992836037629, 37.7986126491223, 37.7984470422417)),15656.6210439571
"3","8a28308a4807fff",1.02221486526545,0.00271275459429977,12,10,list(c(-122.201290038553, -122.200648903152, -122.200854664209, -122.201701567648, -122.202342698793, -122.202136930756, -122.201290038553, 37.7924081976518, 37.7929135512947, 37.7935845525853, 37.7937501964737, 37.7932448404251, 37.7925738428939, 37.7924081976518)),15658.0095872098
"4","8a28308a480ffff",1.02408127401333,0.00251142483540754,53,10,list(c(-122.202342698793, -122.201701567648, -122.201907335774, -122.202754242025, -122.203395368914, -122.203189593808, -122.202342698793, 37.7932448404251, 37.7937501964737, 37.7944211887371, 37.7945868211925, 37.7940814627385, 37.7934104742345, 37.7932448404251)),15657.6981355405
"5","8a28308a481ffff",1.02405596586837,0.00199933223283973,6,10,list(c(-122.200854664209, -122.20021351766, -122.200419278806, -122.201266193481, -122.201907335774, -122.201701567648, -122.200854664209, 37.7935845525853, 37.7940899023137, 37.7947608983362, 37.7949265408712, 37.7944211887371, 37.7937501964737, 37.7935845525853)),15657.8582401461
"6","8a28308a4827fff",1.02308356490931,0.00271843578193387,52,10,list(c(-122.20172540184, -122.201084277585, -122.201290038553, -122.202136930756, -122.202778050754, -122.202572282806, -122.20172540184, 37.7912318335371, 37.7917371910937, 37.7924081976518, 37.7925738428939, 37.7920684829316, 37.7913974801329, 37.7912318335371)),15658.1609147471
"7","8a28308a482ffff",1.02442530501001,0.00236895928101538,26,10,list(c(-122.202778050754, -122.202136930756, -122.202342698793, -122.203189593808, -122.203830709549, -122.203624934532, -122.202778050754, 37.7920684829316, 37.7925738428939, 37.7932448404251, 37.7934104742345, 37.7929051118666, 37.7922341180949, 37.7920684829316)),15657.8494689171
"8","8a28308a4837fff",1.02439551920984,NA,1,10,list(c(-122.200237388195, -122.199596248538, -122.199802002526, -122.200648903152, -122.201290038553, -122.201084277585, -122.200237388195, 37.7915715344191, 37.7920768856561, 37.7927478959735, 37.7929135512947, 37.7924081976518, 37.7917371910937, 37.7915715344191)),15658.3210269551
"9","8a28308a4847fff",1.02373064285036,0.00220823316122512,43,10,list(c(-122.204883378223, -122.20424226674, -122.204448048915, -122.205294949552, -122.205936056777, -122.205730267624, -122.204883378223, 37.7937417203416, 37.7942470851149, 37.7949180645912, 37.7950836755344, 37.7945783083558, 37.7939073326393, 37.7937417203416)),15657.2265433224
"10","8a28308a484ffff",1.02407098896431,0.00208942407126877,58,10,list(c(-122.205936056777, -122.205294949552, -122.205500738796, -122.206347642244, -122.20698874521, -122.206782948988, -122.205936056777, 37.7945783083558, 37.7950836755344, 37.7957546459827, 37.7959202454925, 37.7954148759087, 37.7947439092204, 37.7945783083558)),15656.9150625154
"11","8a28308a4857fff",1.02213123104268,0.00768911693388113,78,10,list(c(-122.203395368914, -122.202754242025, -122.20296001722, -122.203806926284, -122.204448048915, -122.20424226674, -122.203395368914, 37.7940814627385, 37.7945868211925, 37.7952578044284, 37.7954234254506, 37.7949180645912, 37.7942470851149, 37.7940814627385)),15657.3866725155
"12","8a28308a485ffff",1.02096662110476,0.00740315987683274,65,10,list(c(-122.204448048915, -122.203806926284, -122.204012708548, -122.204859620423, -122.205500738796, -122.205294949552, -122.204448048915, 37.7949180645912, 37.7954234254506, 37.7960943996585, 37.7962600092474, 37.7957546459827, 37.7950836755344, 37.7949180645912)),15657.0751976423
"13","8a28308a4867fff",1.02131177024125,0.00354676607347601,47,10,list(c(-122.205318696474, -122.204677596138, -122.204883378223, -122.205730267624, -122.206371363702, -122.206165574638, -122.205318696474, 37.7925653669106, 37.7930707355973, 37.7937417203416, 37.7939073326393, 37.7934019615473, 37.792730980563, 37.7925653669106)),15657.3778691589
"14","8a28308a486ffff",1.02378053058608,0.00215393413440768,37,10,list(c(-122.206371363702, -122.205730267624, -122.205936056777, -122.206782948988, -122.207424040807, -122.207218244675, -122.206371363702, 37.7934019615473, 37.7939073326393, 37.7945783083558, 37.7947439092204, 37.7942385357232, 37.7935675637668, 37.7934019615473)),15657.0663948028
"15","8a28308a4877fff",1.02434909944038,0.00166952709040789,30,10,list(c(-122.203830709549, -122.203189593808, -122.203395368914, -122.20424226674, -122.204883378223, -122.204677596138, -122.203830709549, 37.7929051118666, 37.7934104742345, 37.7940814627385, 37.7942470851149, 37.7937417203416, 37.7930707355973, 37.7929051118666)),15657.5380117804
"16","8a28308a48c7fff",1.0256884808245,0.00179661372965311,36,10,list(c(-122.201471961696, -122.200830808256, -122.20103657656, -122.201883505285, -122.202524654469, -122.202318879184, -122.201471961696, 37.7955975278662, 37.7961028760853, 37.7967738578115, 37.7969394875597, 37.7964341369351, 37.795763158968, 37.7955975278662)),15657.3954099652
