hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
28, 0.00000, 3009.84, 18.0722, 3096.63, 18.7738, 3207.64, 19.6974
28, 900.00000, 2887.69, 20.0584, 2868.21, 21.0564, 3107.51, 21.137
28, 1800.00000, 3228.05, 15.373, 3272.22, 16.4364, 3385.71, 17.0662
28, 2700.00000, 3126.34, 15.5633, 3177.97, 16.4421, 3251.92, 17.1453
29, 0.00000, 3092.41, 15.7223, 3161.52, 16.5998, 3263.86, 17.409
29, 900.00000, 3169.85, 15.883, 3206.8, 16.8518, 3297.25, 17.2319
29, 1800.00000, 1692.71, 53.4705, 1901.1, 44.5216, 1991.53, 41.8805
29, 2700.00000, 1879.19, 48.5142, 2080.02, 40.6766, 2200.74, 38.2094
30, 0.00000, 3607.3, 15.4929, 3740.84, 16.3086, 3650.78, 16.5319
30, 900.00000, 3768.55, 15.1656, 3728.37, 15.9427, 3875.73, 16.1202
30, 1800.00000, 3665.73, 14.9557, 3787.41, 15.6729, 3894.2, 15.8779
30, 2700.00000, 3506.2, 14.8586, 3686.29, 15.6042, 3691.58, 15.9986
31, 0.00000, 2397.89, 27.8293, 2674.78, 25.9682, 2703.56, 25.3387
31, 900.00000, 1508.38, 81.6891, 1510.64, 66.439, 1565.84, 60.7838
31, 1800.00000, 2264.3, 24.1009, 2348.71, 22.8897, 2410.36, 22.7973
31, 2700.00000, 2555.7, 15.0417, 2625.06, 16.3011, 2659.33, 16.1125
32, 0.00000, 2532.08, 14.6308, 2512.67, 15.832, 2594.2, 15.4524
32, 900.00000, 2337, 14.0899, 2329.7, 15.3917, 2399.62, 15.0422
32, 1800.00000, 2172.78, 13.8971, 2244.98, 14.9267, 2282.85, 14.8653
32, 2700.00000, 1201.36, 40.0241, 1407.1, 32.8667, 1449.68, 31.8739
33, 0.00000, 1648.13, 22.7996, 1819.32, 20.9142, 1891.13, 21.0875
33, 900.00000, 2214.86, 13.4815, 2289, 14.2949, 2320.38, 14.8335
33, 1800.00000, 2272.31, 13.4917, 2386.46, 14.3641, 2424.86, 14.8561
33, 2700.00000, 2506, 13.8729, 2625.24, 14.279, 2728.7, 14.947
34, 0.00000, 2652.08, 14.0037, 2706.71, 14.7162, 2838.16, 14.9235
34, 900.00000, 2071.59, 27.7205, 2250.85, 25.4995, 2343.19, 25.0629
34, 1800.00000, 2059.47, 32.3514, 2193.21, 29.3315, 2325.09, 28.8987
34, 2700.00000, 2950.99, 17.4496, 3111.31, 17.5312, 3279.25, 18.4526
35, 0.00000, 3093.93, 15.1467, 3259.25, 15.8869, 3369.63, 16.8434
35, 900.00000, 3099.19, 15.5391, 3267.48, 16.0656, 3410.34, 17.5041
35, 1800.00000, 3358.39, 15.0145, 3332.63, 15.9697, 3572.6, 17.0447
35, 2700.00000, 3005.56, 18.7199, 3057.8, 19.2653, 3256.49, 19.9602
36, 0.00000, 1562.78, 73.5773, 1605.29, 60.3928, 1829.84, 53.5956
36, 900.00000, 2085.34, 36.0063, 2208.33, 32.339, 2478.12, 31.0608
36, 1800.00000, 3273.59, 15.1054, 3220.56, 16.1297, 3347.98, 16.8707
36, 2700.00000, 3194.12, 14.8375, 3198.84, 15.7011, 3275.2, 16.715
37, 0.00000, 3195.83, 14.7952, 3234.88, 15.8073, 3299.25, 16.7253
37, 900.00000, 3240.73, 15.5624, 3278.18, 16.3377, 3363.78, 16.8421
37, 1800.00000, 2744.09, 21.2587, 2850.34, 20.8688, 2915.98, 21.2221
37, 2700.00000, 3392.07, 17.234, 3466.89, 17.6565, 3536.76, 17.8818
38, 0.00000, 3588.1, 15.4047, 3677.46, 15.9954, 3705.75, 16.4684
38, 900.00000, 3755.5, 15.0585, 3790.79, 15.7812, 3841.77, 16.1019
38, 1800.00000, 3665.14, 14.8114, 3689.49, 15.7034, 3763.53, 15.776
38, 2700.00000, 3598.15, 14.9636, 3588.2, 15.4193, 3637.12, 15.6402
39, 0.00000, 2616.51, 23.4301, 2817.36, 22.709, 2854.38, 22.5708
39, 900.00000, 1546.08, 57.2999, 1708.39, 46.3894, 1800.31, 43.6407
39, 1800.00000, 2051.41, 27.0835, 2179.79, 24.8634, 2361.87, 24.0912
39, 2700.00000, 2666.82, 14.5991, 2681.23, 15.4049, 2782.86, 15.5363
40, 0.00000, 2618.1, 14.3936, 2670.49, 15.3453, 2709.13, 14.9592
40, 900.00000, 2471.82, 13.3858, 2503.95, 14.5411, 2614.15, 14.7359
40, 1800.00000, 2326.59, 13.481, 2399.06, 14.3313, 2474.82, 14.6778
40, 2700.00000, 1024.21, 81.6742, 1096.27, 59.8232, 1167.46, 55.1087
41, 0.00000, 1081.68, 56.2636, 1209.27, 43.0787, 1355.96, 39.5086
41, 900.00000, 2397.16, 12.5712, 2443.45, 13.1851, 2546.49, 13.6822
41, 1800.00000, 2433.58, 12.4605, 2517.37, 13.1919, 2601.54, 13.4816
41, 2700.00000, 2577.52, 12.4441, 2698.93, 12.9307, 2827.88, 13.6066
42, 0.00000, 2674.11, 12.8595, 2712.53, 13.4098, 2863.43, 13.998
42, 900.00000, 1409.33, 46.6938, 1658.29, 37.4852, 1789.29, 34.908
42, 1800.00000, 1339.55, 69.3267, 1488.86, 51.849, 1707.05, 46.3429
42, 2700.00000, 2734.97, 18.007, 3020.92, 17.5739, 3268.29, 19.2832
43, 0.00000, 3111.48, 14.8949, 3305.73, 15.4072, 3448, 16.2086
43, 900.00000, 3164.8, 15.3111, 3319.46, 16.0472, 3482.05, 17.0698
43, 1800.00000, 3434.39, 14.9286, 3425.28, 16.0293, 3663.04, 16.8579
43, 2700.00000, 2752.17, 20.924, 2853.57, 21.2693, 3040.79, 21.6313
44, 0.00000, 1572.89, 81.4545, 1525.72, 69.9104, 1728.19, 60.4233
44, 900.00000, 1917.28, 40.077, 2074.41, 35.6772, 2355.92, 33.6284
44, 1800.00000, 3116.07, 15.8474, 3146.79, 16.7215, 3314.26, 17.6003
44, 2700.00000, 3155.11, 15.6463, 3121.81, 16.3557, 3323.51, 17.2762
45, 0.00000, 3093.06, 15.7967, 3079.71, 16.8248, 3274.02, 17.6913
45, 900.00000, 3187.1, 16.1085, 3238.83, 16.948, 3375.65, 17.6881
45, 1800.00000, 2586.87, 23.9574, 2785.37, 22.9706, 2833.85, 23.0952
45, 2700.00000, 2120.44, 38.0982, 2353.66, 32.747, 2447.15, 31.998
46, 0.00000, 3550.4, 15.5428, 3594.79, 16.1133, 3652.42, 16.4362
46, 900.00000, 3674.15, 14.9993, 3720.85, 15.6272, 3798.82, 15.8135
46, 1800.00000, 3730, 14.6516, 3748.49, 15.3165, 3833.48, 15.601
46, 2700.00000, 3636.1, 14.9744, 3665.96, 15.3511, 3732.52, 15.5818
47, 0.00000, 2904.45, 20.9788, 3056.04, 20.614, 3104.69, 20.4259
47, 900.00000, 1552.23, 81.0404, 1535.32, 65.0758, 1639.35, 58.2474
47, 1800.00000, 2146.66, 26.1568, 2342.1, 23.4402, 2475.96, 23.0462
47, 2700.00000, 2692.28, 14.1666, 2737.75, 15.0778, 2841.08, 15.1959
48, 0.00000, 2566.51, 13.4373, 2605.99, 14.312, 2723.7, 14.5435
48, 900.00000, 2410.04, 12.8977, 2400.05, 14.0181, 2530.64, 14.2337
48, 1800.00000, 2178.75, 13.4968, 2226.93, 14.2435, 2348.88, 14.5556
48, 2700.00000, 1246.25, 115.224, 1020.18, 96.0821, 1007.86, 87.6565
49, 0.00000, 957.511, 90.228, 930.779, 68.4691, 1046.53, 58.6208
49, 900.00000, 2236.38, 12.3374, 2271.24, 13.2183, 2357.52, 13.7131
49, 1800.00000, 2283.86, 12.2429, 2322.94, 13.0611, 2416.08, 13.4273
49, 2700.00000, 2435.75, 12.2118, 2518.56, 12.9003, 2632.19, 13.2554
50, 0.00000, 2503.76, 12.4557, 2512.8, 12.9607, 2697.55, 13.473
50, 900.00000, 1551.13, 36.1728, 1696.42, 32.0196, 1842.4, 29.8383
50, 1800.00000, 1308.55, 86.0395, 1275.73, 68.597, 1400.84, 59.9152
50, 2700.00000, 2568.14, 19.6524, 2800.77, 18.9538, 2856.55, 19.2805
51, 0.00000, 2955.87, 14.5734, 3039.2, 15.221, 3139.63, 16.2168
51, 900.00000, 2976.73, 15.4953, 3025.7, 16.1548, 3206.15, 17.435
51, 1800.00000, 3130.95, 14.7754, 3052.44, 16.1159, 3344.15, 16.7287
51, 2700.00000, 2416.81, 21.1234, 2582.83, 21.8645, 2703.64, 22.383
52, 0.00000, 1416.49, 73.6335, 1473.74, 59.7787, 1597.68, 56.2523
52, 900.00000, 1706.37, 42.6102, 1778.63, 38.6099, 2042.69, 36.3423
52, 1800.00000, 2871.6, 15.6755, 2845.75, 16.7743, 2974.11, 17.5476
52, 2700.00000, 2805.12, 15.1897, 2860.84, 16.5368, 2879.41, 17.5325
53, 0.00000, 2768.63, 15.3234, 2740.32, 16.7555, 2877.25, 17.7348
53, 900.00000, 2868.33, 15.4647, 2899.15, 16.6735, 2971.86, 17.3321
53, 1800.00000, 1329.76, 74.6486, 1448.57, 59.9556, 1512.14, 55.7843
53, 2700.00000, 1487.09, 79.131, 1517.74, 64.6919, 1660.6, 56.6902
54, 0.00000, 3315.28, 15.6103, 3297.64, 16.6709, 3439.6, 16.7924
54, 900.00000, 3519.45, 14.8724, 3477.3, 16.0761, 3575.9, 16.1513
54, 1800.00000, 3538, 14.901, 3575.06, 15.5258, 3650.52, 15.712
54, 2700.00000, 3512.75, 14.7039, 3527, 15.4657, 3542.35, 15.6583
55, 0.00000, 3023.31, 17.9821, 3150.7, 18.4214, 3170.57, 18.3067
55, 900.00000, 1474.5, 86.6111, 1473.33, 68.3098, 1481.77, 63.8014
55, 1800.00000, 1859.02, 31.8144, 1955.53, 28.5202, 2106.48, 27.0218
55, 2700.00000, 2624.09, 13.589, 2601.79, 14.5548, 2689, 14.5092
56, 0.00000, 2601.88, 13.3038, 2579.97, 14.0868, 2683.27, 13.8889
56, 900.00000, 2508.72, 12.66, 2442.14, 13.608, 2577.01, 13.6346
56, 1800.00000, 2258.54, 13.7827, 2324.32, 14.4576, 2389.45, 14.3489
56, 2700.00000, 1010.93, 78.9627, 1096.38, 57.8128, 1150.54, 52.5876
57, 0.00000, 1035.44, 84.924, 1039.71, 62.929, 1175.2, 54.2886
57, 900.00000, 2513.78, 11.814, 2584.02, 12.6841, 2643.73, 13.0895
57, 1800.00000, 2574.88, 11.6649, 2625.81, 12.4267, 2754.42, 13.0019
57, 2700.00000, 2784.31, 11.8578, 2819.33, 12.3749, 3026.52, 13.1788
58, 0.00000, 3007.82, 12.7862, 2964.29, 12.9395, 3154.86, 13.4918
58, 900.00000, 1673.22, 44.5666, 1836.05, 37.4863, 1991.36, 34.4875
58, 1800.00000, 1492.73, 82.127, 1524.47, 63.9415, 1683.95, 55.641
58, 2700.00000, 2886.86, 19.2239, 3107.78, 18.4545, 3232.57, 18.8293
59, 0.00000, 3384.88, 13.6697, 3584.45, 14.3472, 3655.02, 15.3905
59, 900.00000, 3409.12, 14.1706, 3565.79, 14.7346, 3691.2, 15.763
59, 1800.00000, 3682.44, 13.7194, 3596.6, 14.5802, 3857.51, 15.5902
59, 2700.00000, 2986.53, 19.5515, 2943.58, 20.3819, 3162.35, 20.6
60, 0.00000, 1568.17, 75.2519, 1548.35, 63.7838, 1759.2, 56.4765
60, 900.00000, 1971.63, 38.9929, 2086.57, 34.7134, 2456.68, 31.9182
60, 1800.00000, 3380.79, 13.9689, 3402.46, 15.0076, 3496.35, 15.6928
60, 2700.00000, 3320.02, 14.1287, 3267.93, 14.9363, 3424.19, 15.8004
61, 0.00000, 3205.56, 14.1112, 3279.41, 15.0405, 3381.78, 15.9047
61, 900.00000, 3333.92, 14.366, 3331.6, 15.2686, 3465.55, 15.6963
61, 1800.00000, 1584.88, 59.8676, 1785.08, 48.158, 1874.78, 45.1489
61, 2700.00000, 1692.41, 66.8488, 1756.26, 54.8309, 1906.44, 49.1292
62, 0.00000, 3654.35, 14.6993, 3739.31, 15.4351, 3785.36, 15.6015
62, 900.00000, 3840.57, 14.3435, 3851.61, 15.1873, 3920.83, 15.229
62, 1800.00000, 3766.6, 14.1133, 3759.45, 14.7773, 3917.3, 14.7622
62, 2700.00000, 3615.89, 14.087, 3646.32, 14.9942, 3718.88, 15.0491
63, 0.00000, 2341.34, 29.555, 2523.14, 27.5405, 2588.89, 26.3328
63, 900.00000, 1505.26, 81.0428, 1467.93, 67.1163, 1544.11, 60.4472
63, 1800.00000, 2103.65, 25.9118, 2162.92, 24.4545, 2350.43, 23.4604
63, 2700.00000, 2629.72, 13.8878, 2667.33, 15.037, 2761.9, 14.7314
64, 0.00000, 2546.77, 13.4729, 2584.05, 14.5446, 2638.38, 14.2499
64, 900.00000, 2430.68, 12.7805, 2467.12, 14.1346, 2533.19, 13.7765
64, 1800.00000, 2108.61, 15.0285, 2191.07, 15.719, 2252.73, 15.4864
64, 2700.00000, 1007.03, 73.8936, 1104.51, 55.2585, 1137.81, 51.3748
65, 0.00000, 1041.42, 91.3107, 991.74, 70.1183, 1089.96, 61.0802
65, 900.00000, 2374.37, 12.9858, 2402.58, 13.5072, 2492.18, 14.1326
65, 1800.00000, 2414.23, 13.079, 2439.98, 13.5115, 2550.76, 14.0364
65, 2700.00000, 2584.46, 13.0371, 2637.73, 13.3825, 2749.81, 13.8113
66, 0.00000, 2690.8, 13.1143, 2750.96, 13.6831, 2902.08, 14.1981
66, 900.00000, 2517.19, 18.2376, 2627.95, 18.1707, 2764.88, 18.2552
66, 1800.00000, 2298.02, 24.9852, 2422.37, 23.6491, 2621.86, 24.1224
66, 2700.00000, 2726.79, 20.8979, 2852.54, 20.0987, 3133.43, 20.4604
67, 0.00000, 3245.96, 14.919, 3337.05, 15.6054, 3558.95, 16.5826
67, 900.00000, 3196.82, 15.43, 3351.61, 16.2705, 3539.56, 17.3341
67, 1800.00000, 3394.09, 15.0004, 3386.42, 16.118, 3650.65, 17.0336
67, 2700.00000, 2615.97, 23.2936, 2724.94, 23.5445, 2935.13, 23.2638
68, 0.00000, 1601.94, 87.6384, 1492.54, 74.4077, 1707.65, 64.0796
68, 900.00000, 1772.37, 47.595, 1902.15, 41.0073, 2300.4, 36.7525
68, 1800.00000, 3216.3, 15.0119, 3219.88, 16.073, 3465.14, 16.8382
68, 2700.00000, 3240.5, 14.8213, 3235.02, 15.7025, 3423.27, 16.7854
69, 0.00000, 3287.54, 14.8785, 3230.84, 15.756, 3438.01, 16.731
69, 900.00000, 3320.19, 15.0797, 3325.58, 16.0138, 3515.94, 16.6371
69, 1800.00000, 1630.64, 63.7605, 1739.66, 52.278, 1890.8, 47.8685
69, 2700.00000, 1776.77, 66.871, 1773.91, 56.2233, 2018.18, 48.6046
70, 0.00000, 3606.53, 15.2069, 3674.59, 15.6126, 3861.36, 16.0093
70, 900.00000, 3797.21, 14.2153, 3916.46, 14.8455, 4027.46, 14.9238
70, 1800.00000, 3777.92, 13.9688, 3881.04, 14.5791, 3997.73, 14.6213
70, 2700.00000, 3653.4, 13.8691, 3672.97, 14.7254, 3782.42, 14.8254
71, 0.00000, 2359.5, 28.7367, 2559.6, 26.9598, 2669.54, 25.845
71, 900.00000, 1793.09, 40.867, 2048.3, 34.6425, 2127.23, 33.0351
71, 1800.00000, 1875.53, 32.6467, 2033.63, 28.4132, 2208.22, 27.1993
71, 2700.00000, 2755.38, 13.5205, 2736.41, 14.1239, 2864.51, 14.1469
72, 0.00000, 2626.15, 13.2368, 2628.33, 13.991, 2768.5, 14.2341
72, 900.00000, 2543.19, 12.6837, 2555.65, 13.7188, 2640.52, 13.6255
72, 1800.00000, 2286.83, 15.4575, 2257.27, 15.7677, 2360.64, 15.4915
72, 2700.00000, 1378.14, 115.786, 1114.87, 98.1452, 1072.14, 91.2215
73, 0.00000, 1138.81, 101.621, 981.801, 83.1038, 1070.35, 69.6195
73, 900.00000, 2538.52, 11.9151, 2561.79, 12.5445, 2643.02, 13.208
73, 1800.00000, 2570.26, 12.336, 2598.62, 12.8118, 2701.67, 13.3561
73, 2700.00000, 2698.14, 12.3122, 2759.51, 12.7716, 2905.85, 13.4826
74, 0.00000, 2738.81, 12.7806, 2766.87, 13.3277, 2971.31, 13.7514
74, 900.00000, 1345.39, 54.6131, 1582.8, 42.8189, 1690.08, 39.8178
74, 1800.00000, 1494.23, 92.1431, 1400.87, 73.4622, 1493.61, 65.7404
74, 2700.00000, 2662.97, 20.9292, 2866.11, 19.5701, 3145.65, 19.8041
75, 0.00000, 3131.82, 14.6577, 3325.01, 15.5274, 3452.6, 15.9508
75, 900.00000, 3162.3, 15.4702, 3301.93, 16.1614, 3426.08, 17.149
75, 1800.00000, 3340.28, 14.8472, 3391.41, 16.0716, 3647.65, 17.0895
75, 2700.00000, 2471.25, 23.8588, 2721.68, 23.6889, 2889.45, 23.9168
76, 0.00000, 1614.37, 88.7797, 1541.68, 74.4962, 1673.37, 66.9214
76, 900.00000, 1751.64, 48.6791, 1797.09, 44.0884, 2092.91, 39.83
76, 1800.00000, 3168.96, 15.524, 3144.61, 16.6432, 3319.78, 17.2329
76, 2700.00000, 3070.49, 15.3396, 3121.07, 16.198, 3276.06, 17.0831
77, 0.00000, 3107.16, 15.5412, 3080.09, 16.4094, 3238.9, 17.174
77, 900.00000, 3132.59, 15.8593, 3163.93, 16.5681, 3308.36, 17.1694
77, 1800.00000, 1536.03, 71.8139, 1629.28, 58.3747, 1700.55, 53.8477
77, 2700.00000, 1706.75, 75.4825, 1722.48, 61.3182, 1799.33, 56.5108
78, 0.00000, 3489.31, 16.1591, 3509.19, 16.7942, 3640.77, 16.9411
78, 900.00000, 3645.67, 14.9898, 3721.36, 15.5665, 3889.77, 15.5573
78, 1800.00000, 3609.86, 14.5354, 3727.04, 15.3779, 3809.19, 15.3606
78, 2700.00000, 3548.59, 14.4309, 3643.28, 15.1958, 3731.93, 15.3087
