bus,voltage
p13udm66158,1.022511102081161
p13udm66161,1.021546036289876
p13udm66162,1.0169347041160222
p13udm66163,1.0166195013363504
p13udm66166,1.0144433836656224
p13udm66167,1.0219671202169764
p13udm66169,1.0221913090515606
p13udm66172,1.0217425361338393
p13udm66176,1.0190394951777848
p13udm66178,1.0178170250396703
p13udm66179,1.0171558505009675
p13udm66180,1.0175402066801036
p13udm66181,1.018138136406587
p13udm66182,1.0168639229347987
p13udm66187,1.017983023380947
p13udm66190,1.0184452784011748
p13udm66191,1.0179439898546805
p13udm66194,1.0184846837507293
p13udm66195,1.018896549541294
p13udm66196,1.0190959260546955
p13udm66200,1.021833072999379
p13udm66201,1.0217797293561384
p13udm66202,1.022415752397807
p13udm66205,1.0186868738873431
p13udm66904,1.0229068253853995
p13udm66905,1.02207105490299
p13udm66906,1.0215918508965447
p13udm66907,1.0222987865207558
p13udm66908,1.022563945743411
p13udm66909,1.0235170310072832
p13udm66912,1.0215468011148148
p13udm66915,1.02175604732243
p13udm66916,1.0210831830529405
p13udm66917,1.0213888455225948
p13udm66920,1.0200311634772807
p13udm66923,1.0215655613395649
p13udm66930,1.025443431001407
p13udm66933,1.0251979435104661
p13udm66940,1.018490872855104
p13udm66941,1.019975364841235
p13udm66942,1.0218644868743263
p13udm66946,1.0216340509446056
p13udm66947,1.0240827827284749
p13udm66948,1.0212396091636187
p13udm66966,1.0181411106176623
p13udm66968,1.0213494038547117
p13udm66969,1.022555313933038
p13udm66970,1.0232385170147458
p13udm6769,1.0195507008636713
p13udm6770,1.0185822521549732
p13udm6771,1.0191430476403833
p13udm6772,1.0175472226577527
p13udm6774,1.0197238416671313
p13udm6777,1.0185314112208501
p13udm6781,1.020923144541002
p13udm6783,1.0221021571500941
p13udm6784,1.0179116348153374
p13udm6785,1.0183304335481291
p13udm6786,1.0177444794541302
p13udm6788,1.017204865671089
p13udm6789,1.0174744663637352
p13udm6792,1.0159306300096298
p13udm6794,1.0136353193870629
p13udm6795,1.015753140001073
p13udm6796,1.0180976562784707
p13udm6797,1.0135195304573827
p13udm6801,1.0156099806256624
p13udm89307,1.0118559617522962
p13udm89308,1.014080417388892
p13udm89691,1.0198220566953045
p13udm89692,1.01975709429371
p13udm89694,1.0196729862799647
p13udm89698,1.017674808717204
p13udm89724,1.0205996831127024
p13udm89725,1.0214621621885067
p13udm89726,1.0221965456021036
p13udm89797,1.015236715266158
p13udm89799,1.015102175917189
p13udm89800,1.015299527981091
p13udm89805,1.0193810654614714
p13udm89806,1.0194745002145917
p13udm89808,1.0183279767870852
p13udm89811,1.019268795837432
p13udm89821,1.015360577828098
p13udm89822,1.0251562675757842
p13udm89823,1.024728511359871
p13udm89824,1.0251692584281222
p13udm89827,1.0232994469459844
p13udm89828,1.0240265950199032
p13udm89833,1.0240231494134493
p13udm89837,1.024104626867369
p13udm89841,1.0215551396735196
p13udm89843,1.023143541090699
p13udm89844,1.022823333506121
p13udm89848,1.0223108861828267
p13udm90510,1.0151480882534107
p13udm90512,1.0139346721535225
p13udm90513,1.0150647246053042
p13udm90537,1.016244544551251
p13udm90540,1.0176966754763006
p13udm90542,1.0167499004111478
p13udm90543,1.0176577344439623
p13udm90551,1.0168663586645001
p13udm90562,1.0199766050427757
p13udm90563,1.0201192194947262
p13udm90578,1.0165977222691511
p13udm90579,1.0156549142720168
p13udm90582,1.0167853792457282
p13udm90599,1.0185812007935224
p13udm90601,1.0180170043464185
p13udm90603,1.0157227700295888
p13udm90606,1.023565571588582
p13udm90608,1.0237968349185773
p13udm90609,1.0223078004562474
p13udm90610,1.0231092391654542
p13udm90611,1.0229704162089286
p13udm90616,1.0178570735864814
p13udm90617,1.018678706973494
p13udm90620,1.0153256340293741
p13udm90623,1.018372864014491
p13udm90625,1.0219502942991474
p13udm90626,1.0213016721421981
p13udm90627,1.0216564676705149
p13udm90631,1.0173844375862184
p13udm90632,1.0159523102964352
p13udm90633,1.0192703811314785
p13udm90636,1.0234743045598653
p13udm90649,0.9805899292395823
p13udm90656,1.0146584952947724
p13udm90657,1.0149265556063376
p13udm90660,1.0130752185699508
p13udm90665,1.017675737435531
p13udm90667,1.0188481421260795
p13udm90668,1.0181954418017836
p13udm90671,1.016519960331753
p13udm90675,1.0235353029048144
p13udm90676,1.0235867823299287
p13udm90684,1.013704330899391
p13udm90686,1.0143132763532532
p13udm90687,1.0138784463420265
p13udm90691,1.0108827227827655
p13udm90692,1.0137100152789427
p13udm90704,1.0131909023411567
p13udm90706,1.0155648481855313
p13udm90707,1.0157374093337368
p13udm91283,1.023876863881249
p13udm91285,1.0227973652549416
p13udm91288,1.0167851719529657
p13udm91315,1.0217655708328297
p13udm91316,1.0196120474218253
p13udm91317,1.021040972910456
p13udm91319,1.0209102755182815
p13udm91324,1.0224354780757814
p13udm91325,1.0222411890293133
p13udm91326,1.0231563088323652
p13udm91327,1.020723607254535
p13udm91329,1.020251883634
p13udm91331,1.0219190136132403
p13udm91338,1.0242141718228612
p13udm91339,1.0245179932686976
p13udm91353,1.0156679446635315
p13udm91354,1.0164001128505238
p13udm91365,1.0221512908706991
p13udm91367,1.0223637776514418
p13udm91368,1.0219249629626401
p13udm91369,1.021427428903308
p13udm91371,1.0237668886679787
p13udm91372,1.0235606469029426
p13udm91373,1.023587992899285
p13udm91374,1.0240893487135554
p13udm91380,1.0152898646136563
p13udm91381,1.016989473970607
p13udm91384,1.0170319436423942
p13udm91388,1.0195793215930726
p13udm91389,1.0226910028925909
p13udm91390,1.0208381576573298
p13udm91392,1.0214939299434018
p13udm91393,1.0222186216213718
p13udm91395,1.022861016991531
p13udm91396,1.017044544756076
p13udm91397,1.0153047974106724
p13udm91399,1.0164260544512702
p13udm91401,1.01598255939337
p13udm91402,1.0155059556054296
p13udm91405,1.0181589891438119
p13udm91407,1.0187623243295114
p13udm91408,1.0187066650853644
p13udm91409,1.0180016830981913
p13udm91410,1.015527018474554
p13udm91413,1.0153834624423552
p13udm91414,1.0223730796437729
p13udm91416,1.0221718734970517
p13udm91417,1.0210833976862568
p13udm91422,1.015712114393743
p13udm91424,1.0212512353869072
p13udm91425,1.0223083295469608
p13udm91428,1.0192173005019596
p13udm91431,1.0193008970948476
p13udm91434,1.01617262377831
p13udm91439,1.0200323010856933
p13udm91443,1.0212611752195961
p13udm91444,1.0215749100788876
p13udm91973,1.0179668913395545
p13udm91974,1.018802528502528
p13udm91977,1.0179499754865184
p13udm91980,1.0173375640088178
p13udm91981,1.0226561790708444
p13udm91983,1.0224035342885829
p13udm91986,1.0221223090253992
p13udm91987,1.0225136416692138
p13udm91993,1.020984745153586
p13udm91996,1.0223880122904718
p13udm91999,1.022115554414195
p13udm92000,1.0218206249042778
p13udm92001,1.0225302079921326
p13udm92006,1.024128166059696
p13udm92007,1.024861823614909
p13udm92032,1.0225172903912192
p13udm92033,1.0204260167672639
p13udm92035,1.0237072591869052
p13udm92036,1.0224995104950856
p13udm92037,1.0230719205630519
p13udm92040,1.0181294277059445
p13udm92041,1.0172359250527498
p13udm92042,1.0139189106654247
p13udm92043,1.0183130614743456
p13udm92045,1.017901848782063
p13udm92048,1.0218863350025558
p13udm92049,1.0206650674024387
p13udm92053,1.02207063384113
p13udm92055,1.022987272036505
p13udm92056,1.023251988458863
p13udm92058,1.016491066911715
p13udm92059,1.0169094622133372
p13udm92061,1.0164257759964863
p13udm92062,1.017286311641656
p13udm92065,1.0175566686221371
p13udm92066,1.018252414334684
p13udm92067,1.0184443129673166
p13udm92068,1.0182115041879851
p13udm92072,1.01868471217453
p13udm92075,1.01830313968539
p13udm92077,1.0201159324431273
p13udm92080,1.019339963866619
p13udm92081,1.0192606358443634
p13udm92085,1.0206512781476444
p13udm92086,1.020473691353857
p13udm92087,1.018350451411741
p13udm92089,1.0174536612920386
p13udm92093,1.0159788850283316
p13udm92096,1.0183038331366694
p13udm92098,1.0184107057542962
p13udm92100,1.0189316950210956
p13udm92101,1.0196851196644339
p13udm92102,1.023480750045655
p13udm92104,1.0245514188999971
p13udm92107,1.023622345554545
p13udm92108,1.0238868896014435
p13udm92110,1.0212793520056787
p13udm92111,1.0219398175644467
p13udm92113,1.02205305969311
p13udm92114,1.0216232959193978
p13udm92115,1.0226475878605865
p13udm92117,1.021785107820945
p13udm92119,1.023782304368493
p13udm92120,1.024165119194528
p13udm92121,1.0245757387938346
p13udm92123,1.017873207710824
p13udm92126,1.0176314048551962
p13udm92130,1.018663221563338
p13udm92131,1.0188311502598095
p13udm92133,1.0187585848931846
p13udm92134,1.0177937510720505
p13udm92135,1.0192917676216866
p13udm92138,1.0166174259602259
p13udm92139,1.0181961780593758
p13udm92142,1.0208155925716382
p13udm92144,1.0201927452743988
p13udm92146,1.0166325178759632
p13udm92147,1.0171297842097369
p13udm92148,1.0158811310613605
p13udm92151,1.0204060119513867
p13udm92342,1.0212894797363026
p13udm92344,1.0223301800266604
p13udm92711,1.0249416283203814
p13udm92712,1.0248871633918217
p13udm92715,1.0202049555432986
p13udm92720,1.0240202236584555
p13udm92721,1.0245074053482395
p13udm92722,1.023738531576066
p13udm92723,1.0247410369064336
p13udm92724,1.0227138040553079
p13udm92725,1.0241876009232438
p13udm92726,1.0231037348030831
p13udm92728,1.0234497924126895
p13udm92730,1.022304459278644
p13udm92733,1.0212719397232302
p13udm92734,1.0210260765103107
p13udm92735,1.0219055238664012
p13udm92737,1.021925048388721
p13udm92740,1.0182995870765108
p13udm92742,1.0177433206610083
p13udm92744,1.0153260216979985
p13udm92746,1.0157745122017463
p13udm92749,1.0211781752787221
p13udm92750,1.024380856642726
p13udm92751,1.023941275100257
p13udm92754,1.0237033850588984
p13udm92757,1.020104694593023
p13udm92759,1.0194363482659141
p13udm92760,1.0207773446220159
p13udm92761,1.0189291517330181
p13udm92767,1.0243834936576683
p13udm92768,1.0242287363393094
p13udm92769,1.023919305438028
p13udm92771,1.0178611262869768
p13udm92772,1.0180851704128013
p13udm92775,1.0153973808195111
p13udm92776,1.016953297547314
p13udm92778,1.016333752772773
p13udm92780,1.0152142178634491
p13udm92783,1.0139177359895633
p13udm92784,1.0123684980559948
p13udm92785,1.0126943705194125
p13udm92790,1.0249053390805445
p13udm92792,1.024356013870259
p13udm92795,1.0158990298663697
p13udm92796,1.0162103781864498
p13udm92798,1.0167986616499456
p13udm92802,1.0228448566265604
p13udm92803,1.022771665489655
p13udm92804,1.0222955284516253
p13udm92807,1.0213308202322717
p13udm92810,1.0243591960384701
p13udm92811,1.0226502386259422
p13udm92814,1.0143174381597246
p13udm92815,1.0173702789263621
p13udm92816,1.0161705629938798
p13udm92817,1.0172103961555456
p13udm92820,1.0167654252049592
p13udm92823,1.0175007739810993
p13udm92833,1.0225428826862397
p13udm92834,1.022712022868347
p13udm92836,1.0240144730167882
p13udm92842,1.0237595303763949
p13udm92845,1.0241050119000623
p13udm93169,1.0187399858071151
p13udm93172,1.019428303369245
p13udm93173,1.0182093121521434
p13udm93181,1.0206189404704296
