hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
16, 1800.00000, 1824.19, 16.1852, 1754.78, 17.8411, 1870.73, 19.6453
16, 2700.00000, 1398.96, 26.3306, 1438.95, 26.8837, 1464.01, 30.5959
17, 0.00000, 1137.79, 36.7852, 1219.93, 35.7874, 1257.44, 38.6706
17, 900.00000, 1934.19, 15.1045, 1892.59, 16.5935, 1940.78, 18.8367
17, 1800.00000, 1991.06, 14.6491, 1972.04, 15.6599, 2073.83, 17.5763
17, 2700.00000, 2163.58, 14.619, 2164.76, 15.4118, 2228.37, 17.5215
18, 0.00000, 2234.01, 14.5282, 2242.25, 15.2619, 2285.54, 17.3442
18, 900.00000, 2313.87, 16.6013, 2327.52, 17.8079, 2324.09, 19.8419
18, 1800.00000, 1370.1, 46.9176, 1580.29, 41.9703, 1510.37, 47.18
18, 2700.00000, 2710, 16.1923, 2718.87, 17.8862, 2793.27, 20.0228
19, 0.00000, 2814.76, 15.7678, 2704.63, 17.2301, 2804.01, 19.0168
19, 900.00000, 2768.91, 16.3207, 2760.91, 17.6348, 2786.34, 20.023
19, 1800.00000, 2733.52, 16.398, 2893.9, 16.8114, 2791.72, 20.2321
19, 2700.00000, 2658.49, 18.7604, 2731.56, 19.3698, 2737.73, 22.8955
20, 0.00000, 1480.39, 48.1129, 1702.25, 42.0436, 1633.61, 49.7484
20, 900.00000, 1853.25, 31.7176, 1924, 31.1064, 1990.39, 33.7545
20, 1800.00000, 2464.69, 17.9604, 2482.21, 19.0863, 2517.01, 21.7911
20, 2700.00000, 2318.43, 18.4407, 2386.18, 19.186, 2374.47, 22.3143
21, 0.00000, 2285.51, 18.4789, 2385.09, 18.9949, 2393.25, 22.3718
21, 900.00000, 2359.92, 18.0848, 2434.34, 18.8416, 2427, 21.8966
21, 1800.00000, 1818.27, 30.2187, 1999.08, 29.3872, 1991.38, 33.8659
21, 2700.00000, 2151.89, 25.8622, 2237.39, 26.4392, 2297.05, 28.9219
22, 0.00000, 2737.56, 18.0543, 2758.45, 19.1554, 2777.06, 21.2917
22, 900.00000, 2800.43, 17.0018, 2826.76, 18.4714, 3016.79, 20.7069
22, 1800.00000, 2935.65, 16.4341, 3039.79, 17.501, 3104.08, 20.1735
22, 2700.00000, 2803.11, 16.3833, 2885.46, 17.7284, 2946.65, 20.2141
23, 0.00000, 2495.53, 19.1004, 2636.22, 20.0768, 2671.87, 22.8896
23, 900.00000, 1735.12, 33.0764, 1881.17, 32.0839, 1918.03, 36.0044
23, 1800.00000, 2101.12, 20.1031, 2185.13, 20.9522, 2173.18, 23.3917
23, 2700.00000, 2059.63, 17.5724, 2123.01, 18.3843, 2106.11, 21.0625
24, 0.00000, 1965.53, 16.9072, 1976.33, 17.6646, 2016.82, 20.8507
24, 900.00000, 1931.71, 16.5931, 1892.93, 17.5759, 2028.95, 20.1904
24, 1800.00000, 1815.78, 16.3844, 1721.32, 18.1278, 1852.71, 20.471
24, 2700.00000, 1518.07, 23.5108, 1534.81, 24.4459, 1530.26, 27.7376
25, 0.00000, 1455.22, 24.4541, 1470.25, 25.3955, 1496.01, 28.2868
25, 900.00000, 1889.96, 15.7258, 1818.19, 17.083, 1840.73, 19.4401
25, 1800.00000, 1978.26, 15.6709, 1976.03, 16.6675, 2056.19, 18.5861
25, 2700.00000, 2128.41, 15.2209, 2131.54, 16.0886, 2221.19, 18.0632
26, 0.00000, 2218.98, 15.7301, 2230.33, 16.4467, 2253.89, 18.4709
26, 900.00000, 1915.38, 24.3921, 2014.27, 24.2914, 1944.78, 28.5425
26, 1800.00000, 1577.56, 37.4557, 1715.22, 35.9841, 1763.47, 39.4092
26, 2700.00000, 2669.89, 16.8742, 2634.95, 18.6516, 2772.56, 20.939
27, 0.00000, 2562.94, 16.9203, 2575.62, 18.4928, 2683.28, 21.1687
27, 900.00000, 2572.08, 17.338, 2601.74, 18.7374, 2686.03, 21.1732
27, 1800.00000, 2700.65, 17.2079, 2767.91, 17.787, 2703.21, 20.7631
27, 2700.00000, 2601.31, 17.8701, 2671.1, 18.6741, 2658.52, 21.6412
28, 0.00000, 2343.41, 20.7449, 2468.91, 21.5852, 2411.76, 24.6573
28, 900.00000, 2320.96, 20.9678, 2437.33, 21.7468, 2386.41, 25.285
28, 1800.00000, 2439.52, 18.2263, 2467.74, 19.6541, 2476.82, 22.5102
28, 2700.00000, 2338.44, 18.7939, 2364.5, 19.9422, 2384.34, 23.2924
29, 0.00000, 2299.41, 19.186, 2307.35, 20.5358, 2294.03, 23.0265
29, 900.00000, 2368.97, 19.1872, 2377.03, 20.0504, 2548.08, 22.802
29, 1800.00000, 1579.21, 43.4182, 1725.79, 40.0782, 1756.28, 45.9985
29, 2700.00000, 1640.42, 42.8297, 1856, 39.1981, 1855.58, 42.9423
30, 0.00000, 2737.09, 18.3022, 2791.68, 19.8225, 2857.44, 22.7683
30, 900.00000, 2824.21, 17.8955, 2863.06, 19.5089, 2966.18, 22.0807
30, 1800.00000, 2899.39, 17.3537, 2962.02, 18.8041, 3043.72, 21.3464
30, 2700.00000, 2771.38, 17.7203, 2766.17, 18.7822, 2872.18, 21.6219
31, 0.00000, 2063.54, 27.0414, 2191.38, 27.2621, 2273.13, 31.3168
31, 900.00000, 1293.01, 63.5337, 1464.53, 53.495, 1474.06, 59.9215
31, 1800.00000, 1755.21, 26.1926, 1913.52, 26.7509, 1921.57, 29.0968
31, 2700.00000, 1990.74, 19.3127, 1948.01, 20.3522, 2026.15, 23.353
32, 0.00000, 1909.11, 18.7912, 1910.94, 19.6213, 1961.04, 22.5777
32, 900.00000, 1739.34, 18.0529, 1716.28, 19.4471, 1804.98, 22.2376
32, 1800.00000, 1663.61, 17.8171, 1610.11, 19.7629, 1686.22, 22.1488
32, 2700.00000, 1111.06, 37.1473, 1151.57, 37.0776, 1200.2, 41.3958
33, 0.00000, 1362.14, 24.8451, 1345.37, 26.4067, 1404.56, 29.2003
33, 900.00000, 1700.01, 17.3898, 1609.64, 19.1188, 1684.97, 21.6232
33, 1800.00000, 1751.32, 17.0453, 1705.51, 18.517, 1812.2, 20.6594
33, 2700.00000, 1966.26, 16.6656, 1909.94, 17.9171, 2024.79, 20.2028
34, 0.00000, 2019.36, 17.1057, 1987.66, 18.0809, 2130.73, 20.0899
34, 900.00000, 1708.44, 27.8541, 1781.96, 27.7976, 1877.5, 31.3562
34, 1800.00000, 1638.79, 33.0888, 1739.97, 33.0361, 1910, 35.3459
34, 2700.00000, 2380.28, 19.5584, 2289.76, 21.1897, 2502.36, 23.7375
35, 0.00000, 2463.13, 17.7428, 2452.63, 19.3666, 2600.6, 22.4962
35, 900.00000, 2457.02, 18.1786, 2547.02, 19.5009, 2598.8, 22.8612
35, 1800.00000, 2585.41, 18.1971, 2713.58, 18.616, 2630.97, 22.499
35, 2700.00000, 2424.11, 20.6407, 2457.36, 21.895, 2438.86, 25.2518
36, 0.00000, 1479.98, 53.2235, 1596.7, 47.7727, 1595.44, 55.2244
36, 900.00000, 1846.31, 33.4041, 1967.04, 33.1821, 1958.11, 36.0799
36, 1800.00000, 2430.69, 18.2595, 2466.57, 19.7437, 2413.29, 21.9942
36, 2700.00000, 2372.65, 18.1771, 2457.3, 19.3762, 2391.69, 22.075
37, 0.00000, 2408.25, 18.1026, 2445.09, 19.3717, 2408.29, 21.6398
37, 900.00000, 2479.37, 18.0484, 2575.44, 19.2336, 2485.82, 21.0872
37, 1800.00000, 2153.3, 23.3639, 2273.37, 24.2229, 2200.85, 26.5705
37, 2700.00000, 2642.67, 19.3042, 2658.75, 20.5129, 2825.79, 22.7603
38, 0.00000, 2788.16, 17.8033, 2837.58, 19.1097, 2897.31, 21.5281
38, 900.00000, 2887.81, 17.2897, 2964.77, 18.7444, 2965.54, 20.9005
38, 1800.00000, 2817.79, 17.1238, 2916.25, 18.6578, 2909.25, 20.81
38, 2700.00000, 2708.26, 17.1969, 2804.4, 18.224, 2917.34, 21.0912
39, 0.00000, 2225.52, 23.8816, 2348.72, 24.282, 2447.47, 28.2004
39, 900.00000, 1482.25, 45.6705, 1670.95, 40.6761, 1711.94, 45.8445
39, 1800.00000, 1795.22, 26.9755, 1857.48, 27.6763, 1921.22, 29.4299
39, 2700.00000, 2031.29, 18.0974, 2083.76, 19.2044, 2056.8, 21.8193
40, 0.00000, 1999.9, 17.6862, 2002.53, 18.4433, 1977.73, 21.2318
40, 900.00000, 1889.85, 16.6097, 1864.51, 18.0276, 1931.33, 20.2751
40, 1800.00000, 1784.17, 16.5393, 1737.02, 18.5989, 1829.23, 20.5809
40, 2700.00000, 918.058, 62.3431, 1017.36, 54.3829, 996.039, 65.2049
41, 0.00000, 981.661, 46.6664, 1080.83, 43.4207, 1089.08, 46.8844
41, 900.00000, 1832.03, 15.4247, 1770.11, 16.8179, 1826.84, 19.5553
41, 1800.00000, 1919.25, 15.0276, 1907.94, 15.8966, 1978.57, 18.1787
41, 2700.00000, 2088.93, 14.7961, 2111.41, 15.5487, 2157.95, 17.9286
42, 0.00000, 2111.66, 15.684, 2127.05, 16.0791, 2167.94, 18.6323
42, 900.00000, 1467.47, 35.5901, 1578.93, 32.4931, 1477.8, 40.7663
42, 1800.00000, 1278.34, 52.8334, 1434.75, 45.5419, 1421.68, 51.7701
42, 2700.00000, 2460.14, 19.4668, 2384.75, 20.4861, 2476.36, 23.2013
43, 0.00000, 2618.25, 17.1601, 2535.33, 18.4089, 2673.07, 21.202
43, 900.00000, 2562.52, 18.4606, 2555.48, 19.3801, 2722.98, 22.7007
43, 1800.00000, 2700.54, 18.0972, 2799.33, 18.5421, 2732.52, 22.3207
43, 2700.00000, 2339.85, 22.4671, 2324.24, 23.4999, 2338.53, 27.6437
44, 0.00000, 1357.5, 63.9633, 1453.53, 56.2224, 1583.8, 60.4924
44, 900.00000, 1687.77, 37.7118, 1828.95, 36.3881, 1953.9, 38.6443
44, 1800.00000, 2298.05, 19.0614, 2375.86, 20.8741, 2409.38, 23.0701
44, 2700.00000, 2357.44, 18.7374, 2397.97, 19.8136, 2471.45, 22.7749
45, 0.00000, 2249.88, 19.3912, 2302.27, 20.3916, 2388.16, 23.3696
45, 900.00000, 2397.35, 19.4359, 2436.82, 20.4206, 2462.39, 23.5446
45, 1800.00000, 2041.39, 25.9102, 2123.78, 26.5941, 2212.14, 29.6272
45, 2700.00000, 1786.21, 36.4465, 1930.51, 35.1014, 1997.5, 37.9541
46, 0.00000, 2698.74, 18.2826, 2712.57, 19.523, 2771.49, 22.1701
46, 900.00000, 2849.66, 17.0511, 2886.21, 18.6212, 2954.97, 20.6708
46, 1800.00000, 2840.82, 16.9897, 2831.52, 17.8515, 2895.29, 20.4352
46, 2700.00000, 2751.76, 17.3391, 2829.05, 18.1993, 2827.02, 20.8456
47, 0.00000, 2308.9, 22.2082, 2507.68, 22.5423, 2394.28, 26.1134
47, 900.00000, 1341.94, 60.4173, 1484.7, 51.4989, 1511.55, 57.5564
47, 1800.00000, 1826.56, 26.273, 1891.03, 26.7576, 1898.89, 28.3105
47, 2700.00000, 2149.98, 17.0193, 2150.59, 17.8991, 2119.86, 20.4228
48, 0.00000, 2031.94, 16.5422, 2055.51, 17.2333, 2042.71, 19.8473
48, 900.00000, 1848.15, 15.8908, 1860.59, 17.2422, 1981.58, 19.402
48, 1800.00000, 1691.23, 16.4914, 1680.7, 18.4536, 1755.46, 20.3406
48, 2700.00000, 863.53, 81.4722, 913.317, 68.0599, 951.286, 80.403
49, 0.00000, 852.155, 64.0502, 950.739, 55.3627, 969.989, 58.9983
49, 900.00000, 1781.13, 15.6418, 1761.15, 17.0653, 1782.18, 19.6281
49, 1800.00000, 1847.38, 15.0926, 1864.78, 16.0825, 1946, 18.1904
49, 2700.00000, 2008.68, 14.7947, 2048.09, 15.6081, 2093.45, 17.9189
50, 0.00000, 2069.73, 14.9991, 2068.01, 15.7373, 2146.6, 18.0324
50, 900.00000, 1586.29, 29.9676, 1679.09, 28.9549, 1631.35, 34.7296
50, 1800.00000, 1193.44, 60.1451, 1313.16, 52.9484, 1334.47, 58.1556
50, 2700.00000, 2271.13, 20.2155, 2222.07, 21.907, 2346.46, 24.1213
51, 0.00000, 2433.17, 17.2028, 2426.86, 18.2982, 2456.69, 21.3913
51, 900.00000, 2391.22, 18.2021, 2487.74, 19.214, 2506.6, 21.7125
51, 1800.00000, 2417.61, 18.1914, 2583.36, 18.4761, 2473.89, 21.8665
51, 2700.00000, 2085.94, 23.365, 2157.12, 23.9599, 2115.2, 28.3245
52, 0.00000, 1290.43, 57.4872, 1398.7, 51.0791, 1470.4, 55.9267
52, 900.00000, 1509.24, 39.9472, 1669.66, 37.7814, 1739.09, 39.6832
52, 1800.00000, 2124.45, 19.3405, 2186.83, 20.5803, 2309.39, 23.7546
52, 2700.00000, 2054.1, 19.6238, 2158.6, 20.4676, 2167.25, 23.9292
53, 0.00000, 2014.29, 20.1827, 2114.13, 21.1088, 2227.93, 24.7909
53, 900.00000, 2121.26, 19.5032, 2282.13, 20.3545, 2340.24, 23.9056
53, 1800.00000, 1210.3, 57.9641, 1450.29, 48.232, 1512.21, 56.1151
53, 2700.00000, 1319.03, 62.5491, 1485.23, 52.6513, 1600.79, 56.1284
54, 0.00000, 2538.57, 18.9962, 2555.88, 19.6268, 2737.04, 23.0898
54, 900.00000, 2711.33, 17.9075, 2744.76, 19.2658, 2903.45, 21.9751
54, 1800.00000, 2736.06, 17.2006, 2789.42, 18.5031, 2868.71, 21.5735
54, 2700.00000, 2701.18, 17.3323, 2721.64, 18.2641, 2802.53, 21.4479
55, 0.00000, 2478.15, 19.9949, 2538.05, 21.011, 2589.5, 24.1256
55, 900.00000, 1307.69, 62.1181, 1466.78, 52.4854, 1436.38, 60.5701
55, 1800.00000, 1640.34, 29.7033, 1776.11, 29.8962, 1790.63, 31.5385
55, 2700.00000, 2008.06, 16.5104, 2066.64, 17.8637, 2009.06, 20.4419
56, 0.00000, 1984.7, 16.2136, 2033.17, 17.1167, 2019.98, 19.871
56, 900.00000, 1929.1, 15.5275, 1927.65, 16.9108, 2003.03, 18.9631
56, 1800.00000, 1832.6, 16.4245, 1740.47, 18.5553, 1840.89, 20.2195
56, 2700.00000, 1011.7, 51.5109, 1109.79, 46.5992, 1084.99, 54.5563
57, 0.00000, 963.618, 57.9649, 1070.82, 50.9117, 1077.58, 53.7756
57, 900.00000, 2005.87, 14.6916, 1949.58, 16.0702, 1987.21, 18.1433
57, 1800.00000, 2075.78, 13.9916, 2064.39, 15.2217, 2171.13, 16.8092
57, 2700.00000, 2242.36, 14.0963, 2312.72, 15.2, 2316.21, 16.8096
58, 0.00000, 2383.13, 14.7537, 2377.57, 15.591, 2445.39, 17.4384
58, 900.00000, 1610.66, 34.9005, 1716.8, 32.6785, 1638.86, 39.3907
58, 1800.00000, 1341.77, 60.5022, 1458.5, 52.1566, 1492.96, 56.9253
58, 2700.00000, 2481.69, 19.5816, 2512.55, 21.5624, 2563.22, 22.4626
59, 0.00000, 2818.77, 15.6564, 2734.63, 17.1113, 2818.9, 19.1172
59, 900.00000, 2821.06, 16.2016, 2836.29, 17.1337, 2842.24, 19.7201
59, 1800.00000, 2875.33, 16.0707, 3009.54, 16.5529, 2891.46, 19.6848
59, 2700.00000, 2401.11, 20.9917, 2534.16, 21.7704, 2403.63, 26.2446
60, 0.00000, 1380.15, 58.6702, 1606.08, 47.8516, 1518.86, 57.9016
60, 900.00000, 1737.27, 36.097, 1920.06, 33.7257, 1920.72, 36.2787
60, 1800.00000, 2537.9, 16.8749, 2528.23, 18.0057, 2550.12, 20.4481
60, 2700.00000, 2425.91, 17.2279, 2491.88, 17.6924, 2482.36, 20.761
61, 0.00000, 2329.6, 17.3397, 2391.94, 17.8649, 2389.2, 20.4602
61, 900.00000, 2452.85, 17.2101, 2550.29, 17.8569, 2504.78, 20.1957
61, 1800.00000, 1488.77, 45.8529, 1726.66, 39.8665, 1604.03, 47.7639
61, 2700.00000, 1503, 53.647, 1666.65, 47.0027, 1599.82, 50.8388
62, 0.00000, 2814.19, 17.2279, 2846.32, 18.3464, 2908.31, 20.655
62, 900.00000, 2877.57, 16.6088, 2903.95, 17.7899, 2890.46, 20.1745
62, 1800.00000, 2885.04, 16.0995, 2946.03, 17.2787, 2907.04, 19.6145
62, 2700.00000, 2810.42, 16.1751, 2789.66, 17.6674, 2775.94, 19.9176
63, 0.00000, 2005.73, 27.3284, 2134.18, 27.1613, 2135.71, 32.5737
63, 900.00000, 1255.29, 63.6478, 1426.65, 54.3753, 1493.97, 59.9722
63, 1800.00000, 1733.48, 26.0562, 1827.46, 27.2765, 1917.19, 28.7825
63, 2700.00000, 1990.45, 16.9762, 2009.94, 18.3852, 2036.59, 20.6411
64, 0.00000, 1950.29, 16.8456, 1978.23, 17.9498, 1938.72, 20.5093
64, 900.00000, 1887.87, 16.1681, 1859.18, 17.5492, 1952.3, 19.9739
64, 1800.00000, 1698.47, 17.8784, 1617.22, 20.0094, 1706.4, 22.0748
64, 2700.00000, 968.482, 52.9769, 1036.44, 48.8392, 1046.08, 55.4635
65, 0.00000, 883.205, 67.5389, 945.51, 59.5186, 971.623, 62.1145
65, 900.00000, 1796.72, 15.8908, 1745.59, 17.3619, 1786.95, 19.8385
65, 1800.00000, 1863.3, 15.7222, 1863.53, 16.8457, 1936.19, 19.6528
65, 2700.00000, 1983.88, 15.1908, 2011.8, 16.0637, 2082.28, 18.8796
66, 0.00000, 2119.69, 15.8423, 2108.76, 16.5323, 2141.83, 19.0592
66, 900.00000, 1980.7, 20.4001, 1973.36, 20.759, 2007.82, 24.2343
66, 1800.00000, 1868.09, 25.8575, 1927.76, 26.2849, 1973, 30.0204
66, 2700.00000, 2239.17, 21.8968, 2233.52, 23.4748, 2256.26, 25.4111
67, 0.00000, 2600.26, 17.2853, 2577.33, 18.7293, 2642.82, 21.6558
67, 900.00000, 2521.35, 18.0488, 2653.64, 19.3215, 2607.15, 21.8419
67, 1800.00000, 2611.97, 18.2426, 2754.95, 18.6153, 2660.57, 21.9287
67, 2700.00000, 2140.83, 24.7756, 2267.94, 25.2594, 2183.67, 29.6474
68, 0.00000, 1321.94, 69.2086, 1463.74, 58.1637, 1445.44, 66.7833
68, 900.00000, 1583.72, 42.3422, 1776.58, 39.5809, 1757.15, 41.9093
68, 1800.00000, 2449.92, 18.1609, 2495.76, 19.436, 2474.75, 21.8794
68, 2700.00000, 2427.1, 18.143, 2519.63, 18.9423, 2491.15, 21.674
69, 0.00000, 2423.99, 18.0851, 2526.38, 18.9168, 2483.92, 21.4992
69, 900.00000, 2524.56, 17.88, 2626.89, 18.6906, 2558.84, 21.3587
69, 1800.00000, 1511.31, 48.9228, 1754.48, 42.2377, 1645.11, 50.8438
69, 2700.00000, 1599.96, 53.2285, 1761.44, 46.4798, 1814.36, 49.8305
70, 0.00000, 2727.09, 17.7565, 2840.45, 18.926, 2855.45, 21.6081
70, 900.00000, 2976.72, 16.2455, 3123.06, 17.3215, 3080.68, 19.8836
70, 1800.00000, 2992.83, 15.9117, 3136.84, 17.0181, 3140.74, 19.4326
70, 2700.00000, 2857.09, 16.1964, 2969.49, 17.2159, 2991.87, 19.5508
71, 0.00000, 2092.76, 26.8317, 2273.26, 26.2972, 2319.1, 30.3546
71, 900.00000, 1677.44, 35.1758, 1893.99, 33.3297, 1852.19, 36.3852
71, 1800.00000, 1635.15, 31.0176, 1768.87, 30.9237, 1860.55, 30.664
71, 2700.00000, 2152.58, 16.8055, 2186.94, 17.7965, 2263.28, 19.3855
72, 0.00000, 2015.33, 16.5958, 2094.34, 17.688, 2076.87, 19.6533
72, 900.00000, 1979.63, 16.0926, 1958.85, 17.1727, 2104.09, 19.1041
72, 1800.00000, 1808.52, 18.0167, 1739.07, 19.9383, 1858.58, 21.5398
72, 2700.00000, 943.713, 85.2576, 966.489, 70.9394, 1029.36, 79.4224
73, 0.00000, 909.912, 76.3709, 972.736, 62.7314, 1024.96, 62.7016
73, 900.00000, 1923.42, 15.018, 1934.28, 16.1196, 1998.6, 17.9866
73, 1800.00000, 1995.67, 15.2789, 2057.85, 15.8765, 2169.54, 17.4956
73, 2700.00000, 2105.93, 14.9322, 2172.61, 15.3316, 2246, 17.4712
74, 0.00000, 2165.08, 15.6092, 2163.14, 15.9936, 2236.52, 18.1469
74, 900.00000, 1354.77, 40.9392, 1501.06, 36.6283, 1439.93, 44.412
74, 1800.00000, 1225.4, 71.7551, 1329.59, 59.1374, 1327.67, 64.5816
74, 2700.00000, 2244.13, 21.712, 2280.77, 23.3602, 2290.97, 24.4433
75, 0.00000, 2549.47, 16.9243, 2541.52, 18.6336, 2526.88, 20.3725
75, 900.00000, 2482.39, 18.0147, 2553.28, 19.3804, 2565.01, 22.1381
75, 1800.00000, 2583.23, 18.5066, 2745.73, 18.6874, 2612.59, 22.1617
75, 2700.00000, 2115.9, 25.3757, 2254.75, 25.7796, 2155.83, 30.4212
76, 0.00000, 1368.5, 68.5932, 1450.95, 59.3359, 1448.11, 68.1692
76, 900.00000, 1515.45, 45.5672, 1687.91, 42.2153, 1699.14, 44.0107
76, 1800.00000, 2340.8, 18.8418, 2377.36, 20.177, 2433.34, 22.6873
76, 2700.00000, 2355.41, 18.834, 2417.67, 20.0126, 2349.28, 22.9308
77, 0.00000, 2320.68, 19.0485, 2392.66, 19.9461, 2358.72, 22.9849
77, 900.00000, 2390.47, 18.966, 2450.33, 19.8669, 2447.29, 22.6055
77, 1800.00000, 1453.91, 52.2218, 1622.54, 46.2201, 1586.9, 54.9331
77, 2700.00000, 1489.57, 59.0943, 1635.94, 51.6832, 1683.83, 54.3221
78, 0.00000, 2676.64, 18.8325, 2704.06, 20.1223, 2803.44, 22.3235
78, 900.00000, 2922.91, 17.2467, 2939.11, 18.7801, 3015.61, 20.7951
78, 1800.00000, 2839.14, 16.8117, 2935.57, 18.1382, 2924.5, 20.4444
78, 2700.00000, 2716.79, 16.9488, 2858.23, 18.128, 2904.63, 20.8281
