hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
10, 900.00000, 7415.54, -0.0000205197, 7415.54, -120, 7415.54, 120, 385.552, -15.8215, 400.639, -135.869, 418.922, 104.033
10, 1800.00000, 7415.54, -0.0000216596, 7415.54, -120, 7415.54, 120, 406.238, -15.7655, 429.298, -136.026, 444.328, 103.489
10, 2700.00000, 7415.54, -0.0000259796, 7415.54, -120, 7415.54, 120, 460.348, -13.878, 494.581, -134.343, 509.737, 104.78
11, 0.00000, 7415.54, -0.0000250501, 7415.54, -120, 7415.54, 120, 450.126, -14.3561, 482.232, -134.493, 483.955, 104.418
11, 900.00000, 7415.54, -0.0000243258, 7415.54, -120, 7415.54, 120, 440.965, -14.6515, 469.234, -135.318, 489.239, 103.553
11, 1800.00000, 7415.54, -0.0000258021, 7415.54, -120, 7415.54, 120, 465.224, -14.4724, 471.746, -135.739, 513.287, 103.594
11, 2700.00000, 7415.54, -0.0000254451, 7415.54, -120, 7415.54, 120, 466.079, -14.9993, 462.075, -135.928, 501.887, 103.115
12, 0.00000, 7415.54, -0.0000233475, 7415.54, -120, 7415.54, 120, 435.421, -15.5851, 445.907, -136.495, 477.523, 102.507
12, 900.00000, 7415.54, -0.0000233667, 7415.54, -120, 7415.54, 120, 442.652, -16.0856, 449.815, -136.687, 484.159, 102.337
12, 1800.00000, 7415.54, -0.0000241716, 7415.54, -120, 7415.54, 120, 444.774, -15.1481, 442.745, -135.914, 472.735, 103.139
12, 2700.00000, 7415.54, -0.000023699, 7415.54, -120, 7415.54, 120, 434.63, -15.038, 440.037, -135.722, 458.9, 103.225
13, 0.00000, 7415.54, -0.0000230651, 7415.54, -120, 7415.54, 120, 426.515, -15.3088, 429.212, -136.074, 458.858, 102.997
13, 900.00000, 7415.54, -0.0000235577, 7415.54, -120, 7415.54, 120, 431.115, -14.9671, 445.081, -135.558, 463.86, 103.563
13, 1800.00000, 7415.54, -0.0000185751, 7415.54, -120, 7415.54, 120, 392.053, -19.2749, 410.156, -139.257, 430.141, 100.556
13, 2700.00000, 7415.54, -0.0000162717, 7415.54, -120, 7415.54, 120, 388.775, -22.4498, 404.742, -141.59, 425.201, 98.6168
14, 0.00000, 7415.54, -0.0000267426, 7415.54, -120, 7415.54, 120, 491.911, -15.1393, 506.433, -135.868, 515.728, 104.001
14, 900.00000, 7415.54, -0.0000278513, 7415.54, -120, 7415.54, 120, 505.651, -14.7064, 527.06, -135.228, 538.319, 104.588
14, 1800.00000, 7415.54, -0.0000276561, 7415.54, -120, 7415.54, 120, 496.195, -14.3067, 525.866, -134.947, 528.764, 104.739
14, 2700.00000, 7415.54, -0.000027247, 7415.54, -120, 7415.54, 120, 488.75, -14.299, 512.62, -135.175, 508.933, 104.775
15, 0.00000, 7415.54, -0.0000243897, 7415.54, -120, 7415.54, 120, 466.126, -16.3642, 483.837, -136.508, 486.347, 103.344
15, 900.00000, 7415.54, -0.0000178953, 7415.54, -120, 7415.54, 120, 382.234, -19.6004, 394.575, -139.673, 411.912, 100.532
15, 1800.00000, 7415.54, -0.0000181919, 7415.54, -120, 7415.54, 120, 362.989, -17.6679, 377.197, -137.384, 394.616, 102.401
15, 2700.00000, 7415.54, -0.0000206701, 7415.54, -120, 7415.54, 120, 365.97, -13.8434, 370.952, -134.718, 388.326, 105.371
16, 0.00000, 7415.54, -0.0000202706, 7415.54, -120, 7415.54, 120, 354.329, -13.3952, 351.593, -134.316, 366.958, 105.673
16, 900.00000, 7415.54, -0.0000196099, 7415.54, -120, 7415.54, 120, 338.793, -12.9782, 336.206, -133.967, 350.233, 106.194
16, 1800.00000, 7415.54, -0.0000178811, 7415.54, -120, 7415.54, 120, 308.797, -12.9598, 317.352, -133.675, 329.501, 106.258
16, 2700.00000, 7415.54, -7.04519E-6, 7415.54, -120, 7415.54, 120, 207.154, -26.814, 237.108, -143.544, 246.037, 97.0617
17, 0.00000, 7415.54, 3.89054E-7, 7415.54, -120, 7415.54, 120, 153.95, -46.2593, 178.733, -155.783, 198.977, 86.7138
17, 900.00000, 7415.54, -0.000019306, 7415.54, -120, 7415.54, 120, 327.526, -12.3169, 335.535, -132.848, 348.608, 106.646
17, 1800.00000, 7415.54, -0.0000197702, 7415.54, -120, 7415.54, 120, 335.162, -12.2914, 341.865, -132.69, 360.48, 106.689
17, 2700.00000, 7415.54, -0.0000212721, 7415.54, -120, 7415.54, 120, 360.303, -12.2613, 374.149, -132.579, 395.079, 106.839
18, 0.00000, 7415.54, -0.0000221183, 7415.54, -120, 7415.54, 120, 375.559, -12.3532, 387.197, -132.807, 409.057, 106.606
18, 900.00000, 7415.54, -0.0000213021, 7415.54, -120, 7415.54, 120, 387.668, -14.7787, 398.955, -135.217, 419.293, 104.554
18, 1800.00000, 7415.54, 6.22258E-6, 7415.54, -120, 7415.54, 120, 204.589, -61.1101, 209.584, -170.318, 241.793, 75.5562
18, 2700.00000, 7415.54, -0.0000243612, 7415.54, -120, 7415.54, 120, 449.592, -15.2455, 465.13, -135.04, 491.639, 103.956
19, 0.00000, 7415.54, -0.0000257892, 7415.54, -120, 7415.54, 120, 458.791, -14.0147, 478.751, -134.326, 488.083, 104.48
19, 900.00000, 7415.54, -0.0000254998, 7415.54, -120, 7415.54, 120, 455.762, -14.1743, 472.783, -134.905, 493.113, 103.99
19, 1800.00000, 7415.54, -0.0000271647, 7415.54, -120, 7415.54, 120, 481.157, -13.8655, 474.618, -135.081, 511.566, 104.228
19, 2700.00000, 7415.54, -0.0000229577, 7415.54, -120, 7415.54, 120, 446.063, -16.8738, 448.844, -137.587, 473.017, 101.814
20, 0.00000, 7415.54, 6.88798E-6, 7415.54, -120, 7415.54, 120, 215.915, -61.9258, 232.933, -170.575, 261.767, 73.5349
20, 900.00000, 7415.54, -6.64668E-6, 7415.54, -120, 7415.54, 120, 287.575, -32.7522, 302.462, -149.909, 347.107, 91.3427
20, 1800.00000, 7415.54, -0.0000237418, 7415.54, -120, 7415.54, 120, 433.51, -14.8929, 438.461, -136.041, 466.651, 103.16
20, 2700.00000, 7415.54, -0.0000229032, 7415.54, -120, 7415.54, 120, 419.306, -14.9797, 434.442, -135.72, 442.552, 103.153
21, 0.00000, 7415.54, -0.000022712, 7415.54, -120, 7415.54, 120, 417.229, -15.0923, 424.364, -135.859, 445.691, 103.027
21, 900.00000, 7415.54, -0.0000232532, 7415.54, -120, 7415.54, 120, 424.93, -14.919, 428.826, -135.794, 456.913, 103.51
21, 1800.00000, 7415.54, -7.74229E-6, 7415.54, -120, 7415.54, 120, 295.718, -31.1014, 310.687, -149.044, 336.104, 92.2057
21, 2700.00000, 7415.54, -0.0000130767, 7415.54, -120, 7415.54, 120, 356.348, -25.3464, 372.482, -143.836, 401.192, 96.8553
22, 0.00000, 7415.54, -0.0000253971, 7415.54, -120, 7415.54, 120, 474.333, -15.6341, 484.032, -135.993, 498.23, 103.709
22, 900.00000, 7415.54, -0.0000269678, 7415.54, -120, 7415.54, 120, 492.374, -14.8933, 495.689, -135.432, 502.67, 104.377
22, 1800.00000, 7415.54, -0.0000275452, 7415.54, -120, 7415.54, 120, 495.047, -14.3644, 513.441, -135.164, 518.664, 104.621
22, 2700.00000, 7415.54, -0.000026788, 7415.54, -120, 7415.54, 120, 478.711, -14.1702, 490.033, -135.017, 499.709, 104.829
23, 0.00000, 7415.54, -0.000021614, 7415.54, -120, 7415.54, 120, 424.652, -17.2103, 448.123, -137.575, 454.537, 102.52
23, 900.00000, 7415.54, -4.59179E-6, 7415.54, -120, 7415.54, 120, 263.785, -35.7943, 283.659, -151.544, 297.854, 90.0064
23, 1800.00000, 7415.54, -0.0000168171, 7415.54, -120, 7415.54, 120, 346.296, -18.58, 344.438, -138.657, 366.262, 101.691
23, 2700.00000, 7415.54, -0.0000205578, 7415.54, -120, 7415.54, 120, 365.716, -14.0073, 356.807, -135.045, 369.562, 105.204
24, 0.00000, 7415.54, -0.0000202871, 7415.54, -120, 7415.54, 120, 355.691, -13.5015, 347.081, -134.34, 358.505, 105.717
24, 900.00000, 7415.54, -0.0000194551, 7415.54, -120, 7415.54, 120, 337.692, -13.1447, 336.492, -134.174, 346.579, 105.972
24, 1800.00000, 7415.54, -0.0000179837, 7415.54, -120, 7415.54, 120, 312.064, -13.1317, 316.948, -133.866, 327.957, 105.96
24, 2700.00000, 7415.54, -9.45328E-6, 7415.54, -120, 7415.54, 120, 231.604, -23.0183, 255.207, -141.245, 265.545, 99.0455
25, 0.00000, 7415.54, -9.14784E-6, 7415.54, -120, 7415.54, 120, 227.393, -23.3493, 248.174, -140.992, 264.212, 98.9536
25, 900.00000, 7415.54, -0.0000190296, 7415.54, -120, 7415.54, 120, 324.641, -12.5204, 327.842, -133.147, 339.842, 106.267
25, 1800.00000, 7415.54, -0.00001953, 7415.54, -120, 7415.54, 120, 334.903, -12.7091, 343.441, -133.274, 359.694, 106.001
25, 2700.00000, 7415.54, -0.0000209933, 7415.54, -120, 7415.54, 120, 360.561, -12.7684, 374.354, -133.309, 392.911, 106.145
26, 0.00000, 7415.54, -0.0000217352, 7415.54, -120, 7415.54, 120, 374.742, -12.908, 385.078, -133.77, 403.593, 105.995
26, 900.00000, 7415.54, -0.0000130007, 7415.54, -120, 7415.54, 120, 311.116, -22.4806, 346.236, -140.846, 356.337, 99.068
26, 1800.00000, 7415.54, -1.49541E-6, 7415.54, -120, 7415.54, 120, 234.488, -41.6107, 269.157, -154.181, 289.95, 86.994
26, 2700.00000, 7415.54, -0.0000233034, 7415.54, -120, 7415.54, 120, 427.138, -15.0192, 465.25, -135.43, 480.541, 103.702
27, 0.00000, 7415.54, -0.0000233221, 7415.54, -120, 7415.54, 120, 423.069, -14.6739, 451.92, -135.166, 477.431, 103.835
27, 900.00000, 7415.54, -0.0000233632, 7415.54, -120, 7415.54, 120, 429.574, -15.1223, 457.68, -135.926, 477.743, 103.123
27, 1800.00000, 7415.54, -0.0000253634, 7415.54, -120, 7415.54, 120, 456.367, -14.4018, 458.993, -135.631, 497.394, 103.768
27, 2700.00000, 7415.54, -0.0000250868, 7415.54, -120, 7415.54, 120, 459.389, -14.9896, 451.253, -136.008, 480.689, 103.153
28, 0.00000, 7415.54, -0.0000200654, 7415.54, -120, 7415.54, 120, 405.883, -18.0722, 417.587, -138.774, 432.556, 100.303
28, 900.00000, 7415.54, -0.0000179238, 7415.54, -120, 7415.54, 120, 389.41, -20.0584, 386.784, -141.056, 419.053, 98.8629
28, 1800.00000, 7415.54, -0.0000234947, 7415.54, -120, 7415.54, 120, 435.309, -15.373, 441.265, -136.436, 456.57, 102.934
28, 2700.00000, 7415.54, -0.0000226207, 7415.54, -120, 7415.54, 120, 421.593, -15.5633, 428.556, -136.442, 438.528, 102.855
29, 0.00000, 7415.54, -0.0000222648, 7415.54, -120, 7415.54, 120, 417.017, -15.7223, 426.338, -136.6, 440.138, 102.591
29, 900.00000, 7415.54, -0.0000227085, 7415.54, -120, 7415.54, 120, 427.46, -15.883, 432.444, -136.852, 444.641, 102.768
29, 1800.00000, 7415.54, 3.69335E-6, 7415.54, -120, 7415.54, 120, 228.266, -53.4705, 256.367, -164.522, 268.561, 78.1195
29, 2700.00000, 7415.54, 1.71664E-6, 7415.54, -120, 7415.54, 120, 253.413, -48.5142, 280.495, -160.677, 296.774, 81.7906
30, 0.00000, 7415.54, -0.0000261605, 7415.54, -120, 7415.54, 120, 486.451, -15.4929, 504.46, -136.309, 492.315, 103.468
30, 900.00000, 7415.54, -0.0000276064, 7415.54, -120, 7415.54, 120, 508.197, -15.1656, 502.778, -135.943, 522.651, 103.88
30, 1800.00000, 7415.54, -0.0000270242, 7415.54, -120, 7415.54, 120, 494.331, -14.9557, 510.739, -135.673, 525.14, 104.122
30, 2700.00000, 7415.54, -0.000025923, 7415.54, -120, 7415.54, 120, 472.819, -14.8586, 497.103, -135.604, 497.817, 104.001
31, 0.00000, 7415.54, -0.0000104116, 7415.54, -120, 7415.54, 120, 323.36, -27.8293, 360.699, -145.968, 364.58, 94.6612
31, 900.00000, 7415.54, 0.0000132988, 7415.54, -120, 7415.54, 120, 203.408, -81.6891, 203.712, 173.561, 211.157, 59.2162
31, 1800.00000, 7415.54, -0.0000118826, 7415.54, -120, 7415.54, 120, 305.345, -24.1009, 316.727, -142.89, 325.042, 97.2027
31, 2700.00000, 7415.54, -0.0000187861, 7415.54, -120, 7415.54, 120, 344.641, -15.0418, 353.994, -136.301, 358.615, 103.887
32, 0.00000, 7415.54, -0.0000188436, 7415.54, -120, 7415.54, 120, 341.456, -14.6308, 338.838, -135.832, 349.833, 104.548
32, 900.00000, 7415.54, -0.0000176701, 7415.54, -120, 7415.54, 120, 315.149, -14.0899, 314.164, -135.392, 323.594, 104.958
32, 1800.00000, 7415.54, -0.0000165193, 7415.54, -120, 7415.54, 120, 293.003, -13.8972, 302.74, -134.927, 307.847, 105.135
32, 2700.00000, 7415.54, -1.51606E-6, 7415.54, -120, 7415.54, 120, 162.006, -40.0241, 189.75, -152.867, 195.492, 88.1261
33, 0.00000, 7415.54, -9.15676E-6, 7415.54, -120, 7415.54, 120, 222.254, -22.7996, 245.338, -140.914, 255.022, 98.9125
33, 900.00000, 7415.54, -0.0000170419, 7415.54, -120, 7415.54, 120, 298.677, -13.4816, 308.676, -134.295, 312.908, 105.166
33, 1800.00000, 7415.54, -0.0000174794, 7415.54, -120, 7415.54, 120, 306.426, -13.4917, 321.818, -134.364, 326.997, 105.144
33, 2700.00000, 7415.54, -0.0000190691, 7415.54, -120, 7415.54, 120, 337.939, -13.8729, 354.019, -134.279, 367.971, 105.053
34, 0.00000, 7415.54, -0.0000201054, 7415.54, -120, 7415.54, 120, 357.638, -14.0038, 365.005, -134.716, 382.731, 105.077
34, 900.00000, 7415.54, -9.0476E-6, 7415.54, -120, 7415.54, 120, 279.358, -27.7205, 303.532, -145.5, 315.984, 94.9371
34, 1800.00000, 7415.54, -6.62561E-6, 7415.54, -120, 7415.54, 120, 277.723, -32.3514, 295.759, -149.331, 313.543, 91.1013
34, 2700.00000, 7415.54, -0.0000200928, 7415.54, -120, 7415.54, 120, 397.946, -17.4496, 419.566, -137.531, 442.214, 101.547
35, 0.00000, 7415.54, -0.0000226741, 7415.54, -120, 7415.54, 120, 417.222, -15.1467, 439.517, -135.887, 454.401, 103.157
35, 900.00000, 7415.54, -0.0000224409, 7415.54, -120, 7415.54, 120, 417.932, -15.5391, 440.626, -136.066, 459.892, 102.496
35, 1800.00000, 7415.54, -0.0000247128, 7415.54, -120, 7415.54, 120, 452.885, -15.0145, 449.411, -135.97, 481.772, 102.955
35, 2700.00000, 7415.54, -0.0000195892, 7415.54, -120, 7415.54, 120, 405.305, -18.7199, 412.35, -139.265, 439.143, 100.04
36, 0.00000, 7415.54, 0.0000110345, 7415.54, -120, 7415.54, 120, 210.744, -73.5773, 216.477, 179.607, 246.757, 66.4044
36, 900.00000, 7415.54, -4.78415E-6, 7415.54, -120, 7415.54, 120, 281.212, -36.0063, 297.798, -152.339, 334.179, 88.9392
36, 1800.00000, 7415.54, -0.000024022, 7415.54, -120, 7415.54, 120, 441.45, -15.1054, 434.299, -136.13, 451.482, 103.129
36, 2700.00000, 7415.54, -0.0000236289, 7415.54, -120, 7415.54, 120, 430.734, -14.8375, 431.37, -135.701, 441.667, 103.285
37, 0.00000, 7415.54, -0.0000236717, 7415.54, -120, 7415.54, 120, 430.965, -14.7952, 436.229, -135.807, 444.911, 103.275
37, 900.00000, 7415.54, -0.0000234497, 7415.54, -120, 7415.54, 120, 437.018, -15.5624, 442.068, -136.338, 453.612, 103.158
37, 1800.00000, 7415.54, -0.0000162598, 7415.54, -120, 7415.54, 120, 370.047, -21.2587, 384.373, -140.869, 393.226, 98.7779
37, 2700.00000, 7415.54, -0.0000232655, 7415.54, -120, 7415.54, 120, 457.427, -17.234, 467.517, -137.657, 476.94, 102.118
38, 0.00000, 7415.54, -0.000026092, 7415.54, -120, 7415.54, 120, 483.863, -15.4047, 495.912, -135.995, 499.728, 103.532
38, 900.00000, 7415.54, -0.0000276005, 7415.54, -120, 7415.54, 120, 506.437, -15.0585, 511.196, -135.781, 518.07, 103.898
38, 1800.00000, 7415.54, -0.0000271375, 7415.54, -120, 7415.54, 120, 494.251, -14.8114, 497.535, -135.703, 507.519, 104.224
38, 2700.00000, 7415.54, -0.0000265193, 7415.54, -120, 7415.54, 120, 485.217, -14.9636, 483.875, -135.419, 490.473, 104.36
39, 0.00000, 7415.54, -0.0000141546, 7415.54, -120, 7415.54, 120, 352.841, -23.4301, 379.927, -142.709, 384.918, 97.4291
39, 900.00000, 7415.54, 4.87249E-6, 7415.54, -120, 7415.54, 120, 208.492, -57.2999, 230.379, -166.389, 242.775, 76.3593
39, 1800.00000, 7415.54, -9.27961E-6, 7415.54, -120, 7415.54, 120, 276.637, -27.0835, 293.949, -144.863, 318.503, 95.9088
39, 2700.00000, 7415.54, -0.0000198662, 7415.54, -120, 7415.54, 120, 359.626, -14.5991, 361.57, -135.405, 375.274, 104.464
40, 0.00000, 7415.54, -0.0000196221, 7415.54, -120, 7415.54, 120, 353.056, -14.3936, 360.121, -135.345, 365.332, 105.041
40, 900.00000, 7415.54, -0.0000190732, 7415.54, -120, 7415.54, 120, 333.33, -13.3858, 337.663, -134.541, 352.523, 105.264
40, 1800.00000, 7415.54, -0.0000179029, 7415.54, -120, 7415.54, 120, 313.745, -13.481, 323.518, -134.331, 333.734, 105.322
40, 2700.00000, 7415.54, 9.03312E-6, 7415.54, -120, 7415.54, 120, 138.116, -81.6742, 147.834, -179.823, 157.435, 64.8913
41, 0.00000, 7415.54, 3.13257E-6, 7415.54, -120, 7415.54, 120, 145.867, -56.2636, 163.073, -163.079, 182.854, 80.4914
41, 900.00000, 7415.54, -0.0000189223, 7415.54, -120, 7415.54, 120, 323.262, -12.5712, 329.505, -133.185, 343.399, 106.318
41, 1800.00000, 7415.54, -0.0000192684, 7415.54, -120, 7415.54, 120, 328.172, -12.4605, 339.472, -133.192, 350.823, 106.518
41, 2700.00000, 7415.54, -0.0000204185, 7415.54, -120, 7415.54, 120, 347.584, -12.4441, 363.955, -132.931, 381.345, 106.393
42, 0.00000, 7415.54, -0.000020943, 7415.54, -120, 7415.54, 120, 360.609, -12.8595, 365.789, -133.41, 386.139, 106.002
42, 900.00000, 7415.54, 6.33169E-7, 7415.54, -120, 7415.54, 120, 190.051, -46.6937, 223.623, -157.485, 241.289, 85.092
42, 1800.00000, 7415.54, 8.15033E-6, 7415.54, -120, 7415.54, 120, 180.64, -69.3267, 200.776, -171.849, 230.199, 73.6571
42, 2700.00000, 7415.54, -0.000018272, 7415.54, -120, 7415.54, 120, 368.816, -18.0071, 407.376, -137.574, 440.736, 100.717
43, 0.00000, 7415.54, -0.0000229773, 7415.54, -120, 7415.54, 120, 419.589, -14.895, 445.784, -135.407, 464.97, 103.791
43, 900.00000, 7415.54, -0.0000230777, 7415.54, -120, 7415.54, 120, 426.779, -15.3111, 447.635, -136.047, 469.561, 102.93
43, 1800.00000, 7415.54, -0.0000253382, 7415.54, -120, 7415.54, 120, 463.135, -14.9287, 461.905, -136.029, 493.968, 103.142
43, 2700.00000, 7415.54, -0.0000165243, 7415.54, -120, 7415.54, 120, 371.135, -20.924, 384.81, -141.269, 410.057, 98.3687
44, 0.00000, 7415.54, 0.0000137906, 7415.54, -120, 7415.54, 120, 212.107, -81.4545, 205.747, 170.09, 233.049, 59.5767
44, 900.00000, 7415.54, -2.40509E-6, 7415.54, -120, 7415.54, 120, 258.549, -40.077, 279.738, -155.677, 317.701, 86.3716
44, 1800.00000, 7415.54, -0.0000223478, 7415.54, -120, 7415.54, 120, 420.208, -15.8474, 424.351, -136.722, 446.935, 102.4
44, 2700.00000, 7415.54, -0.0000227704, 7415.54, -120, 7415.54, 120, 425.473, -15.6463, 420.982, -136.356, 448.182, 102.724
45, 0.00000, 7415.54, -0.0000222178, 7415.54, -120, 7415.54, 120, 417.105, -15.7967, 415.305, -136.825, 441.509, 102.309
45, 900.00000, 7415.54, -0.0000226705, 7415.54, -120, 7415.54, 120, 429.786, -16.1085, 436.762, -136.948, 455.213, 102.312
45, 1800.00000, 7415.54, -0.0000136673, 7415.54, -120, 7415.54, 120, 348.845, -23.9574, 375.612, -142.971, 382.151, 96.9048
45, 2700.00000, 7415.54, -3.73526E-6, 7415.54, -120, 7415.54, 120, 285.945, -38.0982, 317.395, -152.747, 330.003, 88.002
46, 0.00000, 7415.54, -0.000025708, 7415.54, -120, 7415.54, 120, 478.779, -15.5428, 484.765, -136.113, 492.535, 103.564
46, 900.00000, 7415.54, -0.0000270506, 7415.54, -120, 7415.54, 120, 495.467, -14.9993, 501.764, -135.627, 512.278, 104.186
46, 1800.00000, 7415.54, -0.0000277505, 7415.54, -120, 7415.54, 120, 502.998, -14.6516, 505.491, -135.316, 516.953, 104.399
46, 2700.00000, 7415.54, -0.0000267904, 7415.54, -120, 7415.54, 120, 490.335, -14.9745, 494.362, -135.351, 503.337, 104.418
47, 0.00000, 7415.54, -0.0000174023, 7415.54, -120, 7415.54, 120, 391.67, -20.9788, 412.113, -140.614, 418.673, 99.5741
47, 900.00000, 7415.54, 0.0000134764, 7415.54, -120, 7415.54, 120, 209.321, -81.0404, 207.041, 174.924, 221.07, 61.7526
47, 1800.00000, 7415.54, -0.0000101969, 7415.54, -120, 7415.54, 120, 289.481, -26.1568, 315.837, -143.44, 333.888, 96.9538
47, 2700.00000, 7415.54, -0.0000203137, 7415.54, -120, 7415.54, 120, 363.06, -14.1666, 369.192, -135.078, 383.125, 104.804
48, 0.00000, 7415.54, -0.0000197756, 7415.54, -120, 7415.54, 120, 346.099, -13.4373, 351.423, -134.312, 367.297, 105.456
48, 900.00000, 7415.54, -0.0000188529, 7415.54, -120, 7415.54, 120, 324.999, -12.8978, 323.652, -134.018, 341.262, 105.766
